变量名,_beizhu,npc,gymID,hardDegree,weight,deployType,deployNatureLimit,deployCardNumLimit,deployNum,lastJump,historyJump,_beizhu1,weatherDesc,weatherDesc_tw,weatherDesc_en,weatherDesc_vn,weatherDesc_kr,weatherDesc_pt,weatherDesc_th,palce,palce_tw,palce_en,palce_vn,palce_kr,palce_ar,palce_de,palce_fr,palce_it,palce_pt,palce_ru,palce_th,placeDesc,placeDesc_tw,placeDesc_en,placeDesc_vn,placeDesc_kr,placeDesc_ar,placeDesc_de,placeDesc_fr,placeDesc_it,placeDesc_pt,placeDesc_ru,placeDesc_th,specialEff,specialEffDesc,specialEffDesc_tw,specialEffDesc_en,specialEffDesc_vn,specialEffDesc_kr,specialEffDesc_pt,specialEffDesc_th
80444,皮神,,5,45,1,1,,,,43,42,10,#L10#永久雷雨天气#L0#\n【雷雨】（电系技能伤害提升，每个大回合结束时降下落雷砸向场上随机一个目标，造成大量伤害（电系精灵有几率吸收该伤害），非电系精灵有几率被【麻痹】）,#L10#永久雷雨天氣#L0#\n【雷雨】（電系技能傷害提升，每個大回合結束時降下落雷砸向場上隨機一個目標，造成大量傷害（電系精靈有幾率吸收該傷害），非電系精靈有幾率被【麻痹】）,"#L10#Eternal Thunderstorm Weather#L0#\n[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )","#L10#Eternal Thunderstorm Weather#L0#\n[Thunderstorm] (Electric skill damage increased. At the end of each round, a falling lightning strikes a random target on the field, causing tons of damage (Electric Pokémon have chance to absorb the damage), non-electric type Pokémon have chance to be [Paralysis] )","#L10#영구 뇌우#L0#\n[뇌우] (전기 타입 스킬 피해 증가, 라운드 종료마다 낙뢰로 무작위 유닛에게 공격하여 대량 피해를 입힌다(전기 타입 포켓몬이 확률로 피해 흡수 가능), 전기 타입 아닌 포켓몬이 확률로 마비된다 )","#L10#Clima de Tempestade Eterna#L0#\n[Tempestade] (Dano de habilidade elétrica aumentado. No final de cada rodada, um raio caindo atinge um alvo aleatório no campo, causando toneladas de dano (Pokémon elétricos têm chance de absorver o dano), Pokémon do tipo não elétrico têm chance de ser [Paralisia])",#L10#Eternal Thunderstorm Weather#L0#\n[พายุฝนฟ้าคะนอง] (ความเสียหายของทักษะไฟฟ้าเพิ่มขึ้น ในตอนท้ายของแต่ละรอบ สายฟ้าที่ตกลงมาจะฟาดเป้าหมายแบบสุ่มบนสนาม ทำให้เกิดความเสียหายจำนวนมาก (โปเกมอนไฟฟ้ามีโอกาสดูดซับความเสียหาย) โปเกมอนประเภทที่ไม่ใช่ไฟฟ้ามีโอกาสที่จะ [อัมพาต] ),,,,,,,,,,,,,,,,,,,,,,,,,,帽子不是为了卖萌，是我们的羁绊\n#F20# \n#F40##C0xFFDEAD#小提示：其实帽子就是我力量的源泉,帽子不是為了賣萌，是我們的羈絆\n#F20# \n#F40##C0xFFDEAD#小提示：其實帽子就是我力量的源泉,"Hats are not for cuteness, but our bond\n#F20# \n#F40##C0xFFDEAD# Tips: In fact, hats are the source of my strength.",,,"Chapéus não são para ser fofos, mas para criar vínculos\n#F20# \n#F40##C0xFFDEAD# Dicas: Na verdade, chapéus são a fonte da minha força.",หมวกไม่ได้มีไว้เพื่อความน่ารัก แต่เป็นสายสัมพันธ์ระหว่างเรา\n#F20# \n#F40##C0xFFDEAD# เคล็ดลับ: จริงๆ แล้ว หมวกคือที่มาของความแข็งแกร่งของฉัน
80445,,,5,45,0,,,,,43,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80446,,,5,45,0,,,,,43,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80451,龙电馆主,TRUE,5,,100,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80501,恶系送分,,6,51,1,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<16>;1;0;5%>;<<16>;26;0;1000>>,,,,,,,
80502,鬼系送分,,6,51,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<14>;1;0;5%>;<<14>;26;0;1000>>,,,,,,,
80503,恶鬼混合送分,,6,51,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<16;14>;1;0;5%>;<<16;14>;17;0;500>>,,,,,,,
80504,,,6,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80505,,,6,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80506,,,6,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80511,日夜交替-免疫特攻,,6,52,1,1,,,,,,1,【日夜交替】（单回合白天，双回合黑夜）\n【白天】（无特殊效果）\n【黑夜】（非幽灵系、恶系精灵伤害降低，幽灵系精灵免疫#C0x3D8A99#特攻伤害#C0x5B545B#，恶系精灵必杀抗性大幅提升）,【日夜交替】（單回合白天，雙回合黑夜）\n【白天】（無特殊效果）\n【黑夜】（非幽靈系、惡系精靈傷害降低，幽靈系精靈免疫#C0x3D8A99#特攻傷害#C0x5B545B#，惡系精靈必殺抗性大幅提升）,"[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to #C0x3D8A99#Sp. DMG#C0x5B545B #, Dark type Pokémon ultimate skill resistance raise greatly)","[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to #C0x3D8A99#Sp. DMG#C0x5B545B #, Dark type Pokémon ultimate skill resistance raise greatly)","[밤낮 교체] (홀수 턴은 낮이며 짝수 턴은 밤이다) \n[낮] (특수 효과 없음) \n[밤] (고스트 타입과 악 타입 아닌 포켓몬 피해 감소, 고스트 타입 포켓몬#C0x3D8A99#특수 공격 피해#C0x5B545B#에 면역,  악 타입 포켓몬 필살기 저항 대푹 증가)","[Crepúsculo] (dia de rodada única, noite de rodada dupla)\n[Dia] (sem efeitos especiais)\n[Noite] (dano de Pokémon não fantasmas e do tipo escuro reduzido, fantasmas são imunes a #C0x3D8A99#Sp. DMG#C0x5B545B #, resistência à habilidade final de Pokémon do tipo escuro aumenta muito)","[พลบค่ำ] (กลางวันรอบเดียว กลางคืนรอบคู่)\n[กลางวัน] (ไม่มีเอฟเฟกต์พิเศษ)\n[กลางคืน] (ความเสียหายของโปเกมอนประเภทที่ไม่ใช่ผีและมืดลดลง ผีจะไม่รับผลกระทบจาก #C0x3D8A99#Sp. DMG#C0x5B545B #, ความต้านทานทักษะอัลติเมทของโปเกมอนประเภทมืดเพิ่มขึ้นอย่างมาก)",,,,,,,,,,,,,,,,,,,,,,,,,<<<14>;1;0;6%>;<<14>;95;0;1000>>,,,,,,,
80512,日夜交替-免疫物攻,,6,52,1,1,,,,,,3,【日夜交替】（双回合白天，单回合黑夜）\n【白天】（无特殊效果）\n【黑夜】（非幽灵系、恶系精灵伤害降低，幽灵系精灵免疫#C0xF13B54#物攻伤害#C0x5B545B#，恶系精灵必杀抗性大幅提升）,【日夜交替】（雙回合白天，單回合黑夜）\n【白天】（無特殊效果）\n【黑夜】（非幽靈系、惡系精靈傷害降低，幽靈系精靈免疫#C0xF13B54#物攻傷害#C0x5B545B#，惡系精靈必殺抗性大幅提升）,"[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to #C0x3D8A99#P. DMG#C0x5B545B #, Dark type Pokémon ultimate skill resistance raise greatly)","[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to #C0x3D8A99#P. DMG#C0x5B545B #, Dark type Pokémon ultimate skill resistance raise greatly)","[밤낮 교체] (짝수 턴은 낮이며 홀수 턴은 밤이다) \n[낮] (특수 효과 없음) \n[밤] (고스트 타입과 악 타입 아닌 포켓몬 피해 감소, 고스트 타입 포켓몬#C0xF13B54#물리 공격 피해 #C0x5B545B#에 면역,  악 타입 포켓몬 필살기 저항 대푹 증가)","[Crepúsculo] (dia de rodada única, noite de rodada dupla)\n[Dia] (sem efeitos especiais)\n[Noite] (dano de Pokémon não fantasmas e do tipo escuro reduzido, fantasmas são imunes a #C0x3D8A99#P. DMG#C0x5B545B #, resistência à habilidade final de Pokémon do tipo escuro aumenta muito)",[พลบค่ำ] (กลางวันรอบเดียว กลางคืนรอบคู่)\n[กลางวัน] (ไม่มีเอฟเฟกต์พิเศษ)\n[กลางคืน] (ความเสียหายของโปเกมอนประเภทที่ไม่ใช่ผีและมืดลดลง ผีจะไม่รับผลกระทบจาก #C0x3D8A99#P DMG#C0x5B545B # ความต้านทานทักษะอัลติเมทของโปเกมอนประเภทมืดเพิ่มขึ้นอย่างมาก),,,,,,,,,,,,,,,,,,,,,,,,,<<<14>;1;0;6%>;<<14>;95;0;1000>>,,,,,,,
80513,,,6,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80514,,,6,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80515,,,6,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80516,,,6,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80521,6索罗亚克,,6,53,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<16>;1;0;7%>;<<16>;13;0;10%>>,,,,,,,
80522,魔灵+娃娃,,6,53,1,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<14>;1;0;7%>;<<14>;13;0;10%>>,,,,,,,
80523,,,6,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80524,镜像,,6,53,1,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<16>;1;0;7%>;<<16>;13;0;10%>>,最大的敌人就是自己！,最大的敵人就是自己！,The biggest enemy is yourself!,404,최대의 적은 자신이다!,O maior inimigo é você mesmo!,ศัตรูที่ใหญ่ที่สุดก็คือตัวคุณเอง!
80525,,,6,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80526,,,6,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80531,恶系主阵容,,6,54,1,1,,,,52,,1,【日夜交替】（单回合白天，双回合黑夜）\n【白天】（无特殊效果）\n【黑夜】（非幽灵系、恶系精灵伤害降低，幽灵系精灵免疫特攻伤害，恶系精灵必杀抗性大幅提升）,【日夜交替】（單回合白天，雙回合黑夜）\n【白天】（無特殊效果）\n【黑夜】（非幽靈系、惡系精靈傷害降低，幽靈系精靈免疫特攻傷害，惡系精靈必殺抗性大幅提升）,"[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to Sp. DMG, Dark type Pokémon ultimate skill resistance raise greatly)","[Dusk] (single round day, double round night)\n[Day] (no special effects)\n[Night] (non-Ghost and Dark type Pokémon damage reduced, Ghosts are immune to Sp. DMG, Dark type Pokémon ultimate skill resistance raise greatly)","[밤낮 교체] (홀수 턴은 낮이며 짝수 턴은 밤이다) \n[낮] (특수 효과 없음) \n[밤] (고스트 타입과 악 타입 아닌 포켓몬 피해 감소, 고스트 타입 포켓몬 특수 공격 피해에 면역,  악 타입 포켓몬 필살기 저항 대푹 증가)","[Crepúsculo] (dia de rodada única, noite de rodada dupla)\n[Dia] (sem efeitos especiais)\n[Noite] (dano de Pokémon não fantasmas e do tipo escuro reduzido, fantasmas são imunes a dano especial, resistência à habilidade final de Pokémon do tipo escuro aumenta muito)",[พลบค่ำ] (กลางวันรอบเดียว กลางคืนรอบคู่)\n[กลางวัน] (ไม่มีเอฟเฟกต์พิเศษ)\n[กลางคืน] (ความเสียหายของโปเกมอนประเภทที่ไม่ใช่ผีและมืดลดลง ผีจะไม่รับความเสียหายจาก Sp. DMG ความต้านทานทักษะสูงสุดของโปเกมอนประเภทมืดเพิ่มขึ้นอย่างมาก),,,,,,,,,,,,,,,,,,,,,,,,,<<<16>;1;0;8%>;<<16>;14;0;500>>,,,,,,,
80532,鬼系主阵容,,6,54,1,1,,,,52,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<14>;1;0;8%>;<<14>;26;0;500>>,,,,,,,
80533,耿鬼家族,,6,54,1,1,,,,52,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<14>;1;0;8%>>,\n兵之形，避实而击虚\n#C0xFFDEAD#释义：打那只不同的,\n兵之形，避實而擊虛\n#C0xFFDEAD#釋義：打那只不同的,,404,\n적의 주력을 피하고 약한 곳을 골라서 치다\n#C0xFFDEAD#해석: 남과 다른 그 것를 치다,,
80534,,,6,54,0,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80535,,,6,54,0,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80536,,,6,54,0,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80541,真·噩梦副本,,6,55,1,3,,4,3,53,52,1,,,,,,,,噩梦场地：,噩夢場地：,Nightmare Terrain:,404,악몽 그라운드: ,تضاريس الكابوس:,Albtraumgelände:,Terrain de cauchemar :,Terreno da incubo:,Terreno de pesadelo:,Кошмарная местность:,พื้นที่ฝันร้าย:,达克莱伊特攻、双防、控制率、免控率大幅提升\n睡眠或梦魇的精灵受到攻击时无法被打醒,達克萊伊特攻、雙防、控制率、免控率大幅提升\n睡眠或夢魘的精靈受到攻擊時無法被打醒,"Darkrai attack, P.&Sp.DEF, control rate, and control resist rate have been greatly increased.\nSleeping or nightmare Pokémon can not be awakened by attack",404,"다크라이가 특수 공격, 물리&특수 방어력, 제어율, 면역률 대푹 증가\n수면 또는 나이트메어 상태인 포켓몬이 공격 받을 시 깨어날 수 없다",تم زيادة هجوم Darkrai، وP.&Sp.DEF، ومعدل التحكم، ومعدل مقاومة التحكم بشكل كبير.\nلا يمكن إيقاظ البوكيمون النائم أو الكابوسي عن طريق الهجوم,"Darkrai-Angriff, P.&Sp.DEF, Kontrollrate und Kontrollresistenzrate wurden stark erhöht.\nSchlafende oder Albtraum-Pokémon können nicht durch Angriffe geweckt werden.","L'attaque de Darkrai, la DÉF. P.&Sp., le taux de contrôle et le taux de résistance au contrôle ont été considérablement augmentés.\nLes Pokémon endormis ou cauchemardesques ne peuvent pas être réveillés par une attaque","L'attacco di Darkrai, P.&Sp.DEF, il tasso di controllo e il tasso di resistenza al controllo sono stati notevolmente aumentati.\nI Pokémon addormentati o in incubo non possono essere svegliati dall'attacco","Ataque Darkrai, P.&Sp.DEF, taxa de controle e taxa de resistência de controle foram bastante aumentados.\nPokémon adormecidos ou em pesadelo não podem ser despertados por ataque","Атака Darkrai, P.&Sp.DEF, уровень контроля и уровень сопротивления контролю были значительно увеличены.\nСпящие или кошмарные покемоны не могут быть разбужены атакой.","การโจมตีของ Darkrai, P.&Sp.DEF, อัตราการควบคุม และอัตราการต้านทานการควบคุมได้รับการเพิ่มขึ้นอย่างมาก\nโปเกมอนที่หลับหรือฝันร้ายไม่สามารถปลุกให้ตื่นได้ด้วยการโจมตี",,真·噩梦副本\n我方一队限制上阵4只精灵\n达克莱伊每次攻击都会扣除自身生命上限的9.99%的生命上限，达克莱伊生命上限最低降低至1,真·噩夢副本\n我方一隊限制上陣4只精靈\n達克萊伊每次攻擊都會扣除自身生命上限的9.99%的生命上限，達克萊伊生命上限最低降低至1,"True Nightmare Dungeon\nLimited to use 4 Pokémon.\nFor each attack Darkrai will reduce 9.99% of its HP limit, Darkrai HP limit reduces to 1 most.",404,진·악몽 던전\n아군 파티1 포켓몬 최대 4마리 출전 가능\n다크라이 공격할 때마다 자신 HP 최대치 9.99% 감소하고 최저 1까지 감소한다,"True Nightmare Dungeon\nLimitado ao uso de 4 Pokémon.\nPara cada ataque, Darkrai reduzirá 9,99% do seu limite de HP, o limite de HP de Darkrai será reduzido para 1 no máximo.",True Nightmare Dungeon\nจำกัดการใช้โปเกมอน 4 ตัว\nสำหรับการโจมตีแต่ละครั้ง Darkrai จะลด HP ลง 9.99% ของขีดจำกัด HP ของ Darkrai ลดลงเหลือ 1 มากที่สุด
80542,6Y神,,6,55,1,3,,6,3,53,52,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,真·炼狱副本\n我方可上阵三个队伍,真·煉獄副本\n我方可上陣三個隊伍,True•Hell Dungeon\n Ally able to deploy three teams,,,True•Hell Dungeon\n Aliado capaz de implantar três equipes,True•Hell Dungeon\n พันธมิตรสามารถจัดทีมได้สามทีม
80543,,,6,55,0,1,,,,53,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80544,,,6,55,0,1,,,,53,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80545,,,6,55,0,,,,,53,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80546,,,6,55,0,,,,,53,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80551,恶鬼馆主,TRUE,6,,100,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80601,钢系送分,,7,61,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<17>;1;0;5%>;<<17>;25;0;500>>,,,,,,,
80602,绿毛虫送分,,7,61,2,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<15>;1;0;10%>;>,\n绿鳞岂是池中物，一遇风云便化龙,\n綠鱗豈是池中物，一遇風雲便化龍,\nOMG!!!!My Caterpie evolved into Rayquaza!!!,404,,\nOMG!!!!Meu Caterpie evoluiu para Rayquaza!!!,\nOMG!!!!Caterpie ของฉันวิวัฒนาการเป็น Rayquaza แล้ว!!!
80603,毒系送分,,7,61,1,1,,,,,,5,,,,,,,,毒菱场地：,毒菱場地：,Toxic Spikes Terrain:,404,독 그라운드: ,تضاريس المسامير السامة:,Gelände „Giftige Stacheln“:,Terrain de pics toxiques :,Terreno con punte tossiche:,Terreno de Picos Tóxicos:,Токсичные шипы Местность:,พื้นที่ที่เต็มไปด้วยหนามพิษ:,非毒系精灵每回合持续损失一定生命值,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,يفقد البوكيمون من النوع غير السام قدرًا معينًا من نقاط الصحة في كل جولة,Pokémon vom Typ „Nicht-Gift“ verlieren jede Runde eine bestimmte Menge an HP.,Les Pokémon de type non-poison perdent une certaine quantité de PV à chaque tour,I Pokémon di tipo non Veleno perdono una certa quantità di PS ogni round,Pokémon do tipo não venenoso perdem uma certa quantidade de HP a cada rodada,Покемон неядовитого типа теряет определенное количество HP каждый раунд.,โปเกมอนประเภทที่ไม่ใช่พิษจะสูญเสีย HP จำนวนหนึ่งในแต่ละรอบ,<<<8>;1;0;5%>;<<8>;10;0;5%>>,,,,,,,
80604,,,7,61,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80605,,,7,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80606,,,7,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80611,虫系进化,,7,62,1,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<12>;1;0;6%>>,\n进化の奥义,\n進化の奧義,\n Ultimate Evolution,404,\n진화의 오의,\n Evolução Definitiva,\n วิวัฒนาการขั้นสุดยอด
80612,毒队,,7,62,1,1,,,,,,4,,,,,,,,毒菱场地：,毒菱場地：,Toxic Spikes Terrain:,404,독 그라운드: ,تضاريس المسامير السامة:,Gelände „Giftige Stacheln“:,Terrain de pics toxiques :,Terreno con punte tossiche:,Terreno de Picos Tóxicos:,Токсичные шипы Местность:,พื้นที่ที่เต็มไปด้วยหนามพิษ:,非毒系精灵每回合持续损失一定生命值,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,يفقد البوكيمون من النوع غير السام قدرًا معينًا من نقاط الصحة في كل جولة,Pokémon vom Typ „Nicht-Gift“ verlieren jede Runde eine bestimmte Menge an HP.,Les Pokémon de type non-poison perdent une certaine quantité de PV à chaque tour,I Pokémon di tipo non Veleno perdono una certa quantità di PS ogni round,Pokémon do tipo não venenoso perdem uma certa quantidade de HP a cada rodada,Покемон неядовитого типа теряет определенное количество HP каждый раунд.,โปเกมอนประเภทที่ไม่ใช่พิษจะสูญเสีย HP จำนวนหนึ่งในแต่ละรอบ,<<<8>;1;0;6%>;<<8>;9;0;5%>;<<8>;10;0;5%>>,,,,,,,
80613,尼多家族,,7,62,1,1,,,,,,1,,,,,,,,毒菱场地：,毒菱場地：,Toxic Spikes Terrain:,404,독 그라운드: ,تضاريس المسامير السامة:,Gelände „Giftige Stacheln“:,Terrain de pics toxiques :,Terreno con punte tossiche:,Terreno de Picos Tóxicos:,Токсичные шипы Местность:,พื้นที่ที่เต็มไปด้วยหนามพิษ:,非毒系精灵每回合持续损失一定生命值,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,يفقد البوكيمون من النوع غير السام قدرًا معينًا من نقاط الصحة في كل جولة,Pokémon vom Typ „Nicht-Gift“ verlieren jede Runde eine bestimmte Menge an HP.,Les Pokémon de type non-poison perdent une certaine quantité de PV à chaque tour,I Pokémon di tipo non Veleno perdono una certa quantità di PS ogni round,Pokémon do tipo não venenoso perdem uma certa quantidade de HP a cada rodada,Покемон неядовитого типа теряет определенное количество HP каждый раунд.,โปเกมอนประเภทที่ไม่ใช่พิษจะสูญเสีย HP จำนวนหนึ่งในแต่ละรอบ,<<<8>;1;0;6%>;<<8>;9;0;5%>;<<8>;10;0;5%>>,,,,,,,
80614,,,7,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80615,,,7,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80616,,,7,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80621,自爆螳螂,,7,63,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<17;12>;1;0;7%>;<<17;12>;15;0;500>>,,,,,,,
80622,6瓦斯弹,,7,63,1,1,,,,,,6,,,,,,,,毒菱场地：,毒菱場地：,Toxic Spikes Terrain:,404,독 그라운드: ,تضاريس المسامير السامة:,Gelände „Giftige Stacheln“:,Terrain de pics toxiques :,Terreno con punte tossiche:,Terreno de Picos Tóxicos:,Токсичные шипы Местность:,พื้นที่ที่เต็มไปด้วยหนามพิษ:,非毒系精灵每回合持续损失一定生命值,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,يفقد البوكيمون من النوع غير السام قدرًا معينًا من نقاط الصحة في كل جولة,Pokémon vom Typ „Nicht-Gift“ verlieren jede Runde eine bestimmte Menge an HP.,Les Pokémon de type non-poison perdent une certaine quantité de PV à chaque tour,I Pokémon di tipo non Veleno perdono una certa quantità di PS ogni round,Pokémon do tipo não venenoso perdem uma certa quantidade de HP a cada rodada,Покемон неядовитого типа теряет определенное количество HP каждый раунд.,โปเกมอนประเภทที่ไม่ใช่พิษจะสูญเสีย HP จำนวนหนึ่งในแต่ละรอบ,<<<8>;1;0;7%>;<<8>;7;0;10%>>,,,,,,,
80623,,,7,63,0,1,,,,,,,,,,,,,,毒菱场地：,毒菱場地：,Toxic Spikes Terrain:,404,독 그라운드: ,تضاريس المسامير السامة:,Gelände „Giftige Stacheln“:,Terrain de pics toxiques :,Terreno con punte tossiche:,Terreno de Picos Tóxicos:,Токсичные шипы Местность:,พื้นที่ที่เต็มไปด้วยหนามพิษ:,非毒系精灵每回合持续损失一定生命值,非毒系精靈每回合持續損失一定生命值,Non-Poison type Pokémon loses a certain amount of HP every round,404,독 타입 아닌 포켓몬은 턴마다 지속적으로 일정한 HP를 손실한다,يفقد البوكيمون من النوع غير السام قدرًا معينًا من نقاط الصحة في كل جولة,Pokémon vom Typ „Nicht-Gift“ verlieren jede Runde eine bestimmte Menge an HP.,Les Pokémon de type non-poison perdent une certaine quantité de PV à chaque tour,I Pokémon di tipo non Veleno perdono una certa quantità di PS ogni round,Pokémon do tipo não venenoso perdem uma certa quantidade de HP a cada rodada,Покемон неядовитого типа теряет определенное количество HP каждый раунд.,โปเกมอนประเภทที่ไม่ใช่พิษจะสูญเสีย HP จำนวนหนึ่งในแต่ละรอบ,,,,,,,,
80624,,,7,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80625,,,7,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80626,,,7,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80631,剑队,,7,64,1,1,,,,62,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<14;17>;1;0;8%>;<<14;17>;22;0;500>;<<14;17>;23;0;500>>,,,,,,,
80632,虫族场地,,7,64,0,1,,,,62,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<12>;1;0;8%>;<<12>;26;0;500>>,\n虫族大军生生不息\n火神蛾每回合会召唤出一只继承自身60%属性的火神蛾,\n蟲族大軍生生不息\n火神蛾每回合會召喚出一只繼承自身60%屬性的火神蛾,\nIt’s Zerg Rush Time!!!\nVolcarona will summon a Volcarona that inherits 60% of its own status every round,404,\n곤충족 대군 끝임없이\n불카모스는 턴마다 자신 속성의 6%를 계승한 불카모스를 소환한다,\nÉ hora do Zerg Rush!!!\nVolcarona invocará uma Volcarona que herda 60% de seu próprio status a cada rodada,\nถึงเวลา Zerg Rush แล้ว!!!\nVolcarona จะเรียก Volcarona ออกมาซึ่งจะสืบทอดสถานะของตัวเอง 60% ทุกๆ รอบ
80633,钢系主阵容,,7,64,1,1,,,,62,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<<<17>;1;0;8%>;<<17>;23;0;500>>,,,,,,,
