变量名,equip_id,stage,costGold,costItemMap
11109,11023,9,50000,{5014=12;5015=12;5013=12;100=4}
11110,11023,10,60000,{5016=16;5017=16;5018=16;100=4}
11111,11023,11,80000,{5016=20;5017=20;5018=20;100=6}
11112,11023,12,100000,{5021=32;5020=32;5019=32;100=6}
11113,11023,13,120000,{5021=48;5020=48;5019=48;100=9}
11114,11023,14,140000,{5024=72;5023=72;5022=72;100=12}
11115,11023,15,160000,{5024=108;5023=108;5022=108;100=18}
11116,11023,16,180000,{5025=144;5026=144;5027=144;100=24}
11117,11023,17,200000,{5028=200;5030=200;5029=200;100=30}
11118,11023,18,220000,{5032=300;5031=300;5033=300;100=36}
11119,11023,19,240000,{5034=400;5035=400;5036=400;100=42}
11120,11023,20,260000,{5037=440;5039=440;5038=440;100=48}
11121,11023,21,300000,{5040=480;5042=480;5041=480;100=54}
11122,11023,22,350000,{5043=520;5045=520;5044=520;100=60}
11123,11023,23,400000,{5048=560;5047=560;5046=560;100=66}
11124,11023,24,450000,{5049=600;5050=600;5051=600;100=72}
11125,11023,25,500000,{5053=640;5054=640;5052=640;100=78}
11126,11023,26,550000,{5055=680;5057=680;100=84;5056=680}
11127,11023,27,600000,{5058=720;5059=720;100=90;5060=720}
11128,11023,28,650000,{5061=760;5063=760;100=96;5062=760}
11129,11023,29,700000,{5064=800;5065=800;100=102;5066=800}
11130,11023,30,750000,{5064=840;5065=840;100=108;5066=840}
11131,11023,31,800000,{5070=880;5072=880;100=114;5071=880}
11132,11023,32,850000,{5075=920;100=120;5073=920;5074=920}
11133,11023,33,900000,{5077=960;5078=960;100=126;5076=960}
11134,11023,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
11135,11023,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
11136,11023,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
11137,11023,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
11138,11023,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
11139,11023,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
11140,11023,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
11141,11023,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
11142,11023,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
11143,11023,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
11151,11024,1,5000,{100=1}
11152,11024,2,10000,{100=1}
11153,11024,3,15000,{100=1}
11154,11024,4,20000,{5005=4;5004=4;5006=4;100=1}
11155,11024,5,25000,{5009=4;5007=4;5008=4;100=1}
11156,11024,6,30000,{5010=6;5012=6;5011=6;100=1}
11157,11024,7,35000,{5010=8;5012=8;5011=8;100=2}
11158,11024,8,40000,{5014=10;5015=10;5013=10;100=2}
11159,11024,9,50000,{5014=12;5015=12;5013=12;100=4}
11160,11024,10,60000,{5016=16;5017=16;5018=16;100=4}
11161,11024,11,80000,{5016=20;5017=20;5018=20;100=6}
11162,11024,12,100000,{5021=32;5020=32;5019=32;100=6}
11163,11024,13,120000,{5021=48;5020=48;5019=48;100=9}
11164,11024,14,140000,{5024=72;5023=72;5022=72;100=12}
11165,11024,15,160000,{5024=108;5023=108;5022=108;100=18}
11166,11024,16,180000,{5025=144;5026=144;5027=144;100=24}
11167,11024,17,200000,{5028=200;5030=200;5029=200;100=30}
11168,11024,18,220000,{5032=300;5031=300;5033=300;100=36}
11169,11024,19,240000,{5034=400;5035=400;5036=400;100=42}
11170,11024,20,260000,{5037=440;5039=440;5038=440;100=48}
11171,11024,21,300000,{5040=480;5042=480;5041=480;100=54}
11172,11024,22,350000,{5043=520;5045=520;5044=520;100=60}
11173,11024,23,400000,{5048=560;5047=560;5046=560;100=66}
11174,11024,24,450000,{5049=600;5050=600;5051=600;100=72}
11175,11024,25,500000,{5053=640;5054=640;5052=640;100=78}
11176,11024,26,550000,{5055=680;5057=680;100=84;5056=680}
11177,11024,27,600000,{5058=720;5059=720;100=90;5060=720}
11178,11024,28,650000,{5061=760;5063=760;100=96;5062=760}
11179,11024,29,700000,{5064=800;5065=800;100=102;5066=800}
11180,11024,30,750000,{5064=840;5065=840;100=108;5066=840}
11181,11024,31,800000,{5070=880;5072=880;100=114;5071=880}
11182,11024,32,850000,{5075=920;100=120;5073=920;5074=920}
11183,11024,33,900000,{5077=960;5078=960;100=126;5076=960}
11184,11024,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
11185,11024,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
11186,11024,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
11187,11024,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
11188,11024,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
11189,11024,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
11190,11024,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
11191,11024,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
11192,11024,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
11193,11024,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
11501,11031,1,5000,{100=1}
11502,11031,2,10000,{100=1}
11503,11031,3,15000,{100=1}
11504,11031,4,20000,{5005=4;5004=4;5006=4;100=1}
11505,11031,5,25000,{5009=4;5007=4;5008=4;100=1}
11506,11031,6,30000,{5010=6;5012=6;5011=6;100=1}
11507,11031,7,35000,{5010=8;5012=8;5011=8;100=2}
11508,11031,8,40000,{5014=10;5015=10;5013=10;100=2}
11509,11031,9,50000,{5014=12;5015=12;5013=12;100=4}
11510,11031,10,60000,{5016=16;5017=16;5018=16;100=4}
11511,11031,11,80000,{5016=20;5017=20;5018=20;100=6}
11512,11031,12,100000,{5021=32;5020=32;5019=32;100=6}
11513,11031,13,120000,{5021=48;5020=48;5019=48;100=9}
11514,11031,14,140000,{5024=72;5023=72;5022=72;100=12}
11515,11031,15,160000,{5024=108;5023=108;5022=108;100=18}
11516,11031,16,180000,{5025=144;5026=144;5027=144;100=24}
11517,11031,17,200000,{5028=200;5030=200;5029=200;100=30}
11518,11031,18,220000,{5032=300;5031=300;5033=300;100=36}
11519,11031,19,240000,{5034=400;5035=400;5036=400;100=42}
11520,11031,20,260000,{5037=440;5039=440;5038=440;100=48}
11521,11031,21,300000,{5040=480;5042=480;5041=480;100=54}
11522,11031,22,350000,{5043=520;5045=520;5044=520;100=60}
11523,11031,23,400000,{5048=560;5047=560;5046=560;100=66}
11524,11031,24,450000,{5049=600;5050=600;5051=600;100=72}
11525,11031,25,500000,{5053=640;5054=640;5052=640;100=78}
11526,11031,26,550000,{5055=680;5057=680;100=84;5056=680}
11527,11031,27,600000,{5058=720;5059=720;100=90;5060=720}
11528,11031,28,650000,{5061=760;5063=760;100=96;5062=760}
11529,11031,29,700000,{5064=800;5065=800;100=102;5066=800}
11530,11031,30,750000,{5064=840;5065=840;100=108;5066=840}
11531,11031,31,800000,{5070=880;5072=880;100=114;5071=880}
11532,11031,32,850000,{5075=920;100=120;5073=920;5074=920}
11533,11031,33,900000,{5077=960;5078=960;100=126;5076=960}
11534,11031,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
11535,11031,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
11536,11031,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
11537,11031,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
11538,11031,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
11539,11031,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
11540,11031,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
11541,11031,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
11542,11031,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
11543,11031,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
11551,11032,1,5000,{100=1}
11552,11032,2,10000,{100=1}
11553,11032,3,15000,{100=1}
11554,11032,4,20000,{5005=4;5004=4;5006=4;100=1}
11555,11032,5,25000,{5009=4;5007=4;5008=4;100=1}
11556,11032,6,30000,{5010=6;5012=6;5011=6;100=1}
11557,11032,7,35000,{5010=8;5012=8;5011=8;100=2}
11558,11032,8,40000,{5014=10;5015=10;5013=10;100=2}
11559,11032,9,50000,{5014=12;5015=12;5013=12;100=4}
11560,11032,10,60000,{5016=16;5017=16;5018=16;100=4}
11561,11032,11,80000,{5016=20;5017=20;5018=20;100=6}
11562,11032,12,100000,{5021=32;5020=32;5019=32;100=6}
11563,11032,13,120000,{5021=48;5020=48;5019=48;100=9}
11564,11032,14,140000,{5024=72;5023=72;5022=72;100=12}
11565,11032,15,160000,{5024=108;5023=108;5022=108;100=18}
11566,11032,16,180000,{5025=144;5026=144;5027=144;100=24}
11567,11032,17,200000,{5028=200;5030=200;5029=200;100=30}
11568,11032,18,220000,{5032=300;5031=300;5033=300;100=36}
11569,11032,19,240000,{5034=400;5035=400;5036=400;100=42}
11570,11032,20,260000,{5037=440;5039=440;5038=440;100=48}
11571,11032,21,300000,{5040=480;5042=480;5041=480;100=54}
11572,11032,22,350000,{5043=520;5045=520;5044=520;100=60}
11573,11032,23,400000,{5048=560;5047=560;5046=560;100=66}
11574,11032,24,450000,{5049=600;5050=600;5051=600;100=72}
11575,11032,25,500000,{5053=640;5054=640;5052=640;100=78}
11576,11032,26,550000,{5055=680;5057=680;100=84;5056=680}
11577,11032,27,600000,{5058=720;5059=720;100=90;5060=720}
11578,11032,28,650000,{5061=760;5063=760;100=96;5062=760}
11579,11032,29,700000,{5064=800;5065=800;100=102;5066=800}
11580,11032,30,750000,{5064=840;5065=840;100=108;5066=840}
11581,11032,31,800000,{5070=880;5072=880;100=114;5071=880}
11582,11032,32,850000,{5075=920;100=120;5073=920;5074=920}
11583,11032,33,900000,{5077=960;5078=960;100=126;5076=960}
11584,11032,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
11585,11032,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
11586,11032,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
11587,11032,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
11588,11032,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
11589,11032,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
11590,11032,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
11591,11032,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
11592,11032,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
11593,11032,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
11601,11033,1,5000,{100=1}
11602,11033,2,10000,{100=1}
11603,11033,3,15000,{100=1}
11604,11033,4,20000,{5005=4;5004=4;5006=4;100=1}
11605,11033,5,25000,{5009=4;5007=4;5008=4;100=1}
11606,11033,6,30000,{5010=6;5012=6;5011=6;100=1}
11607,11033,7,35000,{5010=8;5012=8;5011=8;100=2}
11608,11033,8,40000,{5014=10;5015=10;5013=10;100=2}
11609,11033,9,50000,{5014=12;5015=12;5013=12;100=4}
11610,11033,10,60000,{5016=16;5017=16;5018=16;100=4}
11611,11033,11,80000,{5016=20;5017=20;5018=20;100=6}
11612,11033,12,100000,{5021=32;5020=32;5019=32;100=6}
11613,11033,13,120000,{5021=48;5020=48;5019=48;100=9}
11614,11033,14,140000,{5024=72;5023=72;5022=72;100=12}
11615,11033,15,160000,{5024=108;5023=108;5022=108;100=18}
11616,11033,16,180000,{5025=144;5026=144;5027=144;100=24}
11617,11033,17,200000,{5028=200;5030=200;5029=200;100=30}
11618,11033,18,220000,{5032=300;5031=300;5033=300;100=36}
11619,11033,19,240000,{5034=400;5035=400;5036=400;100=42}
11620,11033,20,260000,{5037=440;5039=440;5038=440;100=48}
11621,11033,21,300000,{5040=480;5042=480;5041=480;100=54}
11622,11033,22,350000,{5043=520;5045=520;5044=520;100=60}
11623,11033,23,400000,{5048=560;5047=560;5046=560;100=66}
11624,11033,24,450000,{5049=600;5050=600;5051=600;100=72}
11625,11033,25,500000,{5053=640;5054=640;5052=640;100=78}
11626,11033,26,550000,{5055=680;5057=680;100=84;5056=680}
11627,11033,27,600000,{5058=720;5059=720;100=90;5060=720}
11628,11033,28,650000,{5061=760;5063=760;100=96;5062=760}
11629,11033,29,700000,{5064=800;5065=800;100=102;5066=800}
11630,11033,30,750000,{5064=840;5065=840;100=108;5066=840}
11631,11033,31,800000,{5070=880;5072=880;100=114;5071=880}
11632,11033,32,850000,{5075=920;100=120;5073=920;5074=920}
11633,11033,33,900000,{5077=960;5078=960;100=126;5076=960}
11634,11033,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
11635,11033,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
11636,11033,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
11637,11033,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
11638,11033,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
11639,11033,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
11640,11033,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
11641,11033,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
11642,11033,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
11643,11033,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
11651,11034,1,5000,{100=1}
11652,11034,2,10000,{100=1}
11653,11034,3,15000,{100=1}
11654,11034,4,20000,{5005=4;5004=4;5006=4;100=1}
11655,11034,5,25000,{5009=4;5007=4;5008=4;100=1}
11656,11034,6,30000,{5010=6;5012=6;5011=6;100=1}
11657,11034,7,35000,{5010=8;5012=8;5011=8;100=2}
11658,11034,8,40000,{5014=10;5015=10;5013=10;100=2}
11659,11034,9,50000,{5014=12;5015=12;5013=12;100=4}
11660,11034,10,60000,{5016=16;5017=16;5018=16;100=4}
11661,11034,11,80000,{5016=20;5017=20;5018=20;100=6}
11662,11034,12,100000,{5021=32;5020=32;5019=32;100=6}
11663,11034,13,120000,{5021=48;5020=48;5019=48;100=9}
11664,11034,14,140000,{5024=72;5023=72;5022=72;100=12}
11665,11034,15,160000,{5024=108;5023=108;5022=108;100=18}
11666,11034,16,180000,{5025=144;5026=144;5027=144;100=24}
11667,11034,17,200000,{5028=200;5030=200;5029=200;100=30}
11668,11034,18,220000,{5032=300;5031=300;5033=300;100=36}
11669,11034,19,240000,{5034=400;5035=400;5036=400;100=42}
11670,11034,20,260000,{5037=440;5039=440;5038=440;100=48}
11671,11034,21,300000,{5040=480;5042=480;5041=480;100=54}
11672,11034,22,350000,{5043=520;5045=520;5044=520;100=60}
11673,11034,23,400000,{5048=560;5047=560;5046=560;100=66}
11674,11034,24,450000,{5049=600;5050=600;5051=600;100=72}
11675,11034,25,500000,{5053=640;5054=640;5052=640;100=78}
11676,11034,26,550000,{5055=680;5057=680;100=84;5056=680}
11677,11034,27,600000,{5058=720;5059=720;100=90;5060=720}
11678,11034,28,650000,{5061=760;5063=760;100=96;5062=760}
11679,11034,29,700000,{5064=800;5065=800;100=102;5066=800}
11680,11034,30,750000,{5064=840;5065=840;100=108;5066=840}
11681,11034,31,800000,{5070=880;5072=880;100=114;5071=880}
11682,11034,32,850000,{5075=920;100=120;5073=920;5074=920}
11683,11034,33,900000,{5077=960;5078=960;100=126;5076=960}
11684,11034,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
11685,11034,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
11686,11034,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
11687,11034,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
11688,11034,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
11689,11034,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
11690,11034,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
11691,11034,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
11692,11034,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
11693,11034,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
12001,11041,1,5000,{100=1}
12002,11041,2,10000,{100=1}
12003,11041,3,15000,{100=1}
12004,11041,4,20000,{5005=4;5004=4;5006=4;100=1}
12005,11041,5,25000,{5009=4;5007=4;5008=4;100=1}
12006,11041,6,30000,{5010=6;5012=6;5011=6;100=1}
12007,11041,7,35000,{5010=8;5012=8;5011=8;100=2}
12008,11041,8,40000,{5014=10;5015=10;5013=10;100=2}
12009,11041,9,50000,{5014=12;5015=12;5013=12;100=4}
12010,11041,10,60000,{5016=16;5017=16;5018=16;100=4}
12011,11041,11,80000,{5016=20;5017=20;5018=20;100=6}
12012,11041,12,100000,{5021=32;5020=32;5019=32;100=6}
12013,11041,13,120000,{5021=48;5020=48;5019=48;100=9}
12014,11041,14,140000,{5024=72;5023=72;5022=72;100=12}
12015,11041,15,160000,{5024=108;5023=108;5022=108;100=18}
12016,11041,16,180000,{5025=144;5026=144;5027=144;100=24}
12017,11041,17,200000,{5028=200;5030=200;5029=200;100=30}
12018,11041,18,220000,{5032=300;5031=300;5033=300;100=36}
12019,11041,19,240000,{5034=400;5035=400;5036=400;100=42}
12020,11041,20,260000,{5037=440;5039=440;5038=440;100=48}
12021,11041,21,300000,{5040=480;5042=480;5041=480;100=54}
12022,11041,22,350000,{5043=520;5045=520;5044=520;100=60}
12023,11041,23,400000,{5048=560;5047=560;5046=560;100=66}
12024,11041,24,450000,{5049=600;5050=600;5051=600;100=72}
12025,11041,25,500000,{5053=640;5054=640;5052=640;100=78}
12026,11041,26,550000,{5055=680;5057=680;100=84;5056=680}
12027,11041,27,600000,{5058=720;5059=720;100=90;5060=720}
12028,11041,28,650000,{5061=760;5063=760;100=96;5062=760}
12029,11041,29,700000,{5064=800;5065=800;100=102;5066=800}
12030,11041,30,750000,{5064=840;5065=840;100=108;5066=840}
12031,11041,31,800000,{5070=880;5072=880;100=114;5071=880}
12032,11041,32,850000,{5075=920;100=120;5073=920;5074=920}
12033,11041,33,900000,{5077=960;5078=960;100=126;5076=960}
12034,11041,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
12035,11041,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
12036,11041,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
12037,11041,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
12038,11041,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
12039,11041,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
12040,11041,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
12041,11041,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
12042,11041,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
12043,11041,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
12051,11042,1,5000,{100=1}
12052,11042,2,10000,{100=1}
12053,11042,3,15000,{100=1}
12054,11042,4,20000,{5005=4;5004=4;5006=4;100=1}
12055,11042,5,25000,{5009=4;5007=4;5008=4;100=1}
12056,11042,6,30000,{5010=6;5012=6;5011=6;100=1}
12057,11042,7,35000,{5010=8;5012=8;5011=8;100=2}
12058,11042,8,40000,{5014=10;5015=10;5013=10;100=2}
12059,11042,9,50000,{5014=12;5015=12;5013=12;100=4}
12060,11042,10,60000,{5016=16;5017=16;5018=16;100=4}
12061,11042,11,80000,{5016=20;5017=20;5018=20;100=6}
12062,11042,12,100000,{5021=32;5020=32;5019=32;100=6}
12063,11042,13,120000,{5021=48;5020=48;5019=48;100=9}
12064,11042,14,140000,{5024=72;5023=72;5022=72;100=12}
12065,11042,15,160000,{5024=108;5023=108;5022=108;100=18}
12066,11042,16,180000,{5025=144;5026=144;5027=144;100=24}
12067,11042,17,200000,{5028=200;5030=200;5029=200;100=30}
12068,11042,18,220000,{5032=300;5031=300;5033=300;100=36}
12069,11042,19,240000,{5034=400;5035=400;5036=400;100=42}
12070,11042,20,260000,{5037=440;5039=440;5038=440;100=48}
12071,11042,21,300000,{5040=480;5042=480;5041=480;100=54}
12072,11042,22,350000,{5043=520;5045=520;5044=520;100=60}
12073,11042,23,400000,{5048=560;5047=560;5046=560;100=66}
12074,11042,24,450000,{5049=600;5050=600;5051=600;100=72}
12075,11042,25,500000,{5053=640;5054=640;5052=640;100=78}
12076,11042,26,550000,{5055=680;5057=680;100=84;5056=680}
12077,11042,27,600000,{5058=720;5059=720;100=90;5060=720}
12078,11042,28,650000,{5061=760;5063=760;100=96;5062=760}
12079,11042,29,700000,{5064=800;5065=800;100=102;5066=800}
12080,11042,30,750000,{5064=840;5065=840;100=108;5066=840}
12081,11042,31,800000,{5070=880;5072=880;100=114;5071=880}
12082,11042,32,850000,{5075=920;100=120;5073=920;5074=920}
12083,11042,33,900000,{5077=960;5078=960;100=126;5076=960}
12084,11042,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
12085,11042,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
12086,11042,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
12087,11042,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
12088,11042,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
12089,11042,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
12090,11042,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
12091,11042,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
12092,11042,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
12093,11042,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
12101,11043,1,5000,{100=1}
12102,11043,2,10000,{100=1}
12103,11043,3,15000,{100=1}
12104,11043,4,20000,{5005=4;5004=4;5006=4;100=1}
12105,11043,5,25000,{5009=4;5007=4;5008=4;100=1}
12106,11043,6,30000,{5010=6;5012=6;5011=6;100=1}
12107,11043,7,35000,{5010=8;5012=8;5011=8;100=2}
12108,11043,8,40000,{5014=10;5015=10;5013=10;100=2}
12109,11043,9,50000,{5014=12;5015=12;5013=12;100=4}
12110,11043,10,60000,{5016=16;5017=16;5018=16;100=4}
12111,11043,11,80000,{5016=20;5017=20;5018=20;100=6}
12112,11043,12,100000,{5021=32;5020=32;5019=32;100=6}
12113,11043,13,120000,{5021=48;5020=48;5019=48;100=9}
12114,11043,14,140000,{5024=72;5023=72;5022=72;100=12}
12115,11043,15,160000,{5024=108;5023=108;5022=108;100=18}
12116,11043,16,180000,{5025=144;5026=144;5027=144;100=24}
12117,11043,17,200000,{5028=200;5030=200;5029=200;100=30}
12118,11043,18,220000,{5032=300;5031=300;5033=300;100=36}
12119,11043,19,240000,{5034=400;5035=400;5036=400;100=42}
12120,11043,20,260000,{5037=440;5039=440;5038=440;100=48}
12121,11043,21,300000,{5040=480;5042=480;5041=480;100=54}
12122,11043,22,350000,{5043=520;5045=520;5044=520;100=60}
12123,11043,23,400000,{5048=560;5047=560;5046=560;100=66}
12124,11043,24,450000,{5049=600;5050=600;5051=600;100=72}
12125,11043,25,500000,{5053=640;5054=640;5052=640;100=78}
12126,11043,26,550000,{5055=680;5057=680;100=84;5056=680}
12127,11043,27,600000,{5058=720;5059=720;100=90;5060=720}
12128,11043,28,650000,{5061=760;5063=760;100=96;5062=760}
12129,11043,29,700000,{5064=800;5065=800;100=102;5066=800}
12130,11043,30,750000,{5064=840;5065=840;100=108;5066=840}
12131,11043,31,800000,{5070=880;5072=880;100=114;5071=880}
12132,11043,32,850000,{5075=920;100=120;5073=920;5074=920}
12133,11043,33,900000,{5077=960;5078=960;100=126;5076=960}
12134,11043,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
12135,11043,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
12136,11043,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
