变量名,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1,awakeDes1_tw,awakeDes1_en,awakeDes1_vn,awakeDes1_kr,awakeDes1_pt,awakeDes1_th,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2
15105,51,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=200;zawakeStage=408;advance=15},-1,{}
15106,51,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=10;equipAwakeSum=4},-1,{}
15107,51,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=250;zawakeStage=608;advance=16},-1,{}
15108,51,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=12;zawakeStage=708;nvalueSum=140},-1,{}
15401,54,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
15402,54,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
15403,54,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=150;zawakeStage=208;advance=14},-1,{}
15404,54,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=8;zawakeStage=308;nvalueSum=140},-1,{}
15405,54,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=200;zawakeStage=408;advance=15},-1,{}
15406,54,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=10;equipAwakeSum=4},-1,{}
15407,54,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=250;zawakeStage=608;advance=16},-1,{}
15408,54,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=12;zawakeStage=708;nvalueSum=140},-1,{}
16101,61,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
16102,61,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
16103,61,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=150;zawakeStage=208;advance=14},-1,{}
16104,61,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=8;zawakeStage=308;nvalueSum=140},-1,{}
16105,61,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=200;zawakeStage=408;advance=15},-1,{}
16106,61,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=10;equipAwakeSum=4},-1,{}
16107,61,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=250;zawakeStage=608;advance=16},-1,{}
16108,61,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=12;zawakeStage=708;nvalueSum=140},-1,{}
17101,71,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
17102,71,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
17103,71,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=150;zawakeStage=208;advance=14},-1,{}
17104,71,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=8;zawakeStage=308;nvalueSum=140},-1,{}
17105,71,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=200;zawakeStage=408;advance=15},-1,{}
17106,71,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=10;equipAwakeSum=4},-1,{}
17107,71,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=250;zawakeStage=608;advance=16},-1,{}
17108,71,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=12;zawakeStage=708;nvalueSum=140},-1,{}
18101,81,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
18102,81,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
18103,81,,3,{},0.5,小技能获得强化提升!,小技能獲得強化提升！,Minor skill has been enhanced!,Kỹ năng nhỏ đã được tăng cường!,소형 스킬이 강화되었습니다!,Habilidade menor foi aprimorada!,สกิลย่อยได้รับการเสริมพลัง!,1,-1,{star=9;goodFeel=150;zawakeStage=208;advance=14},-1,{}
18104,81,,4,{},0.5,被动技能获得强化提升!,被動技能獲得強化提升！,Passive skill has been enhanced!,Kỹ năng bị động đã được tăng cường!,패시브 스킬이 강화되었습니다!,Habilidade passiva foi fortalecida!,สกิลพาสซีฟได้รับการเสริมพลัง!,1,-1,{effort=9;equipStarSum=8;zawakeStage=308;nvalueSum=140},-1,{}
18105,81,,5,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=10;goodFeel=200;zawakeStage=408;advance=15},-1,{}
18106,81,,6,{},0.5,大招技能获得强化提升!,終極技能獲得強化提升！,Ultimate skill has been enhanced!,Kỹ năng tối thượng đã được tăng cường!,궁극 스킬이 강화되었습니다!,Habilidade suprema foi fortalecida!,สกิลอัลติเมตได้รับการเสริมพลัง!,1,-1,{effort=11;zawakeStage=508;equipStarSum=10;equipAwakeSum=4},-1,{}
18107,81,,7,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=11;goodFeel=250;zawakeStage=608;advance=16},-1,{}
18108,81,,8,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{effort=13;equipStarSum=12;zawakeStage=708;nvalueSum=140},-1,{}
19101,91,,1,{},0.5,属性获得增强,屬性獲得增強,Attribute has been enhanced,Thuộc tính đã được tăng cường,속성이 강화되었습니다,Atributo foi aprimorado,คุณสมบัติได้รับการเสริมพลัง,1,-1,{star=8;advance=13;goodFeel=100},-1,{}
19102,91,,2,{},0.5,普攻技能获得强化提升!,普攻技能獲得強化提升！,Normal skill has been enhanced!,Kỹ năng thường đã được tăng cường!,일반 스킬이 강화되었습니다!,Habilidade normal foi fortalecida!,สกิลปกติได้รับการเสริมพลัง!,1,-1,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2},-1,{}
