变量名,effectType,target,skillID,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6,effectDesc,effectDesc_tw,effectDesc_en,effectDesc_vn,effectDesc_kr,effectDesc_pt,effectDesc_th
90,1,<>,,34,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+12时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+12時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+12:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 시 활성화: 모든 포켓몬의 %s 증가#F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +12: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +12: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
91,1,<>,,14,<300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+15时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+15時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+15:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 시 활성화: 모든 포켓몬의 %s 증가#F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +15: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +15: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
92,1,<>,,11,<400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+18时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+3時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+3:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 시 활성화: 모든 포켓몬의 %s 증가#F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +3: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +3: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
93,1,<>,,12,<400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+21时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+6時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+6:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 시 활성화: 모든 포켓몬의 %s 증가#F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +6: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +6: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
94,1,<>,,32,<400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+24时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+9時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+9:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 시 활성화: 모든 포켓몬의 %s 증가#F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +9: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +9: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
95,1,<>,,34,<400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+27时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+12時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+12:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 시 활성화: 모든 포켓몬의 %s 증가#F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +12: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +12: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
96,1,<>,,14,<400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+30时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+15時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+15:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 시 활성화: 모든 포켓몬의 %s 증가#F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +15: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +15: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
97,1,<>,,32,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+35时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+9時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+9:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 시 활성화: 모든 포켓몬의 %s 증가#F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +9: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +9: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
98,1,<>,,34,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+40时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+12時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+12:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 시 활성화: 모든 포켓몬의 %s 증가#F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +12: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +12: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
99,2,<>,61507,,<>,,<>,,<>,,<>,,<>,,<>,%s,%s,%s,%s,%s,%s,%s
100,1,<>,,1,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%;15.6%;16.2%;16.8%;17.4%;18%;18.6%;19.2%;19.8%;20.4%;21%;21.9%;22.8%;23.7%;24.6%;25.5%;26.4%;27.3%;28.2%;29.1%;30%;31%;32%;33%;34%;35%;36%;37%;38%;39%;40%>,13,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%;15.6%;16.2%;16.8%;17.4%;18%;18.6%;19.2%;19.8%;20.4%;21%;21.9%;22.8%;23.7%;24.6%;25.5%;26.4%;27.3%;28.2%;29.1%;30%;31%;32%;33%;34%;35%;36%;37%;38%;39%;40%>,7,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%;15.6%;16.2%;16.8%;17.4%;18%;18.6%;19.2%;19.8%;20.4%;21%;21.9%;22.8%;23.7%;24.6%;25.5%;26.4%;27.3%;28.2%;29.1%;30%;31%;32%;33%;34%;35%;36%;37%;38%;39%;40%>,8,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%;15.6%;16.2%;16.8%;17.4%;18%;18.6%;19.2%;19.8%;20.4%;21%;21.9%;22.8%;23.7%;24.6%;25.5%;26.4%;27.3%;28.2%;29.1%;30%;31%;32%;33%;34%;35%;36%;37%;38%;39%;40%>,9,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%;15.6%;16.2%;16.8%;17.4%;18%;18.6%;19.2%;19.8%;20.4%;21%;21.9%;22.8%;23.7%;24.6%;25.5%;26.4%;27.3%;28.2%;29.1%;30%;31%;32%;33%;34%;35%;36%;37%;38%;39%;40%>,10,<0.6%;1.2%;1.8%;2.4%;3%;3.6%;4.2%;4.8%;5.4%;6%;6.9%;7.8%;8.7%;9.6%;10.5%;11.4%;12.3%;13.2%;14.1%;15%;15.6%;16.2%;16.8%;17.4%;18%;18.6%;19.2%;19.8%;20.4%;21%;21.9%;22.8%;23.7%;24.6%;25.5%;26.4%;27.3%;28.2%;29.1%;30%;31%;32%;33%;34%;35%;36%;37%;38%;39%;40%>,#C0x5B545B##F40#全体精灵基础属性提升#F50##C0x5C9970#%s,#C0x5B545B##F40#全體精靈基礎屬性提升#F50##C0x5C9970#%s,#C0x5B545B##F40#Base stats of all Pokémons increases by #F50##C0x5C9970#%s,#C0x5B545B##F40# Thuộc tính cơ bản toàn bộ Pokémon tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#모든 포켓몬의 기본 스탯 #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40#Atributos base de todos os Pokémons aumentam em #F50##C0x5C9970#%s,#C0x5B545B##F40#ค่าสถานะพื้นฐานของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
101,1,<>,,93,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+3时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+3時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+3:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +3: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +3: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
102,1,<>,,28,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+6时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+6時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+6:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +6: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +6: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
103,1,<>,,25,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+9时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+9時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+9:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +9: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +9: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
104,1,<>,,16,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+12时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+12時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+12:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +12: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +12: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
105,1,<>,,23,<500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+15时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+15時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+15:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +15: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +15: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
106,1,<>,,93,<800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+18时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+3時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+3:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +3: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +3: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
107,1,<>,,28,<800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+21时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+6時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+6:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+6 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +6: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +6: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
108,1,<>,,25,<800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+24时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+9時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+9:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+9 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +9: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +9: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
109,1,<>,,16,<800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+27时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+12時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+12:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+12 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +12: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +12: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
110,1,<>,,23,<800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800;800>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+30时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+15時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+15:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +15: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +15: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
111,1,<>,,93,<1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+35时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+3時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+3:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+3 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +3: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +3: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
112,1,<>,,23,<1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000>,,<>,,<>,,<>,,<>,,<>,#C0x5B545B##F40#+40时激活: 全体精灵%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40#+15時啟動: 全體精靈%s提升#F50##C0x5C9970#%s,#C0x5B545B##F40# Activate at+15:  All Pokémons %s increases by #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 kích hoạt: toàn bộ Pokémon %s tăng #F50##C0x5C9970#%s,#C0x5B545B##F40#+15 시 활성화: 모든 포켓몬의 %s #F50##C0x5C9970#%s#C0x5B545B##F40#증가,#C0x5B545B##F40# Ativar em +15: %s de todos os Pokémons aumenta em #F50##C0x5C9970#%s,#C0x5B545B##F40# เปิดใช้งานที่ +15: %s ของโปเกมอนทั้งหมดเพิ่มขึ้น #F50##C0x5C9970#%s
113,2,<>,61511,,<>,,<>,,<>,,<>,,<>,,<>,%s,%s,%s,%s,%s,%s,%s
