变量名,_beizhu,cardID,unitID,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,rarity,level,star,advance,skillLevels,skills,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
默认值,,0,0,"""""","""""","""""","""""","""""","""""","""""",1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;speed=31;damage=31;defence=31;specialDamage=31;specialDefence=31},TRUE,16,5,90,5,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",<cn;tw;en;vn;kr;pt;th>
ID,备注,卡牌ID,形象ID,描述,描述,描述,描述,描述,描述,描述,稀有度,等级,星级,突破阶数,技能等级,技能({skillID=skillLevel;...}),潜能等级,个体值,羁绊,饰品阶数,饰品星级,饰品等级,饰品觉醒等级,血量,物攻,特攻,物防,特防,速度,暴击等级,暴击伤害,暴击抗性,格挡等级,破格挡等级,格挡强度,伤害加成,伤害减免,大招伤害加成,大招伤害抗性,控制率,免控率,吸血率,反弹率,语言
272,,272,272,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
273,,273,273,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
281,,281,281,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
282,,282,282,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
283,,283,283,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
301,,301,301,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
302,,302,302,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
303,,303,303,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
331,,331,331,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
332,,332,332,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
333,,333,333,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
341,,341,341,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
351,,351,351,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
352,,352,352,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
371,,371,371,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
372,,372,372,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
381,,381,381,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
382,,382,382,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
391,,391,391,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
392,,392,392,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
393,,393,393,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
394,,394,394,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
401,,401,401,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
402,,402,402,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
451,,451,451,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
452,,452,452,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
461,,461,461,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
462,,462,462,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
463,,463,463,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
464,,464,464,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
471,,471,471,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
472,,472,472,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
481,,481,481,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
482,,482,482,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
491,,491,491,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
492,,492,492,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
493,,493,493,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
501,,501,501,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
502,,502,502,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
503,,503,503,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
541,,541,541,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
542,,542,542,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
551,,551,551,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
552,,552,552,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
571,,571,571,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
572,,572,572,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
574,,574,574,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
591,,591,591,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
592,,592,592,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
593,,593,593,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
601,,601,601,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
602,,602,602,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
603,,603,603,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
631,,631,632,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
641,,641,641,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
691,,691,691,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
692,,692,692,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
701,,701,701,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
711,,711,711,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
712,,712,712,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
721,,721,721,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
731,,731,731,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
741,,741,741,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
753,,753,753,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
761,,761,761,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
771,,771,771,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
