变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,sceneName_pt,sceneName_th,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag
1029,班基拉斯,班基拉斯,Tyranitar,Tyranitar,마기라스,Tyranitar,บันกิรัส,,<>,<>,config/portrait/jinglingtouxiang1/img_248_bjls@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_248_bjls@.png,{y=0;x=0},,,1,1028,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1030,雷吉洛克,雷吉洛克,Regirock,Regirock,레지락,Regirock,เรจิร็อค,,<>,<>,config/portrait/jinglingtouxiang1/img_377_ljlk@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_377_ljlk@.png,{y=0;x=0},,,1,1029,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1031,雷吉艾斯,雷吉艾斯,Regice,Regice,레지아이스,Regice,เรจิไอซ์,,<>,<>,config/portrait/jinglingtouxiang1/img_378_ljas@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_378_ljas@.png,{y=0;x=0},,,1,1030,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1032,雷吉斯奇鲁,雷吉斯奇魯,Registeel,Registeel,레지스틸,Registeel,เรจิสตีล,,<>,<>,config/portrait/jinglingtouxiang1/img_379_ljsql@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_379_ljsql@.png,{y=0;x=0},,,1,1031,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1033,大钢蛇,大鋼蛇,Steelix,Steelix,강철톤,Steelix,ฮากาเนล,,<>,<>,config/portrait/jinglingtouxiang1/img_208_dgs@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_208_dgs@.png,{y=0;x=0},,,1,1032,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1034,巨金怪,巨金怪,Metagross,Metagross,메타그로스,Metagross,เมทากรอส,,<>,<>,config/portrait/jinglingtouxiang1/img_376_jjg@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_376_jjg@.png,{y=0;x=0},,,1,1033,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1035,双斧战龙,雙斧戰龍,Haxorus,Haxorus,액스라이즈,Haxorus,โอโนโนคส์,,<>,<>,config/portrait/jinglingtouxiang1/img_612_sfzl@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_612_sfzl@.png,{y=0;x=0},,,1,1034,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1036,路卡利欧,路卡利歐,Lucario,Lucario,루카리오,Lucario,ลูคาริโอ,,<>,<>,config/portrait/jinglingtouxiang1/img_448_lklo@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_448_lklo@.png,{y=0;x=0},,,1,1035,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1037,盖欧卡,蓋歐卡,Kyogre,Kyogre,가이오가,Kyogre,ไคโอกา,,<>,<>,config/portrait/jinglingtouxiang1/img_382_gok@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_382_gok@.png,{y=0;x=0},,,1,1036,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1038,固拉多,固拉多,Groudon,Groudon,그란돈,Groudon,กราดอน,,<>,<>,config/portrait/jinglingtouxiang1/img_383_gld@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_383_gld@.png,{y=0;x=0},,,1,1037,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1039,裂空座,烈空坐,Rayquaza,Rayquaza,레쿠쟈,Rayquaza,เร็คคูซา,,<>,<>,config/portrait/jinglingtouxiang1/img_384_lkz@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_384_lkz@.png,{y=0;x=0},,,1,1038,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1040,妙蛙花(困难),妙蛙花 (困難),Venusaur (Hard),Venusaur (Khó),이상해꽃 (어려움),Venusaur (Difícil),ฟุชิกิบานะ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_3_mwh@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_grass.jpg,config/big_hero/normal/img_3_mwh@.png,{y=0;x=0},,,1,1039,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1041,喷火龙(困难),噴火龍 (困難),Charizard (Hard),Charizard (Khó),리자몽 (어려움),Charizard (Difícil),ลิซาร์ดอน (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_6_phl@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_night.jpg,config/big_hero/normal/img_6_phl@.png,{y=0;x=0},,,1,1040,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1042,水箭龟(困难),水箭龜 (困難),Blastoise (Hard),Blastoise (Khó),거북왕 (어려움),Blastoise (Difícil),คาเม็กซ์ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_9_sjg@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_9_sjg@.png,{y=0;x=0},,,1,1041,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1043,胡地(困难),胡地 (困難),Alakazam (Hard),Alakazam (Khó),후딘 (어려움),Alakazam (Difícil),ฟูดิน (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_65_hd@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_sd.jpg,config/big_hero/normal/img_65_hd@.png,{y=0;x=0},,,1,1042,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1044,妖火红狐(困难),妖火紅狐 (困難),Delphox (Hard),Delphox (Khó),마폭시 (어려움),Delphox (Difícil),มาฟ็อกซี (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_655_yhhh@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_red.jpg,config/big_hero/normal/img_655_yhhh@.png,{y=0;x=0},,,1,1043,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1045,甲贺忍蛙(困难),甲賀忍蛙 (困難),Greninja (Hard),Greninja (Khó),개굴닌자 (어려움),Greninja (Difícil),เก็คโคกะ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_658_jhrw@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_grass.jpg,config/big_hero/normal/img_658_jhrw@.png,{y=0;x=0},,,1,1044,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1046,电击魔兽(困难),電擊魔獸 (困難),Electivire (Hard),Electivire (Khó),에레키블 (어려움),Electivire (Difícil),เอเลคิเบิล (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_466_djms@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_night.jpg,config/big_hero/normal/img_466_djms@.png,{y=0;x=0},,,1,1045,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1047,耿鬼(困难),耿鬼 (困難),Gengar (Hard),Gengar (Khó),팬텀 (어려움),Gengar (Difícil),เก็งการ์ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_94_gg@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_94_gg@.png,{y=0;x=0},,,1,1046,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1048,暴鲤龙(困难),暴鯉龍 (困難),Gyarados (Hard),Gyarados (Khó),갸라도스 (어려움),Gyarados (Difícil),เกียราดอส (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_130_bll@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_sd.jpg,config/big_hero/normal/img_130_bll@.png,{y=0;x=0},,,1,1047,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1049,快龙(困难),快龍 (困難),Dragonite (Hard),Dragonite (Khó),망나뇽 (어려움),Dragonite (Difícil),ไคริว (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_149_kl@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_red.jpg,config/big_hero/normal/img_149_kl@.png,{y=0;x=0},,,1,1048,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1050,急冻鸟(困难),急凍鳥 (困難),Articuno (Hard),Articuno (Khó),프리져 (어려움),Articuno (Difícil),ฟรีเซอร์ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_144_jdn@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_grass.jpg,config/big_hero/normal/img_144_jdn@.png,{y=0;x=0},,,1,1049,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1051,闪电鸟(困难),閃電鳥 (困難),Zapdos (Hard),Zapdos (Khó),썬더 (어려움),Zapdos (Difícil),ธันเดอร์ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_145_sdn@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_night.jpg,config/big_hero/normal/img_145_sdn@.png,{y=0;x=0},,,1,1050,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1052,火焰鸟(困难),火焰鳥 (困難),Moltres (Hard),Moltres (Khó),파이어 (어려움),Moltres (Difícil),ไฟเยอร์ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_146_hyn@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_146_hyn@.png,{y=0;x=0},,,1,1051,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1053,蜥蜴王(困难),蜥蜴王 (困難),Sceptile (Hard),Sceptile (Khó),나무킹 (어려움),Sceptile (Difícil),จูไคน์ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_254_xyw@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_sd.jpg,config/big_hero/normal/img_254_xyw@.png,{y=0;x=0},,,1,1052,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1054,请假王(困难),請假王 (困難),Slaking (Hard),Slaking (Khó),게을킹 (어려움),Slaking (Difícil),เค็คคิง (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_289_qjw@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_red.jpg,config/big_hero/normal/img_289_qjw@.png,{y=0;x=0},,,1,1053,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1055,炎武王(困难),炎武王 (困難),Emboar (Hard),Emboar (Khó),염무왕 (어려움),Emboar (Difícil),เอ็นบุโอ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_500_yww@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_grass.jpg,config/big_hero/normal/img_500_yww@.png,{y=0;x=0},,,1,1054,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1056,雷公(困难),雷公 (困難),Raikou (Hard),Raikou (Khó),라이코 (어려움),Raikou (Difícil),ไรโค (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_243_lg@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_night.jpg,config/big_hero/normal/img_243_lg@.png,{y=0;x=0},,,1,1055,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1057,炎帝(困难),炎帝 (困難),Entei (Hard),Entei (Khó),앤테이 (어려움),Entei (Difícil),เอ็นเต้ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_244_yd@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_244_yd@.png,{y=0;x=0},,,1,1056,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1058,水君(困难),水君 (困難),Suicune (Hard),Suicune (Khó),스이쿤 (어려움),Suicune (Difícil),ซุยคูน (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_245_sj@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_sd.jpg,config/big_hero/normal/img_245_sj@.png,{y=0;x=0},,,1,1057,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1059,梦幻(困难),夢幻 (困難),Mew (Hard),Mew (Khó),뮤 (어려움),Mew (Difícil),มิว (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_151_mh@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_red.jpg,config/big_hero/normal/img_151_mh@.png,{y=0;x=0},,,1,1058,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1060,超梦(困难),超夢 (困難),Mewtwo (Hard),Mewtwo (Khó),뮤츠 (어려움),Mewtwo (Difícil),มิวทู (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_150_cm@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_night.jpg,config/big_hero/normal/img_150_cm@.png,{y=0;x=0},,,1,1059,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1061,自爆磁怪(困难),自爆磁怪 (困難),Magnezone (Hard),Magnezone (Khó),자포코일 (어려움),Magnezone (Difícil),จิบะคอยล์ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_462_zbcg@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_462_zbcg@.png,{y=0;x=0},,,1,1060,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1062,超甲狂犀(困难),超甲狂犀 (困難),Rhyperior (Hard),Rhyperior (Khó),거대코뿌리 (어려움),Rhyperior (Difícil),โดไซดอน (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_464_cjkx@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_sd.jpg,config/big_hero/normal/img_464_cjkx@.png,{y=0;x=0},,,1,1061,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1063,巨钳螳螂(困难),巨鉗螳螂 (困難),Scizor (Hard),Scizor (Khó),핫삼 (어려움),Scizor (Difícil),ฮัสซัม (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_212_jqtl@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_red.jpg,config/big_hero/normal/img_212_jqtl@.png,{y=0;x=0},,,1,1062,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1064,鸭嘴炎兽(困难),鴨嘴炎獸 (困難),Magmortar (Hard),Magmortar (Khó),마그마번 (어려움),Magmortar (Difícil),บูเบิร์น (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_467_yzys@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_night.jpg,config/big_hero/normal/img_467_yzys@.png,{y=0;x=0},,,1,1063,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1065,电龙(困难),電龍 (困難),Ampharos (Hard),Ampharos (Khó),전룡 (어려움),Ampharos (Difícil),เด็นริว (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_181_dl@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_181_dl@.png,{y=0;x=0},,,1,1064,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1066,赫拉克罗斯(困难),赫拉克羅斯 (困難),Heracross (Hard),Heracross (Khó),헤라크로스 (어려움),Heracross (Difícil),เฮราครอส (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_214_hlkls@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_sd.jpg,config/big_hero/normal/img_214_hlkls@.png,{y=0;x=0},,,1,1065,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1067,玛狃拉(困难),瑪狃拉 (困難),Weavile (Hard),Weavile (Khó),포푸니라 (어려움),Weavile (Difícil),มานิวลา (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_461_mnl@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_red.jpg,config/big_hero/normal/img_461_mnl@.png,{y=0;x=0},,,1,1066,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1068,黑鲁加(困难),黑魯加 (困難),Houndoom (Hard),Houndoom (Khó),헬가 (어려움),Houndoom (Difícil),เฮลการ์ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_229_hlj@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_night.jpg,config/big_hero/normal/img_229_hlj@.png,{y=0;x=0},,,1,1067,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1069,班基拉斯(困难),班基拉斯 (困難),Tyranitar (Hard),Tyranitar (Khó),마기라스 (어려움),Tyranitar (Difícil),บันกิรัส (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_248_bjls@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_248_bjls@.png,{y=0;x=0},,,1,1068,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1070,雷吉洛克(困难),雷吉洛克 (困難),Regirock (Hard),Regirock (Khó),레지락 (어려움),Regirock (Difícil),เรจิร็อค (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_377_ljlk@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_377_ljlk@.png,{y=0;x=0},,,1,1069,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1071,雷吉艾斯(困难),雷吉艾斯 (困難),Regice (Hard),Regice (Khó),레지아이스 (어려움),Regice (Difícil),เรจิไอซ์ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_378_ljas@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_378_ljas@.png,{y=0;x=0},,,1,1070,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1072,雷吉斯奇鲁(困难),雷吉斯奇魯 (困難),Registeel (Hard),Registeel (Khó),레지스틸 (어려움),Registeel (Difícil),เรจิสตีล (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_379_ljsql@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_379_ljsql@.png,{y=0;x=0},,,1,1071,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1073,大钢蛇(困难),大鋼蛇 (困難),Steelix (Hard),Steelix (Khó),강철톤 (어려움),Steelix (Difícil),ฮากาเนล (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_208_dgs@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_208_dgs@.png,{y=0;x=0},,,1,1072,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1074,巨金怪(困难),巨金怪 (困難),Metagross (Hard),Metagross (Khó),메타그로스 (어려움),Metagross (Difícil),เมทากรอส (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_376_jjg@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_376_jjg@.png,{y=0;x=0},,,1,1073,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1075,双斧战龙(困难),雙斧戰龍 (困難),Haxorus (Hard),Haxorus (Khó),액스라이즈 (어려움),Haxorus (Difícil),โอโนโนคส์ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_612_sfzl@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_612_sfzl@.png,{y=0;x=0},,,1,1074,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1076,路卡利欧(困难),路卡利歐 (困難),Lucario (Hard),Lucario (Khó),루카리오 (어려움),Lucario (Difícil),ลูคาริโอ (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_448_lklo@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_448_lklo@.png,{y=0;x=0},,,1,1075,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1077,盖欧卡(困难),蓋歐卡 (困難),Kyogre (Hard),Kyogre (Khó),가이오가 (어려움),Kyogre (Difícil),ไคโอกา (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_382_gok@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_382_gok@.png,{y=0;x=0},,,1,1076,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
1078,固拉多(困难),固拉多 (困難),Groudon (Hard),Groudon (Khó),그란돈 (어려움),Groudon (Difícil),กราดอน (ยาก),,<>,<>,config/portrait/jinglingtouxiang1/img_383_gld@.png,6,21,1,5,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_tower.jpg,config/big_hero/normal/img_383_gld@.png,{y=0;x=0},,,1,1077,<>,100,500,500,,,,3,0,0,0,{510=0;gold=iconNumLittle=0;511=0},0,,,,,,{},{},,{},{},0,{},{y=0;x=0},,,{},,FALSE,0,{}
