变量名,markID,level,addType,addScene,natureType,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
11009,111,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.40%,8,0.40%,0,,0,,0,,0,
11010,111,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
11011,111,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
11012,111,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.40%,10,0.40%,0,,0,,0,,0,
11013,111,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
12001,121,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
12002,121,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
12003,121,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
12004,121,80,2,0,8,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%
12005,121,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
12006,121,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.40%,8,0.40%,0,,0,,0,,0,
12007,121,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
12008,121,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
12009,121,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.40%,0,,0,,0,,0,,0,
12010,121,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
12011,121,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
12012,121,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.40%,8,0.40%,0,,0,,0,,0,
12013,121,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
13001,131,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
13002,131,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
13003,131,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
13004,131,80,2,0,18,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
13005,131,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
13006,131,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.50%,10,0.50%,0,,0,,0,,0,
13007,131,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
13008,131,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
13009,131,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.50%,8,0.50%,0,,0,,0,,0,
13010,131,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
13011,131,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
13012,131,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.50%,0,,0,,0,,0,,0,
13013,131,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
15001,151,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
15002,151,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
15003,151,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
15004,151,80,2,0,1,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
15005,151,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
15006,151,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.50%,10,0.50%,0,,0,,0,,0,
15007,151,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
15008,151,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
15009,151,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.50%,8,0.50%,0,,0,,0,,0,
15010,151,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
15011,151,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
15012,151,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.50%,10,0.50%,0,,0,,0,,0,
15013,151,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
16001,161,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
16002,161,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
16003,161,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
16004,161,80,2,0,8,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
16005,161,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
16006,161,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
16007,161,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
16008,161,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
16009,161,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
16010,161,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
16011,161,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
16012,161,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.60%,10,0.60%,0,,0,,0,,0,
16013,161,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
17001,171,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
17002,171,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
17003,171,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
17004,171,80,2,0,4,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%
17005,171,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
17006,171,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.40%,0,,0,,0,,0,,0,
17007,171,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
17008,171,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
17009,171,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.40%,10,0.40%,0,,0,,0,,0,
17010,171,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
17011,171,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
17012,171,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.40%,10,0.40%,0,,0,,0,,0,
17013,171,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
19001,191,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
19002,191,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
19003,191,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
19004,191,80,2,0,12,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%
19005,191,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
19006,191,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.40%,8,0.40%,0,,0,,0,,0,
19007,191,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
19008,191,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
19009,191,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.40%,0,,0,,0,,0,,0,
19010,191,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
19011,191,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
19012,191,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.40%,10,0.40%,0,,0,,0,,0,
19013,191,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
22001,221,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
22002,221,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
22003,221,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
22004,221,80,2,0,3,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
22005,221,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
22006,221,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.50%,8,0.50%,0,,0,,0,,0,
22007,221,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
22008,221,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
22009,221,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.50%,0,,0,,0,,0,,0,
22010,221,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
22011,221,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
22012,221,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.50%,8,0.50%,0,,0,,0,,0,
22013,221,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
23001,231,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
23002,231,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
23003,231,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
23004,231,80,2,0,7,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.40%,8,0.40%,1,0.40%,9,0.40%,10,0.40%,13,0.40%
23005,231,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
23006,231,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.40%,8,0.40%,0,,0,,0,,0,
23007,231,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
23008,231,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
23009,231,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.40%,0,,0,,0,,0,,0,
23010,231,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
23011,231,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
23012,231,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.40%,0,,0,,0,,0,,0,
23013,231,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
24001,241,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
24002,241,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
24003,241,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
24004,241,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
24005,241,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
24006,241,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
24007,241,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
24008,241,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
24009,241,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
24010,241,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
24011,241,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
24012,241,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
24013,241,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
25001,251,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
25002,251,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
25003,251,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
25004,251,80,2,0,2,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
25005,251,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
25006,251,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
25007,251,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
25008,251,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
25009,251,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.60%,10,0.60%,0,,0,,0,,0,
25010,251,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
25011,251,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
25012,251,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
25013,251,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
26001,261,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
26002,261,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
26003,261,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
26004,261,80,2,0,11,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
26005,261,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
26006,261,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
26007,261,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
26008,261,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
26009,261,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.60%,10,0.60%,0,,0,,0,,0,
26010,261,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
26011,261,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
26012,261,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
26013,261,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
27001,271,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
27002,271,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
27003,271,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
27004,271,80,2,0,7,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
27005,271,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
27006,271,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.50%,0,,0,,0,,0,,0,
27007,271,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
27008,271,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
