变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,na
1325,,,,,healAdd,,,1,0,101,0,<>,<>,<>,0,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
1326,超级妙蛙花,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=10;funcArgs=<<{caster=2;value=self:specialDamage()*(20+(skillLv(46) or 0)*0.2-0.2)*0.01;lifeRound=1;holder=1;cfgId=1316}>>;nodeId=1}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2011,驱散,,,,buff1,,,1,0,101,0,<>,<>,<>,0,999999,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2012,持续治疗,,,,addHP,,,2,1401,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_cxzl.png,0,buff/zhiliao/zhiliao.skel,<chixuzhiliao_loop>,{type=0},0,2,1,{'x'=0;'y'=0},FALSE,effect/zhiliaoxiaoguo.skel,zhiliao_lv,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hf.png,12,,,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2013,物防提升,,,,defence,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_wf_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wftg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2014,特防提升,,,,specialDefence,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tf_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tftg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2015,恢复,,,,addHP,,,1,0,101,0,<>,<>,<>,2,3,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,buff/zhiliao/zhiliao.skel,zhiliao_lv,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hf.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2016,伤害减免,,,,damageSub,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_shjm_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_shjmtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2611,特防降低,,,,specialDefence,,,1,1313,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tf_down.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tfjd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2612,减特攻,,,,specialDamage,,,1,1302,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tg_down.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tgjd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2613,沉默,,,,silence,,,2,24,101,0,<>,<>,<>,0,1,,TRUE,battle/buff_icon/logo_cm.png,0,buff/chenmo/chenmo.skel,<chenmo_loop>,{type=0},0,1,1,{y=-320;x=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_cm.png,12,,<0>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2614,减特攻-被动,,,,specialDamage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tg_down.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tgjd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2615,特攻提升,,,,specialDamage,,,1,1202,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tg_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
2616,生命恢复,,,,addHP,,,1,0,101,0,<>,<>,<>,1,3,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,buff/zhiliao/zhiliao.skel,zhiliao_lv,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hf.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11221,小火龙,,,,buffDamage,,,2,1500,101,0,<>,<>,<>,2,5,,TRUE,battle/buff_icon/logo_zs.png,0,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zs1.png,12,,<{damageType=1;processId=3}>,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11222,小火龙,,,,specialDamage,,,1,1202,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tg_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11223,小火龙,,,,defence,,,1,1303,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_wf_down.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wfjd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11224,小火龙,,,,specialDefence,,,1,1303,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tf_down.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tfjd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11225,小火龙,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,1,1,"<{effectFuncs=<castBuff>;triggerPoint=7;funcArgs=<<{prob=self2:hasBuffGroup(1500,1510,1520) and 1 or 0;caster=8;value=1000;lifeRound=1;holder=2;cfgId=11229}>>;nodeId=1};{effectFuncs=<castBuff;castBuff>;triggerPoint=8;funcArgs=<<{caster=2;value=0;lifeRound=1;holder=2;cfgId=11230}>;<{prob=target2:hasBuffGroup(1500,1510,1520) and self:flagZ4() and 1 or 0;caster=2;value=self:specialDamage()*0.3;lifeRound=2;holder=8;cfgId=11228}>>;nodeId=2}>",,1,1,{},TRUE,,,1,FALSE,,FALSE,,,,
11226,小火龙,,,,specialDamage,,,1,1202,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tg_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11227,小火龙,,,,speed,,,2,1211,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_sd_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_sdtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11228,小火龙,,,,buffDamage,,,2,1500,101,0,<>,<>,<>,2,5,,TRUE,battle/buff_icon/logo_zs.png,0,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zs1.png,12,,<{damageType=1;processId=3}>,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11229,小火龙,,,,specialDefenceIgnore,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11230,小火龙,,,,buff1,,,1,0,101,0,<>,<11229>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11411,超级喷火龙x,,,,buffDamage,,,2,1500,101,0,<>,<>,<>,2,5,,TRUE,battle/buff_icon/logo_zs.png,0,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zs1.png,12,,<{damageType=2;processId=15}>,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11412,超级喷火龙x,,,,damage,,,1,1202,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_wg_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11413,超级喷火龙x,,,,buffDamage,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<{damageType=0;processId=3}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11414,超级喷火龙x,,,,longhuo,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11415,超级喷火龙x,,,,damage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11416,超级喷火龙x,,,,buffDamage,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<{damageType=0;processId=3}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11417,超级喷火龙x,,,,strike,,,1,1212,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_bjl_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_bjltg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11511,超级喷火龙y,,,,buffDamage,,,2,1500,101,0,<>,<>,<>,2,5,,TRUE,battle/buff_icon/logo_zs.png,0,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zs1.png,12,,<{damageType=2;processId=15}>,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11512,超级喷火龙y,,,,specialDamage,,,1,1202,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tg_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tgtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11513,超级喷火龙y,,,,speed,,,2,1211,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_sd_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_sdtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11514,超级喷火龙y,,,,buff1,,,2,1303,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_hxys.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hxys.png,12,,,,0,0,"<{effectFuncs=<castBuff>;triggerPoint=14;funcArgs=<<{prob=target:attackerSkill():getNatureType()==2 and 1 or 0;caster=2;value=moreEqualThan(self:star(),11) and 3000 or 1500;lifeRound=1;holder=1;cfgId=11515}>>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11515,超级喷火龙y,,,,damageDeepen,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,<{triggerPoint=1;delSelfWhenTriggered=2;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11516,超级喷火龙y,,,,otherBuffEnhance,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11517,超级喷火龙y,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,"<{effectFuncs=<castBuff>;triggerPoint=3;funcArgs=<<{caster=2;value=1;lifeRound=1;holder={input=selfForce()|nodead;process=setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)};cfgId=11518}>>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
11518,超级喷火龙y,,,,buff1,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_yh.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_yh.png,12,,,,0,0,<{effectFuncs=<castBuff>;triggerPoint=8;funcArgs=<<{caster=2;value=self:specialDamage()*0.3;lifeRound=2;holder=8;cfgId=11511}>>;nodeId=1}>,,2,1,{},FALSE,,,,FALSE,,FALSE,,,,
11519,超级喷火龙y,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_zsqdtg.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zsqdtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
12711,复活,,,,reborn,,,1,0,101,0,<>,<>,<>,0,999999,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_fh.png,12,,,,0,0,<{triggerPoint=12;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=28;funcArgs=<<{bond=1;caster=2;value=0;lifeRound=99;cfgId=1020002;holder=1}>>;nodeId=1}>,,1,0,{},FALSE,,<{type=1;limit=1}>,1,FALSE,,FALSE,,,,
12712,被动生命恢复,,,,addHP,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,buff/zhiliao/zhiliao.skel,zhiliao_lv,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hf.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
12713,灼烧,,,,buffDamage,,,2,1520,101,0,<>,<>,<>,2,5,,TRUE,battle/buff_icon/logo_zs.png,0,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zs1.png,12,,<{damageType=2;processId=15}>,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
12714,灼烧恢复,,,,addHP,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,buff/zhiliao/zhiliao.skel,zhiliao_lv,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hf.png,12,,,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
12715,减物攻,,,,damage,,,1,1302,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_wg_down.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wgjd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
12716,加免伤,,,,damageSub,,,1,1223,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_shjm_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_shjmtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
12717,加暴击抗性,,,,strikeResistance,,,1,1223,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_bjkx_up.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_bjkxtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
12718,免疫异常状态,,,,buff1,,,1,0,101,0,<>,<>,<>,0,999999,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
12719,灼烧,,,,buffDamage,,,2,1520,101,0,<>,<>,<>,2,5,,TRUE,battle/buff_icon/logo_zs.png,0,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zs1.png,12,,<{damageType=2;processId=15}>,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
12720,减怒,,,,addMp1,,,2,109,101,0,<>,<>,<>,2,2,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_nqjd.png,12,,,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
12721,伤害加成,,,,damageAdd,,,2,1222,101,0,<>,<>,<>,2,2,,TRUE,battle/buff_icon/logo_shjc_down.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_shjd.png,12,,,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
21221,杰尼龟,,,,shield,,,2,11,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_hd.png,1,buff/hudun/hudun.skel,<hudun_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hd.png,12,,,,0,0,"<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=19;funcArgs=<<{prob=target:hasBuff(21228) and 1 or 0;caster=2;value=self:hpMax()*0.1;lifeRound=1;holder=1;cfgId=21229}>>;onSomeFlag=<moreThan(buff:getFinalLifeRound(),0)>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
21222,杰尼龟,,,,shield,,,2,11,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_hd.png,1,buff/hudun/hudun.skel,<hudun_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hd.png,12,,,,0,0,"<{triggerPoint=1;nodeId=0};{effectFuncs=<castBuff>;triggerPoint=19;funcArgs=<<{prob=target:hasBuff(21228) and 1 or 0;caster=2;value=self:hpMax()*0.1;lifeRound=1;holder=1;cfgId=21229}>>;onSomeFlag=<moreThan(buff:getFinalLifeRound(),0)>;nodeId=1}>",,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
21223,杰尼龟,,,,damage,,,1,1302,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_wg_down.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wgjd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
21224,杰尼龟,,,,specialDamage,,,1,1302,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tg_down.png,0,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tgjd.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
21225,杰尼龟,,,,defence,,,2,1203,102,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_wf_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_wftg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
21226,杰尼龟,,,,specialDefence,,,2,1203,102,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tf_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tftg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
21227,杰尼龟,,,,strikeResistance,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_bjkx_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_bjkxtg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
21228,杰尼龟,,,,buff1,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
21229,杰尼龟,,,,addHP,,,2,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,buff/zhiliao/zhiliao.skel,zhiliao_lv,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_hf.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
21230,杰尼龟,,,,specialDefence,,,2,1203,102,0,<>,<>,<>,1,1,,TRUE,battle/buff_icon/logo_tf_up.png,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_tftg.png,12,,,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
22711,中毒,,,,buffDamage,,,2,1501,101,0,<>,<>,<>,2,5,,TRUE,battle/buff_icon/logo_zd.png,0,buff/zhongdu/zhongdu.skel,<zhongdu_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},battle/txt/txt_zd.png,12,,<{damageType=2;processId=15}>,,0,0,<{triggerPoint=5;nodeId=0}>,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
22712,直伤,,,,buffDamage,,,1,0,101,0,<>,<>,<>,1,1,,TRUE,,1,,<effect_loop>,{type=0},0,0,1,{'x'=0;'y'=0},FALSE,,effect,0,0,,{'x'=0;'y'=0},FALSE,,,{},,12,,<{damageType=0;processId=3}>,,0,0,,,1,1,{},FALSE,,,,FALSE,,FALSE,,,,
