变量名,name,name_tw,name_en,name_vn,name_kr,languages,cardID,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,effect,sortType,sortValue
50381,大舌贝·Z觉醒碎片,大舌貝·Z招式碎片,Shellder Z-Move Shard,Mảnh Z-Move của Shellder,쉘더 Z기술 조각,<cn;tw;en;vn;th;kr>,381,config/portrait/jinglingtouxiang/img_90_dsb@.png,用于提升大舌贝的Z觉醒养成,提升大舌貝Z招式養成的工具,Tool for enhancing the Z-Move training of Shellder,쉘더의 Z기술 연마를 위한 도구,用于提升大舌贝的Z觉醒养成,提升大舌貝Z招式養成的工具,Item for powering up Shellder's Z-Move,쉘더의 Z 기술을 강화하는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be obtained by exchanging in Pokémon Z-Moves.,포켓몬 Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50391,鬼斯·Z觉醒碎片,鬼斯Z招式碎片,Gastly Z-Move Shard,Mảnh Z-Move của Gastly,고우스트 Z기술 조각,<cn;tw;en;vn;th;kr>,391,config/portrait/jinglingtouxiang/img_92_gs@.png,用于提升鬼斯的Z觉醒养成,提升耿鬼Z招式的培育,Raising a Gengar with a Z-Move,Z 기술을 가진 耿鬼 육성,用于提升鬼斯的Z觉醒养成,提升鬼斯Z招式養成的道具,Item for raising a Gastly's Z-Move power,고스의 Z 기술을 강화하는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50401,大岩蛇·Z觉醒碎片,大岩蛇Ｚ招式碎片,Graveler Z-Move Shard,Mảnh Z-Move của Rhydon,꼬마돌 Z기술 조각,<cn;tw;en;vn;th;kr>,401,config/portrait/jinglingtouxiang/img_95_dys@.png,用于提升大岩蛇的Z觉醒养成,提升大岩蛇Z招式養成的道具,Item to power up a Golem's Z-Move,망나뇽의 Z기술을 강화하는 아이템,用于提升大岩蛇的Z觉醒养成,提升大岩蛇Z招式之培育,Raising a Golem's Z-Move,고래왕의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50403,超级大钢蛇Z觉醒碎片,超級大鋼蛇Z招式碎片,Mega Steelix Z-Move Shard,Mảnh Z-Move của Mega Steelix,메가강철뱀 Z이동 조각,<cn;tw;en;vn;th;kr>,403,config/portrait/jinglingtouxiang/img_208_cjdgs@.png,用于提升超级大钢蛇Z觉醒养成,用於提升超級大鋼蛇Z招式養成,Used to enhance Mega Steelix Z-Move training.,메가강철뱀 Z이동 훈련 향상에 사용됩니다.,用于提升超级大钢蛇Z觉醒养成,提升超級大鋼蛇Z招式養成,Used to enhance Mega Steelix Z-Move cultivation,메가강철뱀 Z기술 연마 향상에 사용,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50441,椰蛋树Z觉醒碎片,椰蛋樹Z招式碎片,Exeggutor Z-Move Shard,Mảnh Z-Move của Exeggutor,나시 Z기술 조각,<cn;tw;en;vn;th;kr>,441,config/portrait/jinglingtouxiang/img_103_yds@.png,用于提升椰蛋树Z觉醒养成,提升椰蛋樹Z招式養成,Used to boost Exeggutor Z-Move development,애용구 Z이동 개발 향상에 사용됨,用于提升椰蛋树Z觉醒养成,用於提升椰蛋樹Z招式養成,For enhancing the development of Exeggutor's Z-Move,망개나무의 Z 기술 성장을 향상시키기 위해,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50451,卡拉卡拉·Z觉醒碎片,卡拉卡拉Z招式碎片,Marowak Z-Move Shard,Mảnh Z-Move của Marowak,마크탕 Z기술 조각,<cn;tw;en;vn;th;kr>,451,config/portrait/jinglingtouxiang/img_104_klkl@.png,用于提升卡拉卡拉的Z觉醒养成,提升卡拉卡拉Z招式的培育,Raising a Carracosta with a Z-Move,Z 기술을 가진 카라카라 육성,用于提升卡拉卡拉的Z觉醒养成,提升卡拉卡拉Z招式的培育,Raising a Carracosta with a Z-Move,Z기술을 가진 카라카라 육성,3,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be exchanged for in Z-Move.,Z-기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50461,无畏小子·Z觉醒碎片,無畏小子·Z招式碎片,Intrepid Boy Z-Move Shard,Mảnh Z-Move của Chàng Trai Dũng Cảm,용감한 소년 Z이동 조각,<cn;tw;en;vn;th;kr>,461,config/portrait/jinglingtouxiang/img_236_wwxz@.png,用于提升无畏小子的Z觉醒养成,用於提升無畏小子Z招式養成,Used to enhance the Z-Move training of the fearless kid.,용감한 아이의 Z 기술 훈련을 향상시키는 데 사용됩니다.,用于提升无畏小子的Z觉醒养成,用於提升無畏小子之Z招式養成,Used to enhance the Z-Move training of the fearless youngster.,용감한 소년의 Z 기술 훈련 향상에 사용됩니다.,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z-기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50471,大舌头·Z觉醒碎片,大舌頭·Z招式碎片,Lickilicky Z-Move Shard,Mảnh Z-招式 của Lickilicky,핥짝이 Z기술 조각,<cn;tw;en;vn;th;kr>,471,config/portrait/jinglingtouxiang/img_108_dst@.png,用于提升大舌头的Z觉醒养成,提升大舌頭Z招式養成的工具,Item to power up the Z-Move training of Lickilicky,핥짝이의 Z기술 훈련을 강화하는 아이템,用于提升大舌头的Z觉醒养成,提升大舌頭Z招式的培育,Raising a large tongue's Z-Move,큰혀의 Z이동 육성,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50481,瓦斯弹·Z觉醒碎片,瓦斯彈·Z招式碎片,Toxic Shard Z-Move,Mảnh Z-Chiêu Độc Khí,맹독 조각 Z기술,<cn;tw;en;vn;th;kr>,481,config/portrait/jinglingtouxiang/img_109_wsd@.png,用于提升瓦斯弹的Z觉醒养成,用於提升瓦斯彈的Z招式培育,For raising the Z-Move power of the Gas Bomb,가스볼의 Z이동을 강화하기 위해,用于提升瓦斯弹的Z觉醒养成,提升瓦斯彈Z招的培育,Raising the Z-Move power of a Gas Bomb,가스볼의 Z기술 육성,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50491,独角犀牛·Z觉醒碎片,獨角犀牛·Z招式碎片,Rhinoceros·Z-Move Shard,Tê giác một sừng·Mảnh Z-Move,라이코·Z이상의 파편,<cn;tw;en;vn;th;kr>,491,config/portrait/jinglingtouxiang/img_111_djxn@.png,用于提升独角犀牛的Z觉醒养成,提升獨角犀牛Z招式養成的工具,Tool for improving the Z-Move training of Rhinoceros,코뿔소의 Z 기술 훈련을 향상시키는 도구,用于提升独角犀牛的Z觉醒养成,提升獨角犀牛Z招式養成的工具,Tool for raising the Z-Move power of Rhyhorn,코뿌리 Z 기술 육성을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50501,小福蛋·Z觉醒碎片,小福蛋 Z 絕招碎片,Togepi Z-Move Shard,Mảnh Z-Move của Togepi,토게피 Z기술 조각,<cn;tw;en;vn;th;kr>,491,config/portrait/jinglingtouxiang/img_440_xfd@.png,用于提升小福蛋的Z觉醒养成,用於提升小福蛋的Z招式養成,For raising the Z-Move of Happiny,해피니의 Z 기술 육성을 위한,用于提升小福蛋的Z觉醒养成,提升皮卡丘Z招式的培育,Raising Pikachu's Z-Move,피카츄의 Z이상 기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50541,角金鱼·Z觉醒碎片,角金魚·Z招式碎片,Sharpedo Z-Move Shard,Mảnh Z-Move của Cá Mập Sừng,샤크니아 Z이벨 조각,<cn;tw;en;vn;th;kr>,541,config/portrait/jinglingtouxiang/img_118_jjy@.png,用于提升角金鱼的Z觉醒养成,提升角金魚Z招式養成的工具,Tool for raising the Z-Move level of Corsola,코산호의 Z기술 레벨을 올리는 도구,用于提升角金鱼的Z觉醒养成,提升角金魚Z招式養成的工具,Tool for raising the Z-Move of a horned goldfish.,뿔붕어의 Z 기술 육성을 위한 도구,3,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z-기술에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
50551,海星星·Z觉醒碎片,海星星Z招式碎片,Staryu Z-Move Shard,Mảnh Z-Move của Staryu,별가사리 Z이동 조각,<cn;tw;en;vn;th;kr>,551,config/portrait/jinglingtouxiang/img_120_hxx@.png,用于提升海星星的Z觉醒养成,提升海星星Z招式的培育,Raising a Staryu's Z-Move,스타리아의 Z이동 육성,用于提升海星星的Z觉醒养成,提升海星星Z招式的培育,Raising a Starmie with a Z-Move,Z 기술을 가진 푸푸린 육성,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50561,魔墙人偶Z觉醒碎片,魔牆人偶Z招式碎片,Magearna Z-Move Shard,Mảnh Z-Move của Magearna,마기아나 Z이벤트 조각,<cn;tw;en;vn;th;kr>,561,config/portrait/jinglingtouxiang/img_122_mqro@.png,用于提升魔墙人偶Z觉醒养成,用於提升魔牆人偶Z招式養成,Used to enhance Magiana Z-Move development,마기아나 Z기술 개발 향상에 사용됩니다.,用于提升魔墙人偶Z觉醒养成,用於提升魔牆人偶Z招式養成,Used to enhance the Magiana Z-Move growth,마기아나 Z이상의 성장을 향상시키는 데 사용됩니다.,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50571,飞天螳螂·Z觉醒碎片,巨鉗螳螂·Z招式碎片,Scyther Z-Move Shard,Mạn Trinh Z-Move Shard,레디안 Z이펙트 조각,<cn;tw;en;vn;th;kr>,571,config/portrait/jinglingtouxiang/img_123_fttl@.png,用于提升飞天螳螂的Z觉醒养成,提升巨鉗螳螂Z招式養成的工具,Tool for raising Scizor's Z-Move,킬라우프의 Z 기술 육성을 위한 도구,用于提升飞天螳螂的Z觉醒养成,提升飛天螳螂Z招式養成的工具,Tools for raising a Scizor's Z-Move,킬가르데의 Z기술 육성을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50591,电击怪·Z觉醒碎片,電擊怪 Z 覺醒碎片,Pikachu Z-Move Shard,Mảnh Z-Move của Pikachu,피카츄 Z 기술 조각,<cn;tw;en;vn;th;kr>,591,config/portrait/jinglingtouxiang/img_239_djg@.png,用于提升电击怪的Z觉醒养成,提升電擊怪Z招式養成的使用方法,Training method for raising a Pikachu's Z-Move,피카츄의 Z 기술 육성 방법,用于提升电击怪的Z觉醒养成,提升電擊怪Z招式養成的工具,Tool for raising the Electric-type Pokémon's Z-Move power.,전기 타입 포켓몬의 Z기술을 강화하는 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50601,鸭嘴宝宝·Z觉醒碎片,鴨嘴寶寶·Z招式碎片,Psyduck Z-Move Shard,Mảnh Z-Move của Psyduck,푸린 Z기술 조각,<cn;tw;en;vn;th;kr>,601,config/portrait/jinglingtouxiang/img_240_yzbb@.png,用于提升鸭嘴宝宝的Z觉醒养成,提升小鴨嘴龍Z招式養成的工具,Tool for raising a Psyduck's Z-Move,고라파덕의 Z 기술 육성을 위한 도구,用于提升鸭嘴宝宝的Z觉醒养成,提升妙蛙種子Z招的培育,Raising a Pokémon's Z-Move,이상해씨의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50611,凯罗斯·Z觉醒碎片,凱羅斯Z招式碎片,Mega Evolution Shard,Mảnh ghép Siêu Tiến Hóa,메가진화 조각,<cn;tw;en;vn;th;kr>,611,config/portrait/jinglingtouxiang/img_127_kls@.png,用于提升凯罗斯的Z觉醒养成,提升凱羅斯Z招式的培育,Raising Kairos's Z-Move,카이로스의 Z이벨 육성,用于提升凯罗斯的Z觉醒养成,提升凱羅斯Z招式養成的工具,Item to power up the development of a Krookodile Z-Move.,강철조 Z이동의 성장을 강화하는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50631,暴鲤龙·Z觉醒碎片,暴鯉龍 Z 覺醒碎片,Gyarados Z-Move Shard,Mảnh Z-Move của Gyarados,갸라도스 Z이벨 샤드,<cn;tw;en;vn;th;kr>,631,config/portrait/jinglingtouxiang/img_130_bll@.png,用于提升暴鲤龙的Z觉醒养成,提升暴鯉龍Z招式養成的工具,Tool for raising Gyarados's Z-Move,갸라도스의 Z기술 육성을 위한 도구,用于提升暴鲤龙的Z觉醒养成,提升暴鯉龍Z招式養成的工具,Tool for raising the Gyarados' Z-Move power,갸라도스의 Z기술 육성을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50632,超级暴鲤龙Z觉醒碎片,超級暴鯉龍Z招式碎片,Mega Gyarados Z-Move Shard,Mảnh Z-Move của Mega Gyarados,메가 갸라도스 Z이벤트 조각,<cn;tw;en;vn;th;kr>,632,config/portrait/jinglingtouxiang/img_130_cjbll@.png,用于提升超级暴鲤龙Z觉醒养成,用於提升超級暴鯉龍Z招式養成,Used to enhance Mega Gyarados Z-Move training.,메가가메노데스의 Z기술 연마에 사용됩니다.,用于提升超级暴鲤龙Z觉醒养成,用於提升超級暴鯉龍Z招式養成,Used to enhance Mega Gyarados Z-Move development,메가 갸라도스 Z 기술 육성에 사용됩니다.,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
50641,拉普拉斯·Z觉醒碎片,拉普拉斯Z招式碎片,Lapras Z-Move Shard,Mảnh Z-Move của Lapras,라프라스 Z기술 조각,<cn;tw;en;vn;th;kr>,641,config/portrait/jinglingtouxiang/img_131_lpls@.png,用于提升拉普拉斯的Z觉醒养成,提升拉普拉斯Z招式的培育,Raising Lapras's Z-Move,라프라스의 Z기술 육성,用于提升拉普拉斯的Z觉醒养成,提升拉普拉斯Z招式的培育,Raising Lapras's Z-Move,라프라스의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50691,化石盔·Z觉醒碎片,化石盔·Z招式碎片,Fossil盔 Z-Move Shard,Mảnh Z-Move của Khủng long Hóa thạch,화석盔 Z이동 조각,<cn;tw;en;vn;th;kr>,691,config/portrait/jinglingtouxiang/img_140_hsk@.png,用于提升化石盔的Z觉醒养成,提升化石盔Z招式的培育,Raising Fossil Pokémon's Z-Move,화석포켓몬의 Z이브이 진화 육성,用于提升化石盔的Z觉醒养成,提升化石盔Z招式養成的工具,Tool for raising Fossil Pokémon's Z-Move power,화석포켓몬의 Z기술을 강화하는 도구,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50701,化石翼龙·Z觉醒碎片,化石翼龍·Z招式碎片,Fossil Pokémon Z-Move Shard,Mảnh Z-Move của Aerodactyl Hóa Thạch,화석 포켓몬 Z기술 조각,<cn;tw;en;vn;th;kr>,701,config/portrait/jinglingtouxiang/img_142_hsyl@.png,用于提升化石翼龙的Z觉醒养成,提升化石翼龍Z招式養成的工具,Tool for enhancing the Fossil Pokémon's Z-Move cultivation,화석 포켓몬의 Z 기술 육성을 위한 도구,用于提升化石翼龙的Z觉醒养成,提升化石翼龍Z招式養成的工具,Item to boost the Fossil Pokémon's Z-Move training,화석 포켓몬의 Z 기술 훈련을 향상시키는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z-무브에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
50711,小卡比兽·Z觉醒碎片,卡比獸Z招式碎片,Snorlax Z-Move Shard,Mảnh Z-Move của Snorlax,망나뇽 Z이동 조각,<cn;tw;en;vn;th;kr>,711,config/portrait/jinglingtouxiang/img_446_xkbs@.png,用于提升小卡比兽的Z觉醒养成,提升小卡比獸Z招式養成,Raising a Z-Move for Togepi,토게피의 Z기술 육성,用于提升小卡比兽的Z觉醒养成,提升卡比獸Z招式養成的工具,Tool for raising a Munchlax's Z-Move,망나뇽의 Z기술 육성을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
50721,急冻鸟·Z觉醒碎片,急凍鳥·Z招式碎片,Articuno Z-Move Shard,Mảnh Z-Move của Articuno,Articuno Z이벤트 조각,<cn;tw;en;vn;th;kr>,721,config/portrait/jinglingtouxiang/img_144_jdn@.png,用于提升急冻鸟的Z觉醒养成,提升急凍鳥Z招式養成的工具,Tool for raising Articuno's Z-Move power.,Articuno의 Z 기술을 강화하는 도구,用于提升急冻鸟的Z觉醒养成,用於提升急凍鳥的Z招式養成,For raising the Ice Bird's Z-Move,얼음귀신의 Z이동 레벨을 올리기 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
50731,闪电鸟·Z觉醒碎片,閃電鳥·Z招式碎片,Raikou Z-Move Shard,Mảnh Z-Move của Raikou,라이코 Z기술 조각,<cn;tw;en;vn;th;kr>,731,config/portrait/jinglingtouxiang/img_145_sdn@.png,用于提升闪电鸟的Z觉醒养成,提升閃電鳥Z招式養成的工具,Item to power up Zapdos's Z-Move training,썬더볼트의 Z기술 훈련을 강화하는 아이템,用于提升闪电鸟的Z觉醒养成,提升閃電鳥Z招式養成的工具,Tool for raising the Lightning Bird's Z-Move,썬더볼트의 Z기술 육성을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
