变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,_beizhu,type,activeType,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
3005,速度强化,速度強化,Speed Enhancement,Tăng cường tốc độ,속도 강화,Aprimoramento de Velocidade,เพิ่มความเร็ว,,1,1,该玩法内己方全体速度提升5%,此玩法中我方全體速度提升5%。,"In this gameplay, all allies' speed is increased by 5%.","Trong chế độ chơi này, tốc độ của tất cả đồng minh tăng 5%.",이 게임 플레이에서 아군 전체의 속도가 5% 증가합니다.,"Neste modo de jogo, a velocidade de todos os aliados aumenta em 5%.",ในโหมดการเล่นนี้ ความเร็วของฝ่ายฉันทั้งหมดจะเพิ่มขึ้น 5%,1,3,{13=500},3,<>,<>,0,0,999,50,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
3006,回怒强化,回怒強化,Rage Enhancement,Tăng cường giận dữ,분노 강화,Aprimoramento da Fúria,เพิ่มพลังความแค้น,,1,1,该玩法内己方全体回怒速度提升5%,在此玩法中，我方全體怒氣恢復速度提升 5%。,"In this gameplay, the rage recovery speed of all allies is increased by 5%.","Trong chế độ chơi này, tốc độ hồi phục nội năng của toàn bộ đồng minh tăng 5%.",이 게임 플레이에서 아군 전체의 분노 회복 속도가 5% 증가합니다.,"Neste modo de jogo, a velocidade de recuperação de fúria de todos os aliados é aumentada em 5%.",ในโหมดการเล่นนี้ ความเร็วการฟื้นฟูพลังโกรธของฝ่ายเราทั้งหมดเพิ่มขึ้น 5%,1,3,{5=500},3,<>,<>,0,0,999,50,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
3007,控制强化(强),控制強化（強）,Control Enhancement (Strong),Tăng cường Kiểm soát (Mạnh),제어 강화 (강),Aprimoramento de Controle (Forte),การเสริมพลังการควบคุม (แข็งแกร่ง),,1,1,该玩法内己方全体控制率提升15%,此玩法中我方全體控制率提升15％,"In this gameplay, the control rate of all allies is increased by 15%","Trong chế độ chơi này, tỷ lệ khống chế của toàn bộ đồng minh tăng 15%",이 게임 플레이에서 아군 전체의 제어율이 15% 증가합니다.,"Neste modo de jogo, a taxa de controle de todos os aliados aumenta em 15%",ในโหมดการเล่นนี้ อัตราการควบคุมของฝ่ายตัวเองทั้งหมดเพิ่มขึ้น 15%,2,4,{90=1500},3,<>,<>,0,0,999,30,0,activity/brave_challenge/xz_icon/icon_yztz_kz.png
3008,反弹强化(强),反彈強化(強),Reflect Enhancement (Strong),Tăng cường phản xạ (Mạnh),반사 강화(강),Reforço de Reflexo (Forte),การเสริมพลังสะท้อน (แข็งแกร่ง),,1,1,该玩法内己方全体反弹率提升20%,此玩法中我方全體反彈率提升20%,"In this gameplay, the reflection rate of all allies is increased by 20%","Trong chế độ chơi này, tỷ lệ phản xạ của toàn bộ đồng minh tăng 20%",이 게임 플레이에서 아군 전체의 반사율이 20% 증가합니다.,"Neste modo de jogo, a taxa de reflexão de todos os aliados aumenta em 20%",ในโหมดการเล่นนี้ อัตราการสะท้อนของฝ่ายเราทั้งหมดเพิ่มขึ้น 20%,2,4,{27=2000},3,<>,<>,0,0,999,30,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
3009,吸血强化(强),吸血強化(強),Lifesteal Enhancement (Strong),Tăng cường hút máu (Mạnh),흡혈 강화(강),Aprimoramento de Roubo de Vida (Forte),เพิ่มพลังดูดเลือด (แข็งแกร่ง),,1,1,该玩法内己方全体吸血率提升20%,此玩法中我方全體吸血率提升20%,"In this gameplay, the lifesteal rate of all allies is increased by 20%.","Trong chế độ chơi này, tỷ lệ hút máu của toàn bộ đồng minh tăng 20%.",이 게임 플레이에서 아군 전체의 흡혈률이 20% 증가합니다.,"Neste modo de jogo, a taxa de roubo de vida de todos os aliados é aumentada em 20%.",ในโหมดการเล่นนี้ อัตราการดูดเลือดของฝ่ายเราทั้งหมดเพิ่มขึ้น 20%,2,4,{26=2000},3,<>,<>,0,0,999,30,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
3010,治疗强化(强),治療強化(強),Healing Enhancement (Strong),Tăng cường hồi phục (Mạnh),회복 강화(강),Reforço de Cura (Forte),การเสริมพลังการรักษา (แข็งแกร่ง),,1,1,该玩法内己方全体治疗效果提升40%,此玩法中我方全體治療效果提升40%,"In this gameplay, the healing effect for all allies is increased by 40%","Trong chế độ chơi này, hiệu ứng hồi máu cho tất cả đồng minh tăng 40%",이 게임 플레이에서 모든 아군의 치유 효과가 40% 증가합니다.,"Neste modo de jogo, o efeito de cura para todos os aliados é aumentado em 40%",ในโหมดการเล่นนี้ เอฟเฟกต์การรักษาของฝ่ายฉันทั้งหมดเพิ่มขึ้น 40%,2,4,{28=4000},3,<>,<>,0,0,999,30,0,activity/brave_challenge/xz_icon/icon_yztz_jx.png
3011,速度强化(强),速度強化(強),Speed Enhancement (Strong),Tăng cường tốc độ (Mạnh),속도 강화(강),Aprimoramento de Velocidade (Forte),เพิ่มความเร็ว (สูง),,1,1,该玩法内己方全体速度提升25%,此玩法中我方全體速度提升25%,"In this gameplay, all ally units' speed is increased by 25%","Trong chế độ chơi này, tốc độ của toàn bộ đồng minh được tăng 25%",이 게임 플레이에서 아군 전체의 속도가 25% 증가합니다.,"Neste modo de jogo, a velocidade de todas as unidades aliadas aumenta em 25%",ในโหมดการเล่นนี้ ความเร็วของฝ่ายเราทั้งหมดเพิ่มขึ้น 25%,2,4,{13=25%},3,<>,<>,0,0,999,30,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
3012,回怒强化(强),回怒強化(強),Rage Enhancement (Strong),Tăng cường Phẫn nộ (Mạnh),분노 강화(강),Aprimoramento da Fúria (Forte),การเพิ่มพลังความเดือดดาล (แข็งแกร่ง),,1,1,该玩法内己方全体回怒速度提升30%,此玩法中我方全體怒氣速度提升30%,"In this gameplay, the rage generation speed of all allies is increased by 30%.","Trong chế độ chơi này, tốc độ tích lũy nội năng của toàn bộ đồng minh tăng 30%.",이 게임 플레이에서 아군 전체의 분노 생성 속도가 30% 증가합니다.,"Neste modo de jogo, a velocidade de geração de fúria de todos os aliados é aumentada em 30%.",ในรูปแบบการเล่นนี้ ความเร็วในการสร้างพลังโกรธของฝ่ายเราทั้งหมดเพิ่มขึ้น 30%,2,4,{5=3000},3,<>,<>,0,0,999,30,0,activity/brave_challenge/xz_icon/icon_yztz_fz.png
4001,攻击通用,攻擊通用,General Attack,Tấn công chung,일반 공격,Ataque Geral,การโจมตีทั่วไป,,2,1,每次攻击前有30%概率使自身暴击率加倍1回合,每次攻擊前有30%概率使自身暴擊率加倍1回合,"Before each attack, there is a 30% chance to double the self critical hit rate for 1 turn.","Trước mỗi đòn tấn công, có 30% xác suất làm tăng gấp đôi tỷ lệ chí mạng của bản thân trong 1 lượt.",각 공격 전에 30% 확률로 자신 치명타 확률이 1턴 동안 2배 증가합니다.,"Antes de cada ataque, há 30% de chance de dobrar a taxa de acerto crítico própria por 1 turno.",ก่อนการโจมตีแต่ละครั้ง มีโอกาส 30% ที่จะทำให้ค่าคริติคอลของตัวเองเพิ่มขึ้นเป็นสองเท่า 1 เทิร์น,1,101,{},3,<4001001>,<>,0,0,999,50,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
4002,攻击通用,攻擊通用,General Attack,Tấn công chung,일반 공격,Ataque Geral,การโจมตีทั่วไป,,2,1,全队第一个行动的目标额外提升20%双攻,全隊第一個行動的目標額外提升20%雙攻,The first ally to act in the team gets an additional 20% increase to P.ATK and SP.ATK.,Mục tiêu hành động đầu tiên của toàn đội nhận thêm 20% tăng P.ATK và SP.ATK.,팀에서 가장 먼저 행동하는 아군의 목표는 P.ATK와 SP.ATK가 20% 추가로 증가합니다.,O primeiro aliado a agir na equipe recebe um aumento adicional de 20% em P.ATK e SP.ATK.,เป้าหมายที่ลงมือทำก่อนในทีมจะได้รับการเพิ่มพลังโจมตี P.ATK และ SP.ATK เพิ่มขึ้นอีก 20%,1,101,{},3,<4001002>,<>,0,0,999,50,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
4003,攻击通用,攻擊通用,General Attack,Tấn công chung,일반 공격,Ataque Geral,การโจมตีทั่วไป,,2,1,每个大回合首个释放必杀技的己方精灵临时提升20%必杀伤害,每個大回合首個釋放必殺技的己方精靈臨時提升20%必殺傷害,The first ally Pokémon to unleash an ultimate skill in each large turn temporarily increases their ultimate skill damage by 20%.,Pokémon đồng minh đầu tiên sử dụng chiêu cuối trong mỗi lượt lớn sẽ tạm thời tăng sát thương chiêu cuối lên 20%.,각 대턴마다 필살기를 가장 먼저 사용하는 아군 포켓몬의 필살기 데미지가 일시적으로 20% 증가합니다.,O primeiro Pokémon aliado a liberar uma habilidade definitiva em cada grande turno aumenta temporariamente o dano da habilidade definitiva em 20%.,โปเกมอนฝ่ายฉันที่ใช้ท่าไม้ตายเป็นตัวแรกในแต่ละเทิร์นใหญ่ จะได้รับการเพิ่มพลังโจมตีท่าไม้ตายชั่วคราว 20%,1,101,{},3,<4001003>,<>,0,0,999,50,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
4004,攻击通用,攻擊通用,General Attack,Tấn công chung,일반 공격,Ataque Geral,การโจมตีทั่วไป,,2,1,每个大回合结束对敌方随机单位造成己方双攻最高精灵30%双攻之和的真实伤害,每回合結束時，對敵方隨機單體造成我方雙攻最高精靈30%雙攻總和的真實傷害。,"At the end of each round, deal true damage to a random enemy unit equal to 30% of the sum of the highest ally's P.ATK and SP.ATK.","Cuối mỗi lượt, gây sát thương thật lên một mục tiêu ngẫu nhiên của đối phương bằng 30% tổng cộng chỉ số P.ATK và SP.ATK của Pokémon đồng minh có chỉ số cao nhất.","매 라운드 종료 시, 적군의 무작위 단일 유닛에게 아군 중 가장 높은 P.ATK와 SP.ATK를 가진 포켓몬의 합산 공격력의 30%에 해당하는 실질 피해를 입힙니다.","No final de cada rodada, cause dano verdadeiro a uma unidade inimiga aleatória equivalente a 30% da soma do P.ATK e SP.ATK do aliado com os maiores valores de ataque.",เมื่อสิ้นสุดแต่ละเทิร์น ให้ความเสียหายจริงกับหน่วยศัตรูแบบสุ่มเป้าหมายเดียว เท่ากับ 30% ของผลรวมค่า P.ATK และ SP.ATK สูงสุดของฝ่ายเรา,1,101,{},3,<4001004>,<>,0,0,999,50,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
4005,攻击通用(强),攻擊通用（強）,Attack General (Strong),Tấn công chung (Mạnh),공격 일반 (강),Ataque Geral (Forte),การโจมตีทั่วไป (แข็งแกร่ง),,2,1,自身血量比例越低伤害越高，最高提升20%,自身血量比例越低，傷害越高，最高提升20%。,"The lower the percentage of Self's HP, the higher the damage, up to a maximum increase of 20%.","Tỷ lệ máu của bản thân càng thấp thì sát thương càng cao, tối đa tăng 20%.","자신의 체력 비율이 낮을수록 피해량이 증가하며, 최대 20%까지 증가합니다.","Quanto menor a porcentagem de HP próprio, maior o dano, com um aumento máximo de 20%.",ยิ่งเปอร์เซ็นต์ HP ของตัวเองต่ำลง ความเสียหายก็จะยิ่งสูงขึ้น โดยสูงสุดเพิ่มขึ้น 20%,2,1001,{},3,<4001005>,<>,0,0,999,30,0,activity/brave_challenge/xz_icon/icon_yztz_gj.png
