变量名,_beizhu,cardID,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc1_tw,unlockdesc1_en,unlockdesc1_vn,unlockdesc1_kr,unlockdesc1_pt,unlockdesc1_th,unlockdesc2,unlockdesc2_tw,unlockdesc2_en,unlockdesc2_vn,unlockdesc2_kr,unlockdesc2_pt,unlockdesc2_th,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
12361,,2361,帕路奇亚,帕路奇亞,Palkia,Palkia,팰키아,Palkia,พาลเกีย,2,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,玩法周期内累计招募1次帕路奇亚卡后解锁,玩法周期內累計招募1次帕路奇亞卡後解鎖,Unlock after recruiting 1 Palkias card cumulatively during the gameplay cycle.,Mở khóa sau khi chiêu mộ 1 thẻ Palkias tích lũy trong chu kỳ chơi.,게임 플레이 주기 동안 누적하여 파루키아 카드를 1회 모집한 후 잠금 해제,Desbloquear após recrutar 1 carta Palkias cumulativamente durante o ciclo de jogo.,ปลดล็อกหลังจากสรรหาการ์ดพาลเควีย 1 ใบสะสมในรอบการเล่น,恭喜解锁帕路奇亚，你已经超过60%的玩家,恭喜解鎖帕路奇亞，你已經超過60%的玩家！,Congratulations on unlocking Dialga! You've surpassed 60% of players.,Chúc mừng đã mở khóa Dialga! Bạn đã vượt qua 60% người chơi.,디아루가 잠금 해제 축하합니다! 60% 이상의 플레이어를 능가했습니다.,Parabéns por desbloquear Dialga! Você superou 60% dos jogadores.,ขอแสดงความยินดีที่ปลดล็อกไดอัลก้า! คุณได้แซงหน้าผู้เล่นไปแล้วกว่า 60% ,1,22361,1,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,140%,140%,140%,140%,140%,140%,,,,,,,1000,1000,500,500,,,,,<cn>
12441,,2441,谢米,謝米,Xiemi,Xiemi,셰미,Xiemi,เซี่ยมี,2,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,玩法周期内累计认输12次后解锁,玩法週期內累計認輸12次後解鎖,Unlocks after accumulating 12 forfeits within the gameplay cycle.,Mở khóa sau khi tích lũy 12 lần thua cuộc trong chu kỳ chơi.,게임 플레이 주기 내에 12회 포기 누적 시 해제됩니다.,Desbloqueia após acumular 12 desistências dentro do ciclo de jogo.,ปลดล็อคหลังจากสะสมการยอมแพ้ 12 ครั้งภายในรอบการเล่น,恭喜解锁谢米，你已经超过50%的玩家,恭喜解鎖謝米，你已經超過50%的玩家！,Congratulations on unlocking Shaymin! You've surpassed 50% of players.,Chúc mừng đã mở khóa Shaymin! Bạn đã vượt qua 50% người chơi.,샤이니를 해금했습니다! 50% 이상의 플레이어를 능가했습니다.,Parabéns por desbloquear Shaymin! Você superou 50% dos jogadores.,ขอแสดงความยินดีที่ปลดล็อกเชมิ! คุณทำได้ดีกว่าผู้เล่น 50% แล้ว,2,12,1,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,160%,160%,160%,160%,160%,160%,,,,,,,1500,1500,500,500,,,,,<cn>
12473,,2473,君主蛇,君主蛇,Monarch Snake,Rắn Monarch,모나크 뱀,Cobra Monarca,งูโมนาร์ช,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
12483,,2483,炎武王,炎武王,Yan Wu Wang,Yan Vũ Vương,염무왕,Yan Wu Wang,หยานอู่หวัง,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
13021,,3021,几何雪花,幾何雪花,Geometric Snowflake,Bông Tuyết Hình Học,기하학적 눈송이,Floco de Neve Geométrico,เกล็ดหิมะเรขาคณิต,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
13152,,3152,火神蛾,火神蛾,Fire God Moth,Ngài lửa thần,화신나방,Traça Deus do Fogo,ผีเสื้อกลางคืนเทพแห่งไฟ,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
13283,,3283,布里卡隆,布里卡隆,Brikaron,Brikaron,브리카론,Brikaron,บริคาลอน,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
13293,,3293,妖火红狐,妖火紅狐,Demon Fire Red Fox,Hỏa Hồ Yêu Quái,요화 홍호,Raposa de Fogo Demoníaco,จิ้งจอกไฟปีศาจ,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
13303,,3303,甲贺忍蛙,甲賀忍蛙,Koga Ninja Frog,Ninja ếch Koga,코가 닌자 개구리,Sapo Ninja Koga,โคกะนินจาคางคก,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
13353,,3353,花洁夫人,花潔夫人,Madam Hua Jie,Bà Hoa Kiệt,화지에 부인,Sra. Hua Jie,คุณหนูหัวเจี๋ย,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
13413,,3413,坚盾剑怪·盾牌,堅盾劍怪・盾牌,堅盾劍怪・Shield,Quái vật Kiếm khiên cứng cáp・Khiên,견고한 방패 검괴・방패,Monstro Espada-Escudo Resistente・Escudo,สัตว์ประหลาดดาบโล่แข็งแกร่ง・โล่,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
13502,,3502,冰雪巨龙,冰雪巨龍,Ice Dragon,Rồng băng,빙설용,Dragão de gelo,มังกรน้ำแข็ง,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
13663,,3663,狙射树枭,狙射樹梟,Sharpshooting Tree Owl,Cú bắn tỉa trên cây,저격수 나무 올빼미,Coruja de Tiro de Precisão,นกฮูกมือแม่นปืน,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
13772,,3772,超坏星,超壞星,Supernova,Siêu tân tinh,초신성,Supernova,ซูเปอร์โนวา,1,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,,,,,,,,,,,,,,,,,,,,,<cn>
20004,,4,超级妙蛙花,超級妙蛙花,Mega Venusaur,Mega Venusaur,메가 이상해꽃,Mega Venusaur,เมก้าเวนุซอร์,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20014,,14,超级喷火龙X,超級噴火龍X,Mega Charizard X,Mega Charizard X,메가 리자몽X,Mega Charizard X,เมก้า Charizard X,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20015,,15,超级喷火龙Y,超級噴火龍Y,Mega Charizard Y,Mega Charizard Y,메가 리자몽Y,Mega Charizard Y,เมก้า แชริซาร์ด Y,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20024,,24,超级水箭龟,超級水箭龜,Blastoise,Blastoise,거북왕,Blastoise,บลัสทอยส์,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20053,,53,大比鸟,大比鳥,Great Jagras,Great Jagras,그레이트 야그라스,Great Jagras,เกรท ยาเกรส,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20093,,93,雷丘,雷丘,Raichu,Raichu,라이츄,Raichu,ไลชู,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20133,,133,皮可西,皮可西,Pikachu,Pikachu,피카츄,Pikachu,พิกาจู,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20153,,153,胖可丁,胖可丁,Porygon,Porygon,포리곤,Porygon,พอริกอน,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20163,,163,叉字蝠,叉字蝠,Golbat,Golbat,골뱃,Golbat,กลแบต,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20264,,264,超级胡地,超能妙蛙,Super Alakazam,Alakazam Siêu Cấp,초능력 에스퍼,Alakazam Super,เอสเปอร์สุดยอด,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20273,,273,怪力,怪力,Super strength,Sức mạnh siêu phàm,엄청난 힘,Força sobre-humana,พละกำลังมหาศาล,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20283,,283,大食花,大食花,Venus flytrap,Bẫy ruồi Venus,파리지옥,Dioneia,ต้นกาบหอยแครง,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20303,,303,隆隆岩,隆隆岩,Rumbling Rock,Đá Rumbling,럼블링 록,Rocha Trovejante,รัมเบิลลิ่งร็อค,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20393,,393,耿鬼,耿鬼,Gengar,Gengar,耿鬼,Gengar,耿鬼,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20394,,394,超级耿鬼,超級耿鬼,Mega Gengar,Mega Gengar,메가 耿鬼,Mega Gengar,เมกะแก็งการ์,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20493,,493,超甲狂犀,超甲狂犀,Super Armored Rhinoceros,Tê giác siêu giáp,초강력 장갑 코뿔소,Rinoceronte Superblindado,แรดเกราะเหนือ,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20603,,603,鸭嘴炎兽,鴨嘴炎獸,Duckbill Flame Beast,Thú lửa mỏ vịt,오리주둥이 불 짐승,Besta de Fogo Bico de Pato,สัตว์ร้ายไฟปากเป็ด,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20721,,721,急冻鸟,急凍鳥,Articuno,Articuno,Articuno,Articuno,Articuno,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20731,,731,闪电鸟,閃電鳥,Zapdos,Zapdos,썬더볼트,Zapdos,แซปโดส,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20741,,741,火焰鸟,火焰鳥,Firebird,Chim lửa,불새,Ave de Fogo,นกไฟ,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20753,,753,快龙,快龍,Dragonite,Dragonite,망나뇽,Dragonair,แดร็กไนท์,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20771,,771,梦幻,夢幻,Dreamlike,Giấc mơ,몽환적인,Onirico,เหมือนฝัน,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20863,,863,波克基斯,波克基斯,Togekiss,Togekiss,토게키스,Togekiss,โทเกคิส,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20883,,883,电龙,電龍,Electric Dragon,Rồng điện,전기 용,Dragão Elétrico,มังกรไฟฟ้า,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
20884,,884,超级电龙,超級電龍,Super Electric Dragon,Siêu Rồng Điện,슈퍼 전기 용,Super Dragão Elétrico,มังกรไฟฟ้าซูเปอร์,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
21071,,1071,赫拉克罗斯,赫拉克羅斯,Heracross,Heracross,헤라크로스,Heracross,เฮอราครอส,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,10,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
21221,,1221,雷公,雷公,Lei Gong,Lôi Công,뢰공 (雷公),Lei Gong,雷公,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
21231,,1231,炎帝,炎帝,Yan Emperor,Hoàng Đế Yến,염제,Imperador Yan,จักรพรรดิเยี่ยน,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
21241,,1241,水君,水君,Suicune,Suicune,수이쿤,Suicune,ซุยคูน,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
21261,,1261,洛奇亚,洛奇亞,Lugia,Lugia,루기아,Lugia,ลูเกีย,3,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,150%,150%,150%,150%,150%,150%,,,,,,,1500,1500,,,,,,,<cn>
