变量名,_beizhu,name,_name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,icon1,rDesc,rDesc_tw,rDesc_en,rDesc_vn,rDesc_kr,rDesc_pt,rDesc_th,type,independent,desc,_desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,beginTime_kr,beginTime_en,endDate,endTime,endTime_kr,endTime_en,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint
70,正式-登录有礼-创角,,70,,,,,Oficial - Recompensas de Login - Crie um Novo Personagem,อย่างเป็นทางการ - รางวัลการเข้าสู่ระบบ - สร้างตัวละครใหม่,city/main/icon_thlb.png,2,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,3,Login to get rewards,登录有礼,登入有禮,Login to get rewards,404404,로그인 혜택,Faça login para obter recompensas,เข้าสู่ระบบเพื่อรับรางวัล,{},{isShowCountDown=false;generalTaskDisappear=true},1006,1,4,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,,500,0,0,<0;999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,13,0
71,正式-等级礼包-创角,,71,,,,,Pacote de presente de nível oficial - Criar personagem,แพ็คของขวัญระดับทางการ - สร้างตัวละคร,city/main/icon_thlb.png,2,活动时间内，完成对应目标就可以获得奖励！,"During the event period, you can win rewards by completing the corresponding target!",活動時間內，完成對應目標就可以獲得獎勵！,"Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,"Durante o período do evento, você pode ganhar recompensas ao completar a meta correspondente!",ในช่วงระยะเวลากิจกรรม คุณสามารถรับรางวัลได้โดยบรรลุเป้าหมายที่สอดคล้องกัน!,14,3,Level Pack,等级礼包,等級禮包,Level Pack,404404,레벨 패키지,Pacote de níveis,แพ็คระดับ,{},{isShowCountDown=false;generalTaskDisappear=true},1007,1,4,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,,500,0,0,<0;999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,13,0
72,正式-登录有礼-创角后7天,,72,,,,,Oficial - Faça login para ganhar um presente - 7 dias após criar um personagem,อย่างเป็นทางการ - เข้าสู่ระบบเพื่อรับของขวัญ - 7 วันหลังจากสร้างตัวละคร,city/main/icon_thlb.png,2,活动时间内，完成对应目标就可以获得奖励！,"During the event period, you can win rewards by completing the corresponding target!",活動時間內，完成對應目標就可以獲得獎勵！,"Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,"Durante o período do evento, você pode ganhar recompensas ao completar a meta correspondente!",ในช่วงระยะเวลากิจกรรม คุณสามารถรับรางวัลได้โดยบรรลุเป้าหมายที่สอดคล้องกัน!,14,3,Login to get Awakening Chest,登录送觉醒箱子,登入送覺醒箱子,Login to get Awakening Chest,404404,로그인 시 각성 상자 증정,Faça login para obter o Baú do Despertar,เข้าสู่ระบบเพื่อรับหีบแห่งการตื่นรู้,{},{},1010,1,4,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,,500,0,0,<7;13>,50000,0,0,<-1;9999>,<-1;9999>,,,1,13,0
73,正式-探险器寻宝有礼-创角11-13天,,73,,,,,Oficial - Explorer Treasure Hunt Gifts - Criação de personagem 11-13 dias,Official - ของขวัญล่าสมบัตินักสำรวจ - สร้างตัวละคร 11-13 วัน,city/main/icon_thlb.png,1,活动时间内，完成对应目标就可以获得奖励！,"During the event period, you can win rewards by completing the corresponding target!",活動時間內，完成對應目標就可以獲得獎勵！,"Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,"Durante o período do evento, você pode ganhar recompensas ao completar a meta correspondente!",ในช่วงระยะเวลากิจกรรม คุณสามารถรับรางวัลได้โดยบรรลุเป้าหมายที่สอดคล้องกัน!,14,0,Explorer Device Treasure Hunt Reward,探险器寻宝有礼,探險器尋寶有禮,Explorer Device Treasure Hunt Reward,404404,탐지기 보물찾기 선물,Recompensa da Caça ao Tesouro do Dispositivo Explorer,รางวัลล่าสมบัติอุปกรณ์สำรวจ,{},{},1011,1,4,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,,500,0,0,<10;12>,50000,0,0,<-1;9999>,<-1;9999>,,,1,21,0
74,正式-登录有礼-创角后7天,,74,,,,,Oficial - Recompensas de login - 7 dias após a criação do personagem,ทางการ - รางวัลการเข้าสู่ระบบ - 7 วันหลังจากสร้างตัวละคร,city/main/icon_thlb.png,2,活动时间内，完成对应目标就可以获得奖励！,"During the event period, you can win rewards by completing the corresponding target!",活動時間內，完成對應目標就可以獲得獎勵！,"Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,"Durante o período do evento, você pode ganhar recompensas ao completar a meta correspondente!",ในช่วงระยะเวลากิจกรรม คุณสามารถรับรางวัลได้โดยบรรลุเป้าหมายที่สอดคล้องกัน!,14,3,Login to get universal items,登录送万能,登入送萬能,Login to get universal items,404404,로그인 만능 선물,Faça login para obter itens universais,เข้าสู่ระบบเพื่อรับไอเทมสากล,{},{},1012,1,4,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,,500,0,0,<14;20>,50000,0,0,<-1;9999>,<-1;9999>,,,1,13,0
75,正式-登录有礼-换界面-创角后7天,,75,,,,,Oficial - Recompensas de login - Alterar interface - 7 dias após a criação de um personagem,ทางการ - รางวัลการเข้าสู่ระบบ - เปลี่ยนอินเทอร์เฟซ - 7 วันหลังจากสร้างตัวละคร,city/main/icon_xsfl.png,0,活动时间内，完成对应目标就可以获得奖励！,"During the event period, you can win rewards by completing the corresponding target!",活動時間內，完成對應目標就可以獲得獎勵！,"Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,"Durante o período do evento, você pode ganhar recompensas ao completar a meta correspondente!",ในช่วงระยะเวลากิจกรรม คุณสามารถรับรางวัลได้โดยบรรลุเป้าหมายที่สอดคล้องกัน!,2,1,Rookie Reward,新手福利,新手福利,Rookie Reward,404404,신규 유저 혜택,Recompensa de novato,รางวัลสำหรับมือใหม่,{},{cardId1=393;cardId2=771;generalTaskNotShowTime=true;generalTaskDisappear=true},10001,1,4,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,,500,0,0,<0;999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,13,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,限定抽卡-正式-天水地系,,111,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,36,-1,,限定抽卡,,,,,,,{Qualify=1;RMB10=2000;RMB1=220},{up=<631;1241;1311;2721;491>;priviewId=22},1251,1,0,<20160101;20990101>,<20160101;20990101>,20240801,500,0,0,20300101,500,0,0,<0;999>,50000,25,0,<-1;9999>,<-1;9999>,,,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,双倍活动,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,金币副本次数增加,Daily Activities,201,日常活動,Daily Activities,Hoạt động hàng ngày,일일 이벤트,atividades diárias,กิจกรรมประจำวัน,,,,,,,,,,-2,-1,Extra Coin Dungeon,金币副本次数增加,金幣副本次數增加,Extra Coin Dungeon,Extra Coin Dungeon,코인 던전 횟수 증가,Masmorra de moedas extras,ดันเจี้ยนเหรียญพิเศษ,{type=2;count=1},,,,0,,,20240101,500,0,0,20300101,500,0,0,<0;9999>,50000,0,0,<1;9999>,,,,1,18,
,经验副本次数增加,Daily Activities,203,日常活動,Daily Activities,Hoạt động hàng ngày,일일 이벤트,atividades diárias,กิจกรรมประจำวัน,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,-2,-1,Extra EXP Dungeon,经验副本次数增加,經驗副本次數增加,Extra EXP Dungeon,Extra EXP Dungeon,경험치 던전 횟수 증가,Masmorra EXP Extra,ดันเจี้ยน EXP พิเศษ,{type=3;count=1},{},0,1,0,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,20300101,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,18,0
,冒险之路扫荡双倍,Daily Activities,210,日常活動,Daily Activities,Hoạt động hàng ngày,일일 이벤트,atividades diárias,กิจกรรมประจำวัน,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,-2,-1,Adventure Road Double Blitz Reward,冒险之路扫荡双倍,冒險之路掃蕩雙倍,Adventure Road Double Blitz Reward,Adventure Road Double Blitz Reward,모험의 길 소탕 2배,Recompensa do Adventure Road Double Blitz,รางวัลดับเบิ้ลบลิทซ์แห่งถนนแห่งการผจญภัย,{type=9},{},0,1,0,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,20300101,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,18,0
,礼物副本次数增加,Daily Activities,212,日常活動,Daily Activities,Hoạt động hàng ngày,일일 이벤트,atividades diárias,กิจกรรมประจำวัน,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,-2,-1,Extra Gift Dungeon,礼物副本次数增加,禮物副本次數增加,Extra Gift Dungeon,Extra Gift Dungeon,선물 던전 횟수 증가,Masmorra de Presente Extra,ดันเจี้ยนของขวัญพิเศษ,{type=4;count=1},{},0,1,0,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,20300101,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,18,0
,聚宝双倍,Daily Activities,214,日常活動,Daily Activities,Hoạt động hàng ngày,일일 이벤트,atividades diárias,กิจกรรมประจำวัน,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,-2,-1,Double Treasure Pot rewards,聚宝双倍,聚寶雙倍,Double Treasure Pot rewards,Double Treasure Pot rewards,보물단지 2배,Recompensas do Pote do Tesouro Duplo,รางวัลพ็อตสมบัติคู่,{type=6;count=10},{},0,1,0,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,20300101,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,18,0
,碎片副本次数增加,Daily Activities,216,日常活動,Daily Activities,Hoạt động hàng ngày,일일 이벤트,atividades diárias,กิจกรรมประจำวัน,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,-2,-1,Extra Shard Dungeon,碎片副本次数增加,碎片副本次數增加,Extra Shard Dungeon,Extra Shard Dungeon,조각 던전 횟수 증가,Masmorra de Fragmentos Extras,ดันเจี้ยนเศษพิเศษ,{type=5;count=1},{},0,1,0,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,20300101,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,18,0
,金币副本双倍掉落,Daily Activities,218,日常活動,Daily Activities,Hoạt động hàng ngày,일일 이벤트,atividades diárias,กิจกรรมประจำวัน,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,-2,-1,Coin dungeon double rewards,金币副本双倍掉落,金幣副本雙倍掉落,Coin dungeon double rewards,Coin dungeon double rewards,코인 던전 2배 드랍,Recompensas duplas do calabouço de moedas,รางวัลเหรียญดันเจี้ยนสองเท่า,{type=1;end=60099;start=60001},{},0,1,0,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,20300101,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,18,0
,以太乐园金币双倍,Daily Activities,222,日常活動,Daily Activities,Hoạt động hàng ngày,일일 이벤트,atividades diárias,กิจกรรมประจำวัน,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,-2,-1,Aether Paradise Double Coins,以太乐园金币双倍,以太樂園金幣雙倍,Aether Paradise Double Coins,Aether Paradise Double Coins,에테르파라다이스 코인 2배,Moedas Duplas Aether Paradise,เหรียญสองเท่าของสวรรค์อีเธอร์,{type=10},{},0,1,0,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,20300101,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,18,0
,礼物副本双倍掉落,Double Rewards Event,224,雙倍大活動,Double Rewards Event,Sự kiện x2 phần thưởng,2배 이벤트,Evento duplo,กิจกรรมคู่,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,-2,-1,Gift Dungeon double rewards,礼物副本双倍掉落,禮物副本雙倍掉落,Gift Dungeon double rewards,Gift Dungeon double rewards,선물 던전 2배 드랍,Recompensas duplas do Gift Dungeon,ดันเจี้ยนของขวัญรางวัลสองเท่า,{type=1;end=60257;start=60201},{},0,1,0,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,20300101,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,18,0
,普通关卡双倍掉落,Double Rewards Event,234,雙倍大活動,Double Rewards Event,Sự kiện x2 phần thưởng,2배 이벤트,Evento duplo,กิจกรรมคู่,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,-2,-1,Normal levels double rewards,普通关卡双倍掉落,普通關卡雙倍掉落,Normal levels double rewards,Normal levels double rewards,일반 던전 2배 드랍,Níveis normais recompensas dobradas,ระดับปกติรับรางวัลสองเท่า,{type=1;end=14510;start=10101},{},0,1,0,<20160101;20990101>,<20160101;20990101>,20240101,500,0,0,20300101,500,0,0,<0;9999>,50000,0,0,<-1;9999>,<-1;9999>,,,1,18,0
