变量名,_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,award,vip
602,测试任务,100034,67,3,,随机试炼塔最高通过3层数,隨機試煉塔最高通過3層數,Clear at most 3 levels in random Trial Tower,Vượt qua tối đa 3 tầng Tháp Thí Luyện ngẫu nhiên,랜덤 시련의 탑 최고 3층 클리어,Limpe no máximo 3 níveis na Torre de Teste aleatória,เคลียร์ได้มากสุด 3 ระดับในหอคอยทดลองแบบสุ่ม,{gold=2000;rmb=13},
603,测试任务,100034,60,2,,以太乐园通关2个房间,以太樂園通關2個房間,Clear 2 rooms in Aether Paradise,Vượt ải 2 Phòng Aether Paradise,에테르파라다이스 2개 방 클리어,Limpe 2 salas no Aether Paradise,เคลียร์ 2 ห้องใน Aether Paradise,{gold=2000;rmb=10},
,,,,,,,,,,,,,,
611,5级等级礼包_测试任务,100035,1,5,,等级达到5级,等級達到5級,Attain level 5,Đạt LV5,레벨 5 달성,Alcance o nível 5,บรรลุระดับ 5,{gold=100000;rmb=100;11=30;5000=10},
612,10级等级礼包,100035,1,10,,等级达到10级,等級達到10級,Attain level 10,Đạt LV10,레벨 10 달성,Alcance o nível 10,บรรลุระดับ 10,{gold=150000;rmb=200;11=30;19=5},
613,15级等级礼包,100035,1,15,,等级达到15级,等級達到15級,Attain level 15,Đạt LV15,레벨 15 달성,Alcance o nível 15,บรรลุระดับ 15,{gold=200000;rmb=300;11=30;100=5},
,,,,,,,,,,,,,,
621,20级等级礼包,100036,1,20,,等级达到20级,等級達到20級,Attain level 20,Đạt LV20,레벨 20 달성,Alcance o nível 20,บรรลุระดับ 20,{gold=250000;rmb=300;12=20;800=5},
622,25级等级礼包,100036,1,25,,等级达到25级,等級達到25級,Attain level 25,Đạt LV25,레벨 25 달성,Alcance o nível 25,บรรลุระดับ 25,{gold=300000;rmb=400;12=20;801=5},
623,30级等级礼包,100036,1,30,,等级达到30级,等級達到30級,Attain level 30,Đạt LV30,레벨 30 달성,Alcance o nível 30,บรรลุระดับ 30,{gold=350000;rmb=400;12=20;451=5},
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1001,开服活动-抽卡送暴鲤龙,1001,51,10,,在金币抽卡中抽卡10次,在金幣抽卡中抽卡10次,Gold Draw 10 times,Gold Draw 10 times,코인 뽑기 10회 진행,Sorteio de ouro 10 vezes,ลุ้นทอง 10 ครั้ง,{20631=2;gold=10000;13=10},
1002,开服活动-抽卡送暴鲤龙,1001,51,20,,在金币抽卡中抽卡20次,在金幣抽卡中抽卡20次,Gold Draw 20 times,Gold Draw 20 times,코인 뽑기 20회 진행,Sorteio de ouro 20 vezes,ลุ้นทอง 20 ครั้ง,{20631=2;gold=20000;13=10},
1003,开服活动-抽卡送暴鲤龙,1001,50,2,,在钻石抽卡中抽卡2次,在鑽石抽卡中抽卡2次,Diamond Draw 2 times,Diamond Draw 2 times,다이아 뽑기 2회 진행,Sorteio de diamante 2 vezes,ไดมอนด์ดรอว์ 2 ครั้ง,{20631=2;gold=20000;13=10},
1004,开服活动-抽卡送暴鲤龙,1001,50,10,,在钻石抽卡中抽卡10次,在鑽石抽卡中抽卡10次,Diamond Draw 10 times,Diamond Draw 10 times,다이아 뽑기 10회 진행,Sorteio de diamante 10 vezes,ไดมอนด์ดรอว์ 10 ครั้ง,{20631=4;gold=20000;13=10},
1005,开服活动-抽卡送暴鲤龙,1001,50,20,,在钻石抽卡中抽卡20次,在鑽石抽卡中抽卡20次,Diamond Draw 20 times,Diamond Draw 20 times,다이아 뽑기 20회 진행,Sorteio de diamantes 20 vezes,ไดมอนด์ดรอว์ 20 ครั้ง,{20631=6;gold=30000;13=10},
1006,开服活动-抽卡送暴鲤龙,1001,50,30,,在钻石抽卡中抽卡30次,在鑽石抽卡中抽卡30次,Diamond Draw 30 times,Diamond Draw 30 times,다이아 뽑기 30회 진행,Sorteio de diamantes 30 vezes,ไดมอนด์ดรอว์ 30 ครั้ง,{20631=6;gold=40000;13=10},
1007,开服活动-抽卡送暴鲤龙,1001,50,40,,在钻石抽卡中抽卡40次,在鑽石抽卡中抽卡40次,Diamond Draw 40 times,Diamond Draw 40 times,다이아 뽑기 40회 진행,Sorteio de diamantes 40 vezes,ไดมอนด์ดรอว์ 40 ครั้ง,{20631=8;gold=50000;14=10},
1008,开服活动-抽卡送暴鲤龙,1001,50,60,,在钻石抽卡中抽卡60次,在鑽石抽卡中抽卡60次,Diamond Draw 60 times,Diamond Draw 60 times,다이아 뽑기 60회 진행,Sorteio de Diamantes 60 vezes,ไดมอนด์ดรอว์ 60 ครั้ง,{card={id=631};14=10;gold=60000},
1009,开服活动-抽卡送暴鲤龙,1001,50,80,,在钻石抽卡中抽卡80次,在鑽石抽卡中抽卡80次,Diamond Draw 80 times,Diamond Draw 80 times,다이아 뽑기 80회 진행,Sorteio de diamantes 80 vezes,ไดมอนด์ดรอว์ 80 ครั้ง,{talent_point=6;gold=80000;14=10},
1010,开服活动-抽卡送暴鲤龙,1001,50,100,,在钻石抽卡中抽卡100次,在鑽石抽卡中抽卡100次,Diamond Draw 100 times,Diamond Draw 100 times,다이아 뽑기 100회 진행,Sorteio de diamantes 100 vezes,ไดมอนด์ดรอว์ 100 ครั้ง,{20631=10;gold=100000;15=10},
1011,开服活动-抽卡送暴鲤龙,1001,50,120,,在钻石抽卡中抽卡120次,在鑽石抽卡中抽卡120次,Diamond Draw 120 times,Diamond Draw 120 times,다이아 뽑기 120회 진행,Sorteio de diamantes 120 vezes,ไดมอนด์ดรอว์ 120 ครั้ง,{20631=10;gold=120000;15=10},
1012,开服活动-抽卡送暴鲤龙,1001,50,150,,在钻石抽卡中抽卡150次,在鑽石抽卡中抽卡150次,Diamond Card Draw for 150 times,Diamond Card Draw for 150 times,다이아 뽑기 150회 진행,Sorteio de cartas diamante por 150 vezes,ไดมอนด์การ์ดจับฉลาก 150 ครั้ง,{card={id=631};15=10;gold=150000},
,,,,,,,,,,,,,,
1031,开服活动-充值送黏美龙,1002,22,60,,充值60钻石,儲值60鑽石,Purchase 60 Diamonds,Purchase 60 Diamonds,60다이아 충전,Compre 60 diamantes,ซื้อเพชร 60 เม็ด,{gold=60000;rmb=60;5000=20;501=1},
1032,开服活动-充值送黏美龙,1002,22,300,,充值300钻石,儲值300鑽石,Purchase 300 Diamonds,Purchase 300 Diamonds,300다이아 충전,Compre 300 diamantes,ซื้อเพชร 300 เม็ด,{gold=80000;503=3;13=20;501=1},
1033,开服活动-充值送黏美龙,1002,22,600,,充值600钻石,儲值600鑽石,Purchase 600 Diamonds,Purchase 600 Diamonds,600다이아 충전,Compre 600 diamantes,ซื้อเพชร 600 เม็ด,{gold=100000;503=5;2102=3;930=30},
1034,开服活动-充值送黏美龙,1002,22,980,,充值980钻石,儲值980鑽石,Purchase 980 Diamonds,Purchase 980 Diamonds,980다이아 충전,Compre 980 diamantes,ซื้อเพชร 980 เม็ด,{gold=120000;901=20;2102=3;501=1},
1035,开服活动-充值送黏美龙,1002,22,1980,,充值1980钻石,儲值1980鑽石,Purchase 1980 Diamonds,Purchase 1980 Diamonds,1980다이아 충전,Compre diamantes de 1980,ซื้อเพชร 1980 เม็ด,{card={id=3541};gold=140000;902=30;2102=3},
1036,开服活动-充值送黏美龙,1002,22,3280,,充值3280钻石,儲值3280鑽石,Purchase 3280 Diamonds,Purchase 3280 Diamonds,3280다이아 충전,Compre 3280 diamantes,ซื้อเพชร 3280 เม็ด,{gold=160000;502=15;2103=1;501=3},
1037,开服活动-充值送黏美龙,1002,22,6480,,充值6480钻石,儲值6480鑽石,Purchase 6480 Diamonds,Purchase 6480 Diamonds,6480다이아 충전,Compre 6480 diamantes,ซื้อเพชร 6480 เม็ด,{gold=180000;23541=50;2103=1;14=20},
1038,开服活动-充值送黏美龙,1002,22,9680,,充值9680钻石,儲值9680鑽石,Purchase 9680 Diamonds,Purchase 9680 Diamonds,9680다이아 충전,Compre 9680 diamantes,ซื้อเพชร 9680 เม็ด,{gold=200000;213=1;223=1;14=20},
1039,开服活动-充值送黏美龙,1002,22,12000,,充值12000钻石,儲值12000鑽石,Purchase 12000 Diamonds,Purchase 12000 Diamonds,12000다이아 충전,Compre 12000 diamantes,"ซื้อเพชร 12,000 เม็ด",{gold=220000;23541=100;2103=2;14=30},
1040,开服活动-充值送黏美龙,1002,22,15000,,充值15000钻石,儲值15000鑽石,Purchase 15000 Diamonds,Purchase 15000 Diamonds,15000다이아 충전,Compre 15000 diamantes,"ซื้อเพชร 15,000 เม็ด",{gold=250000;203=1;233=1;14=50},
1041,开服活动-充值送黏美龙,1002,22,20000,,充值20000钻石,儲值20000鑽石,Purchase 20000 Diamonds,Purchase 20000 Diamonds,20000다이아 충전,Compre 20000 diamantes,"ซื้อเพชร 20,000 เม็ด",{gold=300000;23541=100;942=1;14=50},
1042,开服活动-充值送黏美龙,1002,22,25000,,充值25000钻石.,儲值25000鑽石.,Purchase 25000 Diamonds,Nạp 25000 Diamond.,25000다이아 충전,Compre 25000 diamantes,"ซื้อเพชร 25,000 เม็ด",{gold=500000;502=50;902=50;14=50},
,,,,,,,,,,,,,,
1051,开服活动-充值送火焰鸟,1003,22,60,,充值60钻石,儲值60鑽石,Purchase 60 Diamonds,Purchase 60 Diamonds,60다이아 충전,Compre 60 diamantes,ซื้อเพชร 60 เม็ด,{gold=60000;rmb=60;5000=20;14=10},
1052,开服活动-充值送火焰鸟,1003,22,300,,充值300钻石,儲值300鑽石,Purchase 300 Diamonds,Purchase 300 Diamonds,300다이아 충전,Compre 300 diamantes,ซื้อเพชร 300 เม็ด,{gold=80000;901=20;2102=3;14=10},
1053,开服活动-充值送火焰鸟,1003,22,600,,充值600钻石,儲值600鑽石,Purchase 600 Diamonds,Purchase 600 Diamonds,600다이아 충전,Compre 600 diamantes,ซื้อเพชร 600 เม็ด,{gold=100000;501=2;2102=3;14=10},
1054,开服活动-充值送火焰鸟,1003,22,1280,,充值1280钻石,儲值1280鑽石,Purchase 1280 Diamonds,Nạp 1280 Diamond,1280다이아 충전,Compre 1280 diamantes,ซื้อเพชร 1280 เม็ด,{gold=120000;519=10;2102=3;14=15},
1055,开服活动-充值送火焰鸟,1003,22,1980,,充值1980钻石,儲值1980鑽石,Purchase 1980 Diamonds,Purchase 1980 Diamonds,1980다이아 충전,Compre diamantes de 1980,ซื้อเพชร 1980 เม็ด,{gold=140000;502=10;19=10;14=15},
1056,开服活动-充值送火焰鸟,1003,22,3280,,充值3280钻石,儲值3280鑽石,Purchase 3280 Diamonds,Purchase 3280 Diamonds,3280다이아 충전,Compre 3280 diamantes,ซื้อเพชร 3280 เม็ด,{gold=160000;519=10;2103=1;14=20},
1057,开服活动-充值送火焰鸟,1003,22,6480,,充值6480钻石,儲值6480鑽石,Purchase 6480 Diamonds,Purchase 6480 Diamonds,6480다이아 충전,Compre 6480 diamantes,ซื้อเพชร 6480 เม็ด,{card={id=741};gold=180000;2103=1;14=20},
1058,开服活动-充值送火焰鸟,1003,22,9680,,充值9680钻石,儲值9680鑽石,Purchase 9680 Diamonds,Purchase 9680 Diamonds,9680다이아 충전,Compre 9680 diamantes,ซื้อเพชร 9680 เม็ด,{gold=200000;213=1;223=1;14=20},
1059,开服活动-充值送火焰鸟,1003,22,12000,,充值12000钻石,儲值12000鑽石,Purchase 12000 Diamonds,Purchase 12000 Diamonds,12000다이아 충전,Compre 12000 diamantes,"ซื้อเพชร 12,000 เม็ด",{gold=220000;20741=100;2103=2;14=30},
1060,开服活动-充值送火焰鸟,1003,22,15000,,充值15000钻石,儲值15000鑽石,Purchase 15000 Diamonds,Purchase 15000 Diamonds,15000다이아 충전,Compre 15000 diamantes,"ซื้อเพชร 15,000 เม็ด",{gold=250000;203=1;233=1;14=40},
1061,开服活动-充值送火焰鸟,1003,22,20000,,充值20000钻石,儲值20000鑽石,Purchase 20000 Diamonds,Purchase 20000 Diamonds,20000다이아 충전,Compre 20000 diamantes,"ซื้อเพชร 20,000 เม็ด",{gold=300000;20741=100;942=1;14=50},
1062,开服活动-充值送火焰鸟,1003,22,25000,,充值25000钻石,儲值25000鑽石,Purchase 25000 Diamonds,Purchase 25000 Diamonds,25000다이아 충전,Compre 25000 diamantes,"ซื้อเพชร 25,000 เม็ด",{gold=500000;502=50;902=50;14=50},
,,,,,,,,,,,,,,
1071,开服活动-消耗送小磁怪,1004,21,300,,累计消耗300钻石,累計消耗300鑽石,Diamond total Spend reach 300,Diamond total Spend reach 300,300다이아 누적 소모,Total de gastos de diamantes atinge 300,ยอดใช้จ่ายเพชรรวมจะถึง 300,{gold=60000;5000=10;930=10},
1072,开服活动-消耗送小磁怪,1004,21,1000,,累计消耗1000钻石,累計消耗1000鑽石,Diamond total Spend reach 1000,Diamond total Spend reach 1000,1000다이아 누적 소모,Total de gastos de diamantes atinge 1000,"ยอดใช้จ่ายเพชรรวมจะถึง 1,000",{gold=80000;5000=15;20331=10},
1073,开服活动-消耗送小磁怪,1004,21,2000,,累计消耗2000钻石,累計消耗2000鑽石,Diamond total Spend reach 2000,Diamond total Spend reach 2000,2000다이아 누적 소모,Total de gastos de diamantes atinge 2000,"ยอดใช้จ่ายเพชรรวมถึง 2,000",{gold=80000;5000=10;452=20},
1074,开服活动-消耗送小磁怪,1004,21,4000,,累计消耗4000钻石,累計消耗4000鑽石,Diamond total Spend reach 4000,Diamond total Spend reach 4000,4000다이아 누적 소모,Total de gastos de diamantes atinge 4000,ยอดใช้จ่ายเพชรรวมจะถึง 4000,{gold=100000;5000=15;20331=20},
1075,开服活动-消耗送小磁怪,1004,21,7000,,累计消耗7000钻石,累計消耗7000鑽石,Diamond total Spend reach 7000,Diamond total Spend reach 7000,7000다이아 누적 소모,Total de gastos de diamantes atinge 7000,ยอดใช้จ่ายเพชรรวมจะถึง 7000,{gold=120000;5000=15;452=30},
1076,开服活动-消耗送小磁怪,1004,21,10000,,累计消耗10000钻石,累計消耗10000鑽石,Diamond total Spend reach 10000,Diamond total Spend reach 10000,10000다이아 누적 소모,Total de gastos de diamantes atinge 10000,"ยอดใช้จ่ายเพชรรวมจะถึง 10,000",{gold=120000;5000=15;20331=30},
1077,开服活动-消耗送小磁怪,1004,21,14000,,累计消耗14000钻石,累計消耗14000鑽石,Diamond total Spend reach 14000,Diamond total Spend reach 14000,14000다이아 누적 소모,Total de gastos de diamantes atinge 14.000,ยอดใช้จ่ายเพชรรวมจะถึง 14000,{gold=140000;5000=20;452=40},
1078,开服活动-消耗送小磁怪,1004,21,18000,,累计消耗18000钻石,累計消耗18000鑽石,Diamond total Spend reach 18000,Diamond total Spend reach 18000,18000다이아 누적 소모,Total de gastos de diamantes atinge 18.000,ยอดใช้จ่ายเพชรรวมจะถึง 18000,{gold=160000;5000=20;20331=40},
1079,开服活动-消耗送小磁怪,1004,21,22000,,累计消耗22000钻石,累計消耗22000鑽石,Diamond total Spend reach 22000,Diamond total Spend reach 22000,22000다이아 누적 소모,Total de gastos de diamantes atinge 22000,ยอดใช้จ่ายเพชรรวมจะถึง 22000,{gold=180000;5000=25;452=50},
1080,开服活动-消耗送小磁怪,1004,21,25000,,累计消耗25000钻石,累計消耗25000鑽石,Diamond total Spend reach 25000,Diamond total Spend reach 25000,25000다이아 누적 소모,Total de gastos de diamantes atinge 25000,"ยอดใช้จ่ายเพชรรวมจะถึง 25,000",{gold=200000;5000=30;20331=50},
,,,,,,,,,,,,,,
1091,开服活动-抽饰品箱子得天赋点和紫色携带道具,1005,52,10,,抽饰品魔方10次,抽飾品魔方10次,Draw Trinket Magic Cube 10 times,Rút Trinket Cube 10 lần,매직큐브 액세서리 10회 뽑기,Desenhe o Trinket Magic Cube 10 vezes,วาด Trinket Magic Cube 10 ครั้ง,{gold=20000;talent_point=2;516=1;941=1},
1092,开服活动-抽饰品箱子得天赋点和紫色携带道具,1005,52,30,,抽饰品魔方30次,抽飾品魔方30次,Draw Trinket Magic Cube 30 times,Rút Trinket Cube 30 lần,매직큐브 액세서리 30회 뽑기,Desenhe o Trinket Magic Cube 30 vezes,วาด Trinket Magic Cube 30 ครั้ง,{gold=30000;talent_point=3;516=1},
1093,开服活动-抽饰品箱子得天赋点和紫色携带道具,1005,52,60,,抽饰品魔方60次,抽飾品魔方60次,Draw Trinket Magic Cube 60 times,Rút Trinket Cube 60 lần,매직큐브 액세서리 60회 뽑기,Desenhe o Trinket Magic Cube 60 vezes,วาด Trinket Magic Cube 60 ครั้ง,{gold=40000;talent_point=4;516=2;941=1},
1094,开服活动-抽饰品箱子得天赋点和紫色携带道具,1005,52,100,,抽饰品魔方100次,抽飾品魔方100次,Draw Trinket Magic Cube 100 times,Rút Trinket Cube 100 lần,매직큐브 액세서리 100회 뽑기,Desenhe o Trinket Magic Cube 100 vezes,วาด Trinket Magic Cube 100 ครั้ง,{gold=50000;talent_point=5;516=3},
