变量名,name,_name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,attributeType,rarity,natureType,natureType2,twinFlag,battleFlag,rectSize,bossCard_id,bossLife,cardID,star,icon,cardIcon,cardIcon2,iconSimple,cardShow,cardShowScale,cardShowPosC,unitRes,skin,show,bansxScale,bansxPosC,passiveSkillList,skillList,combinationObjCardId,combinationSkillId,everyPos,lifeScale,specBind,killResumeMp1,scale,scaleC,scaleCMode,scaleU,scaleX,scaleSkin,bornTime,rebornTime,deathTime,deathSound,fightingPoint,buffId,buffLifeRound,buffProb,buffLevel,buffValue1,hpGrow,speedGrow,damageGrow,specialDamageGrow,defenceGrow,specialDefenceGrow,hpBaseC,speedBaseC,damageBaseC,defenceBaseC,specialDamageBaseC,specialDefenceBaseC,hpC,mp1C,initMp1C,hpRecoverC,mp1RecoverC,mp2RecoverC,damageC,specialDamageC,defenceC,specialDefenceC,defenceIgnoreC,specialDefenceIgnoreC,speedC,strikeC,strikeDamageC,strikeResistanceC,blockC,breakBlockC,blockPowerC,dodgeC,hitC,damageDodgeC,damageHitC,damageAddC,damageSubC,ultimateAddC,ultimateSubC,damageDeepenC,damageReduceC,suckBloodC,reboundC,cureC,natureRestraintC,controlPerC,immuneControlC,effectPowerId,summonCalDamage,cardSpine,cardSpinePos,cardSpineScale,cardSpineNeedStar,bagCardSpinePos,bagCardSpineScale
默认值,宠物,宠物,宠物,宠物,宠物,宠物,宠物,宠物,,1,1,,FALSE,<>,{x=250;y=300},1000,0,,0,config/portrait/speedranktouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang1/img_25_pkq@.png,config/portrait/simple/img_25_pkq@.png,config/big_hero/normal/img_25_pkq@.png,1,{x=0;y=0},koudai_pikaqiu/pikaqiu.skel,,config/big_hero/standby/img_791_sejla@.png,1.4,{x=100;y=0},<>,<>,,,{'hitPos'={'x'=0;'y'=160};'lifePos'={'x'=0;'y'=320};'headPos'={'x'=0;'y'=280};'namePos'={'x'=0;'y'=320}},1,<>,0,2,1,1,2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,{x=0;y=0},1.6,1,{x=0;y=0},1
54,Mega Pidgeot,超级大比鸟,超級大比鳥,Mega Pidgeot,Mega Pidgeot,메가피죤투,Mega Pidgeot,เมก้าพิเจียต,base,3,1,10,FALSE,<>,{y=300;x=250},1000,0,54,0,config/portrait/speedranktouxiang/img_18_cjdbn@.png,config/portrait/jinglingtouxiang/img_18_cjdbn@.png,config/portrait/jinglingtouxiang1/img_18_cjdbn@.png,config/portrait/simple/img_18_cjdbn@.png,config/big_hero/normal/img_18_cjdbn@.png,1.1,{y=20;x=-45},koudai_dabiniaomega/hero_dabiniaomega.skel,,config/big_hero/standby/img_18_cjdbn@.png,1.4,{y=-20;x=140},<>,<541;542;543>,,,{lifePos={y=310;x=0};hitPos={y=145;x=0};headPos={y=270;x=0};namePos={y=310;x=0}},1,<>,0,1.82,1,1,1.4,1,1,,,0,,0,<>,<>,<>,<>,<>,49.158,1.053,11.775,10.013,5.81,4.43,1.31,1.17,1.47,1.81,1.25,1.38,1590,1000,400,1,1,1,750,302,188,222,0,0,63,300,15000,300,0,300,3000,0,10000,0,10000,800,300,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
61,Rattata,小拉达,小拉達,Rattata,Rattata,꼬렛,Rattata,โครัตตา,base,1,1,,FALSE,<>,{y=300;x=250},1000,0,61,0,config/portrait/speedranktouxiang/img_19_xld@.png,config/portrait/jinglingtouxiang/img_19_xld@.png,config/portrait/jinglingtouxiang1/img_19_xld@.png,config/portrait/simple/img_19_xld@.png,config/big_hero/normal/img_19_xld@.png,1,{y=35;x=10},koudai_xiaolada/hero_xiaolada.skel,,config/big_hero/standby/img_19_xld@.png,1.4,{y=0;x=100},<>,<611;612;613>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,1.7,1,1,1.02,1,1,,,0,,0,<>,<>,<>,<>,<>,37.901,1.017,8.731,8.01,3.306,3.306,1.01,1.13,1.09,1.03,1,1.03,457,1000,400,1,1,1,164,86,51,51,0,0,32,100,15000,0,0,100,3000,0,10000,0,10000,0,0,0,0,0,0,200,0,0,0,0,0,1,FALSE,,,,,,
62,Raticate,拉达,拉達,Raticate,Raticate,레트라,Raticate,รัตตา,base,1,1,,FALSE,<>,{y=300;x=250},1000,0,62,0,config/portrait/speedranktouxiang/img_20_ld@.png,config/portrait/jinglingtouxiang/img_20_ld@.png,config/portrait/jinglingtouxiang1/img_20_ld@.png,config/portrait/simple/img_20_ld@.png,config/big_hero/normal/img_20_ld@.png,0.95,{y=10;x=20},koudai_lada/hero_lada.skel,,config/big_hero/standby/img_20_ld@.png,1.4,{y=0;x=100},<>,<621;622;623>,,,{lifePos={y=260;x=0};hitPos={y=120;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,2.2,1,1,1.32,1,1,,,0,,0,<>,<>,<>,<>,<>,40.528,1.08,9.292,8.571,3.531,3.627,1.08,1.2,1.16,1.1,1.07,1.13,752,1000,400,1,1,1,235,148,76,88,0,0,41,100,15000,0,0,100,3000,0,10000,0,10000,0,0,0,0,0,0,200,0,0,0,0,0,1,FALSE,,,,,,
71,Spearow,烈雀,烈雀,Spearow,Spearow,깨비참,Spearow,โอนิสึซึเมะ,base,1,1,10,FALSE,<>,{y=300;x=250},1000,0,71,0,config/portrait/speedranktouxiang/img_21_lq@.png,config/portrait/jinglingtouxiang/img_21_lq@.png,config/portrait/jinglingtouxiang1/img_21_lq@.png,config/portrait/simple/img_21_lq@.png,config/big_hero/normal/img_21_lq@.png,1,{y=15;x=20},koudai_lieque/hero_lieque.skel,,config/big_hero/standby/img_21_lq@.png,1.4,{y=0;x=100},<>,<711;712;713>,,,{lifePos={y=300;x=0};hitPos={y=140;x=0};headPos={y=260;x=0};namePos={y=300;x=0}},1,<>,0,1.4,1,1,0.9,1,1,,,0,,0,<>,<>,<>,<>,<>,39.027,1.017,8.811,8.17,3.242,3.274,1.04,1.13,1.1,1.01,1.02,1.02,572,1000,400,1,1,1,175,100,46,47,0,0,32,0,15000,0,0,150,3000,0,10000,0,10000,150,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
72,Fearow,大嘴雀,大嘴雀,Fearow,Fearow,깨비드릴조,Fearow,โอนิดริล,base,1,1,10,FALSE,<>,{y=300;x=250},1000,0,72,0,config/portrait/speedranktouxiang/img_22_dzq@.png,config/portrait/jinglingtouxiang/img_22_dzq@.png,config/portrait/jinglingtouxiang1/img_22_dzq@.png,config/portrait/simple/img_22_dzq@.png,config/big_hero/normal/img_22_dzq@.png,1.6,{y=100;x=30},koudai_dazuique/hero_dazuique.skel,,config/big_hero/standby/img_22_dzq@.png,1.4,{y=0;x=100},<>,<721;722;723>,,,{lifePos={y=300;x=0};hitPos={y=140;x=0};headPos={y=260;x=0};namePos={y=300;x=0}},1,<>,0,2.1,1,1,1.26,1,1,,,0,,0,<>,<>,<>,<>,<>,41.653,1.089,9.452,8.811,3.563,3.531,1.11,1.21,1.18,1.11,1.1,1.1,881,1000,400,1,1,1,262,177,82,77,0,0,42,0,15000,0,0,150,3000,0,10000,0,10000,150,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
81,Ekans,阿柏蛇,阿柏蛇,Ekans,Ekans,아보,Ekans,อาโบ,base,1,8,,FALSE,<>,{y=300;x=250},1000,0,81,0,config/portrait/speedranktouxiang/img_23_abs@.png,config/portrait/jinglingtouxiang/img_23_abs@.png,config/portrait/jinglingtouxiang1/img_23_abs@.png,config/portrait/simple/img_23_abs@.png,config/big_hero/normal/img_23_abs@.png,1,{y=15;x=10},koudai_aboshe/hero_aboshe.skel,,config/big_hero/standby/img_23_abs@.png,1.4,{y=0;x=150},<>,<811;812;813>,,,{lifePos={y=260;x=0};hitPos={y=120;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,2.3,1,1,1.56,1,1,,,0,,0,<>,<>,<>,<>,<>,38.651,0.972,8.811,8.33,3.371,3.467,1.03,1.08,1.1,1.05,1.04,1.08,515,1000,400,1,1,1,175,122,59,70,0,0,27,0,15000,150,0,150,3000,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
82,Arbok,阿柏怪,阿柏怪,Arbok,Arbok,아보크,Arbok,อาบ็อก,base,1,8,,FALSE,<>,{y=300;x=250},1000,0,82,0,config/portrait/speedranktouxiang/img_24_abg@.png,config/portrait/jinglingtouxiang/img_24_abg@.png,config/portrait/jinglingtouxiang1/img_24_abg@.png,config/portrait/simple/img_24_abg@.png,config/big_hero/normal/img_24_abg@.png,1,{y=5;x=10},koudai_aboguai/hero_aboguai.skel,,config/big_hero/standby/img_24_abg@.png,1.4,{y=0;x=150},<>,<821;822;823>,,,{lifePos={y=340;x=0};hitPos={y=160;x=0};headPos={y=300;x=0};namePos={y=340;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,41.278,1.044,9.612,8.891,3.595,3.692,1.1,1.16,1.2,1.12,1.11,1.15,819,1000,400,1,1,1,279,188,86,98,0,0,35,0,15000,150,0,150,3000,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
91,Pichu,皮丘,皮丘,Pichu,Pichu,피츄,Pichu,พิชู,base,2,5,,FALSE,<>,{y=300;x=250},1000,0,91,0,config/portrait/speedranktouxiang/img_172_pq@.png,config/portrait/jinglingtouxiang/img_172_pq@.png,config/portrait/jinglingtouxiang1/img_172_pq@.png,config/portrait/simple/img_172_pq@.png,config/big_hero/normal/img_172_pq@.png,1,{y=35;x=30},koudai_piqiu/hero_piqiu.skel,,config/big_hero/standby/img_172_pq@.png,1.4,{y=-20;x=140},<914>,<911;912;913>,,,{lifePos={y=260;x=0};hitPos={y=120;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,2.1,1,1,1.38,1,1,,,0,,0,<>,<>,<>,<>,<>,39.777,1.062,8.971,8.811,3.338,3.531,1.06,1.18,1.12,1.04,1.1,1.1,527,1000,400,1,1,1,166,152,53,74,0,0,34,300,15000,0,0,0,3000,0,10000,0,10000,300,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
92,Pikachu,皮卡丘,皮卡丘,Pikachu,Pikachu,피카츄,Pikachu,พิคาชู,base,2,5,,FALSE,<>,{y=300;x=250},1000,0,92,0,config/portrait/speedranktouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang1/img_25_pkq@.png,config/portrait/simple/img_25_pkq@.png,config/big_hero/normal/img_25_pkq@.png,1.1,{y=30;x=-20},koudai_pikaqiu/hero_pikaqiu.skel,,config/big_hero/standby/img_25_pkq@.png,1.4,{y=-20;x=140},<924>,<921;922;923>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2,1,1,1.2,1,1,,,0,,0,<>,<>,<>,<>,<>,41.278,1.143,9.292,9.212,3.595,3.692,1.1,1.27,1.16,1.12,1.15,1.15,712,1000,400,1,1,1,233,195,80,91,0,0,46,300,15000,0,0,0,3000,0,10000,0,10000,300,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
93,Raichu,雷丘,雷丘,Raichu,Raichu,라이츄,Raichu,ไรชู,base,2,5,,FALSE,<>,{y=300;x=250},1000,0,93,0,config/portrait/speedranktouxiang/img_26_lq@.png,config/portrait/jinglingtouxiang/img_26_lq@.png,config/portrait/jinglingtouxiang1/img_26_lq@.png,config/portrait/simple/img_26_lq@.png,config/big_hero/normal/img_26_lq@.png,1,{y=30;x=30},koudai_leiqiu/hero_leiqiu.skel,,config/big_hero/standby/img_26_lq@.png,1.4,{y=-20;x=140},<934>,<931;932;933>,,,{lifePos={y=280;x=0};hitPos={y=130;x=0};headPos={y=240;x=0};namePos={y=280;x=0}},1,<>,0,2.6,1,1,1.56,1,1,,,0,,0,<>,<>,<>,<>,<>,44.28,1.197,10.173,10.173,3.724,3.98,1.18,1.33,1.27,1.16,1.27,1.24,1057,1000,400,1,1,1,325,325,97,129,0,0,54,300,15000,0,0,0,3000,0,10000,0,10000,300,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
101,Sandshrew,穿山鼠,穿山鼠,Sandshrew,Sandshrew,모래두지,Sandshrew,แซนด์,base,1,9,,FALSE,<>,{y=300;x=250},1000,0,101,0,config/portrait/speedranktouxiang/img_27_css@.png,config/portrait/jinglingtouxiang/img_27_css@.png,config/portrait/jinglingtouxiang1/img_27_css@.png,config/portrait/simple/img_27_css@.png,config/big_hero/normal/img_27_css@.png,0.95,{y=20;x=0},koudai_chuanshanshu/hero_chuanshanshu.skel,,config/big_hero/standby/img_27_css@.png,1.4,{y=-20;x=140},<>,<1011;1012;1013>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,1.6,1,1,0.96,1,1,,,0,,0,<>,<>,<>,<>,<>,40.152,0.936,9.131,7.93,3.756,3.242,1.07,1.04,1.14,1.17,0.99,1.01,692,1000,400,1,1,1,217,75,105,46,0,0,23,0,15000,0,100,0,3000,0,10000,0,10000,0,200,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
102,Sandslash,穿山王,穿山王,Sandslash,Sandslash,고지,Sandslash,แซนด์แพน,base,1,9,,FALSE,<>,{y=300;x=250},1000,0,102,0,config/portrait/speedranktouxiang/img_28_csw@.png,config/portrait/jinglingtouxiang/img_28_csw@.png,config/portrait/jinglingtouxiang1/img_28_csw@.png,config/portrait/simple/img_28_csw@.png,config/big_hero/normal/img_28_csw@.png,1,{y=10;x=10},koudai_chuanshanwang/hero_chuanshanwang.skel,,config/big_hero/standby/img_28_csw@.png,1.4,{y=0;x=100},<>,<1021;1022;1023>,,,{lifePos={y=320;x=0};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},1,<>,0,1.8,1,1,1.08,1,1,,,0,,0,<>,<>,<>,<>,<>,42.779,0.999,9.692,8.491,3.98,3.467,1.14,1.11,1.21,1.24,1.06,1.08,1016,1000,400,1,1,1,294,135,137,71,0,0,30,0,15000,0,100,0,3000,0,10000,0,10000,0,200,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
111,Nidoran♀,尼多兰,尼多蘭,Nidoran♀,Nidoran♀,니드런♀,Nidoran♀,นิโดรัน♀,base,1,8,,FALSE,<111>,{y=300;x=250},1000,0,111,0,config/portrait/speedranktouxiang/img_29_ndl@.png,config/portrait/jinglingtouxiang/img_29_ndl@.png,config/portrait/jinglingtouxiang1/img_29_ndl@.png,config/portrait/simple/img_29_ndl@.png,config/big_hero/normal/img_29_ndl@.png,1,{y=15;x=10},koudai_niduolan/hero_niduolan.skel,,config/big_hero/standby/img_29_ndl@.png,1.4,{y=-20;x=140},<>,<1111;1112;1113>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2.1,1,1,1.26,1,1,,,0,,0,<>,<>,<>,<>,<>,40.528,0.945,8.491,8.33,3.467,3.338,1.08,1.05,1.06,1.08,1.04,1.04,752,1000,400,1,1,1,140,122,68,55,0,0,23,0,15000,0,0,0,3000,0,10000,0,10000,100,200,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
112,Nidorina,尼多娜,尼多娜,Nidorina,Nidorina,니드리나,Nidorina,นิโดรีนา,base,1,8,,FALSE,<111>,{y=300;x=250},1000,0,112,0,config/portrait/speedranktouxiang/img_30_ndn@.png,config/portrait/jinglingtouxiang/img_30_ndn@.png,config/portrait/jinglingtouxiang1/img_30_ndn@.png,config/portrait/simple/img_30_ndn@.png,config/big_hero/normal/img_30_ndn@.png,1,{y=30;x=0},koudai_niduona/hero_niduona.skel,,config/big_hero/standby/img_30_ndn@.png,1.4,{y=-20;x=140},<>,<1121;1122;1123>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2.2,1,1,1.32,1,1,,,0,,0,<>,<>,<>,<>,<>,42.404,0.981,8.811,8.651,3.595,3.467,1.13,1.09,1.1,1.12,1.08,1.08,952,1000,400,1,1,1,180,161,84,71,0,0,27,0,15000,0,0,0,3000,0,10000,0,10000,100,200,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
113,Nidoqueen,尼多后,尼多后,Nidoqueen,Nidoqueen,니드퀸,Nidoqueen,นิโดควีน,base,1,8,9,FALSE,<111>,{y=300;x=250},1000,0,113,0,config/portrait/speedranktouxiang/img_31_ndh@.png,config/portrait/jinglingtouxiang/img_31_ndh@.png,config/portrait/jinglingtouxiang1/img_31_ndh@.png,config/portrait/simple/img_31_ndh@.png,config/big_hero/normal/img_31_ndh@.png,1,{y=10;x=0},koudai_niduohou/hero_niduohou.skel,,config/big_hero/standby/img_31_ndh@.png,1.4,{y=-20;x=140},<>,<1131;1132;1133>,,,{lifePos={y=330;x=0};hitPos={y=155;x=0};headPos={y=290;x=0};namePos={y=330;x=0}},1,<>,0,2.3,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,44.28,1.026,9.532,9.131,3.756,3.756,1.18,1.14,1.19,1.17,1.14,1.17,1226,1000,400,1,1,1,269,217,107,105,0,0,34,0,15000,0,0,0,3000,0,10000,0,10000,100,200,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
121,Nidoran♂,尼多朗,尼多朗,Nidoran♂,Nidoran♂,니드런♂,Nidoran♂,นิโดรัน♂,base,1,8,,FALSE,<121>,{y=300;x=250},1000,0,121,0,config/portrait/speedranktouxiang/img_32_ndl@.png,config/portrait/jinglingtouxiang/img_32_ndl@.png,config/portrait/jinglingtouxiang1/img_32_ndl@.png,config/portrait/simple/img_32_ndl@.png,config/big_hero/normal/img_32_ndl@.png,1,{y=10;x=-5},koudai_niduolang/hero_niduolang.skel,,config/big_hero/standby/img_32_ndl@.png,1.4,{y=-20;x=140},<>,<1211;1212;1213>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,39.777,0.963,8.731,8.33,3.338,3.338,1.06,1.07,1.09,1.04,1.04,1.04,644,1000,400,1,1,1,166,122,55,55,0,0,26,0,15000,0,0,150,3000,0,10000,0,10000,150,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
122,Nidorino,尼多力诺,尼多力諾,Nidorino,Nidorino,니드리노,Nidorino,นิโดรีโน,base,1,8,,FALSE,<121>,{y=300;x=250},1000,0,122,0,config/portrait/speedranktouxiang/img_33_ndln@.png,config/portrait/jinglingtouxiang/img_33_ndln@.png,config/portrait/jinglingtouxiang1/img_33_ndln@.png,config/portrait/simple/img_33_ndln@.png,config/big_hero/normal/img_33_ndln@.png,1,{y=20;x=15},koudai_niduolinuo/hero_niduolinuo.skel,,config/big_hero/standby/img_33_ndln@.png,1.4,{y=-20;x=140},<>,<1221;1222;1223>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2.2,1,1,1.32,1,1,,,0,,0,<>,<>,<>,<>,<>,41.278,0.999,9.051,8.651,3.499,3.467,1.1,1.11,1.13,1.09,1.08,1.08,830,1000,400,1,1,1,208,161,73,71,0,0,30,0,15000,0,0,150,3000,0,10000,0,10000,150,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
123,Nidoking,尼多王,尼多王,Nidoking,Nidoking,니드킹,Nidoking,นิโดคิง,base,1,8,9,FALSE,<121>,{y=300;x=250},1000,0,123,0,config/portrait/speedranktouxiang/img_34_ndw@.png,config/portrait/jinglingtouxiang/img_34_ndw@.png,config/portrait/jinglingtouxiang1/img_34_ndw@.png,config/portrait/simple/img_34_ndw@.png,config/big_hero/normal/img_34_ndw@.png,1.2,{y=-20;x=15},koudai_niduowang/hero_niduowang.skel,,config/big_hero/standby/img_34_ndw@.png,1.4,{y=-20;x=140},<>,<1231;1232;1233>,,,{lifePos={y=340;x=0};hitPos={y=160;x=0};headPos={y=300;x=0};namePos={y=340;x=0}},1,<>,0,2.5,1,1,1.56,1,1,,,0,,0,<>,<>,<>,<>,<>,43.53,1.053,9.772,9.372,3.692,3.659,1.16,1.17,1.22,1.15,1.17,1.14,1102,1000,400,1,1,1,301,247,96,93,0,0,37,0,15000,0,0,150,3000,0,10000,0,10000,150,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
131,Cleffa,皮宝宝,皮寶寶,Cleffa,Cleffa,삐,Cleffa,พี,base,2,18,,FALSE,<>,{y=300;x=250},1000,0,131,0,config/portrait/speedranktouxiang/img_173_pbb@.png,config/portrait/jinglingtouxiang/img_173_pbb@.png,config/portrait/jinglingtouxiang1/img_173_pbb@.png,config/portrait/simple/img_173_pbb@.png,config/big_hero/normal/img_173_pbb@.png,0.8,{y=30;x=30},koudai_pibaobao/hero_pibaobao.skel,,config/big_hero/standby/img_173_pbb@.png,1.4,{y=0;x=150},<>,<1311;1312;1313>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2.3,1,1,1.38,1,1,,,0,,0,<>,<>,<>,<>,<>,43.154,0.936,8.571,9.051,3.467,3.724,1.15,1.04,1.07,1.08,1.13,1.16,915,1000,400,1,1,1,125,180,66,97,0,0,20,0,15000,0,100,0,3000,0,10000,0,10000,200,300,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
132,Clefairy,皮皮,皮皮,Clefairy,Clefairy,삐삐,Clefairy,ピッピ,base,2,18,,FALSE,<>,{y=300;x=250},1000,0,132,0,config/portrait/speedranktouxiang/img_35_pp@.png,config/portrait/jinglingtouxiang/img_35_pp@.png,config/portrait/jinglingtouxiang1/img_35_pp@.png,config/portrait/simple/img_35_pp@.png,config/big_hero/normal/img_35_pp@.png,1,{y=20;x=5},koudai_pipi/hero_pipi.skel,,config/big_hero/standby/img_35_pp@.png,1.4,{y=-20;x=140},<>,<1321;1322;1323>,,,{lifePos={y=260;x=0};hitPos={y=120;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,2.3,1,1,1.38,1,1,,,0,,0,<>,<>,<>,<>,<>,45.406,0.99,9.051,9.452,3.659,3.82,1.21,1.1,1.13,1.14,1.18,1.19,1206,1000,400,1,1,1,180,226,89,109,0,0,26,0,15000,0,100,0,3000,0,10000,0,10000,200,300,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
133,Clefable,皮可西,皮可西,Clefable,Clefable,픽시,Clefable,พิกซี่,base,2,18,,FALSE,<>,{y=300;x=250},1000,0,133,0,config/portrait/speedranktouxiang/img_36_pkx@.png,config/portrait/jinglingtouxiang/img_36_pkx@.png,config/portrait/jinglingtouxiang1/img_36_pkx@.png,config/portrait/simple/img_36_pkx@.png,config/big_hero/normal/img_36_pkx@.png,1.1,{y=5;x=15},koudai_pikexi/hero_pikexi.skel,,config/big_hero/standby/img_36_pkx@.png,1.4,{y=-20;x=140},<>,<1331;1332;1333>,,,{lifePos={y=260;x=0};hitPos={y=120;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,2.3,1,1,1.38,1,1,,,0,,0,<>,<>,<>,<>,<>,48.033,1.062,9.692,10.253,3.916,4.077,1.28,1.18,1.21,1.22,1.28,1.27,1601,1000,400,1,1,1,257,342,120,143,0,0,34,0,15000,0,100,0,3000,0,10000,0,10000,200,300,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
151,Igglybuff,宝宝丁,寶寶丁,Igglybuff,Igglybuff,푸푸린,Igglybuff,พูพูริน,base,2,1,18,FALSE,<>,{y=300;x=250},1000,0,151,0,config/portrait/speedranktouxiang/img_174_bbd@.png,config/portrait/jinglingtouxiang/img_174_bbd@.png,config/portrait/jinglingtouxiang1/img_174_bbd@.png,config/portrait/simple/img_174_bbd@.png,config/big_hero/normal/img_174_bbd@.png,1.5,{y=10;x=-20},koudai_baobaoding/hero_baobaoding.skel,,config/big_hero/standby/img_174_bbd@.png,1.4,{y=0;x=100},<>,<1511;1512;1513>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2.3,1,1,1.1,1,1,,,0,,0,<>,<>,<>,<>,<>,44.28,0.873,8.09,8.33,3.114,3.178,1.18,0.97,1.01,0.97,1.04,0.99,1226,1000,400,1,1,1,98,122,32,36,0,0,16,0,15000,200,0,0,3000,0,10000,0,10000,0,400,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
152,Jigglypuff,胖丁,胖丁,Jigglypuff,Jigglypuff,푸린,Jigglypuff,พูริน,base,2,1,18,FALSE,<>,{y=300;x=250},1000,0,152,0,config/portrait/speedranktouxiang/img_39_pd@.png,config/portrait/jinglingtouxiang/img_39_pd@.png,config/portrait/jinglingtouxiang1/img_39_pd@.png,config/portrait/simple/img_39_pd@.png,config/big_hero/normal/img_39_pd@.png,1.4,{y=25;x=-75},koudai_pangding/hero_pangding.skel,,config/big_hero/standby/img_39_pd@.png,1.4,{y=0;x=100},<>,<1521;1522;1523>,,,{lifePos={y=260;x=0};hitPos={y=120;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,2.3,1,1,1.2,1,1,,,0,,0,<>,<>,<>,<>,<>,46.907,0.891,8.491,8.491,3.178,3.21,1.25,0.99,1.06,0.99,1.06,1,1607,1000,400,1,1,1,135,135,36,41,0,0,17,0,15000,200,0,0,3000,0,10000,0,10000,0,400,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
153,Wigglytuff,胖可丁,胖可丁,Wigglytuff,Wigglytuff,푸크린,Wigglytuff,พูคุริน,base,2,1,18,FALSE,<>,{y=300;x=250},1000,0,153,0,config/portrait/speedranktouxiang/img_40_pkd@.png,config/portrait/jinglingtouxiang/img_40_pkd@.png,config/portrait/jinglingtouxiang1/img_40_pkd@.png,config/portrait/simple/img_40_pkd@.png,config/big_hero/normal/img_40_pkd@.png,1.4,{y=25;x=-15},koudai_pangkeding/hero_pangkeding.skel,,config/big_hero/standby/img_40_pkd@.png,1.4,{y=0;x=100},<>,<1531;1532;1533>,,,{lifePos={y=280;x=0};hitPos={y=140;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,2.3,1,1,1.38,1,1,,,0,,0,<>,<>,<>,<>,<>,49.534,0.954,9.051,9.372,3.403,3.435,1.32,1.06,1.13,1.06,1.17,1.07,2022,1000,400,1,1,1,203,247,61,66,0,0,24,0,15000,200,0,0,3000,0,10000,0,10000,0,400,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
