变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,cardID,itemID,roleID,skinID,languages,unlockDesc,unlockDesc_tw,unlockDesc_en,unlockDesc_vn,unlockDesc_kr,unlockDesc_pt,unlockDesc_th
923,怪盗·达克莱伊,怪盜·達克萊伊,Phantom Thief - Darkrai,Siêu trộm - Darkrai,괴도·다크라이,Ladrão Fantasma - Darkrai,จอมโจร·ดาร์กไร,config/portrait/speedranktouxiang/img_491_dklygd@.png,,,,104,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
924,街头拳手·飞天螳螂,街頭拳手·飛天螳螂,Street Fighter - Scyther,Võ sĩ đường phố - Scyther,스트리트 파이터·스라크,Lutador de Rua - Scyther,นักสู้ข้างถนน·สไตรค์,config/portrait/speedranktouxiang/img_212_jqtljtqs@.png,,,,105,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
925,大奶罐·2021,大奶罐·2021,Miltank - 2021,Miltank - 2021,밀탱크·2021,Miltank - 2021,มิลแทงค์·2021,config/portrait/toptouxiang/img_dng.png,,2321,,,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
926,红包拿来,紅包拿來,Give Me Red Packet,Lì xì đây,세뱃돈 주세요,Me Dê o Envelope Vermelho,ขออั่งเปาหน่อย,config/portrait/toptouxiang/icon_2021year@.png,,2322,,,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
927,终成眷属·2021,終成眷屬·2021,Finally Together - 2021,Cuối cùng cũng thành đôi - 2021,마침내 부부가 되다·2021,Finalmente Juntos - 2021,สมหวังในรัก·2021,config/portrait/toptouxiang/icon_qrj_tx.png,,2323,,,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
928,鱼龙夜舞·沙奈朵,魚龍夜舞·沙奈朵,Fish Dragon Night Dance - Gardevoir,Điệu múa đêm Ngư Long - Gardevoir,어룡야무·가디안,Dança Noturna do Dragão-Peixe - Gardevoir,ระบำมังกรปลาใต้แสงจันทร์·เซอร์ไนท์,config/portrait/speedranktouxiang/img_282_sndyx@.png,,,,106,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
929,1周年·皮卡丘,1週年·皮卡丘,1st Anniversary - Pikachu,Kỷ niệm 1 năm - Pikachu,1주년·피카츄,1º Aniversário - Pikachu,ครบรอบ 1 ปี·พิคาชู,config/portrait/toptouxiang/img_pkq_znq.png,,2324,,,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
930,搬砖喵喵,搬磚喵喵,Brick-moving Meowth,Meowth khuân vác,벽돌 나르는 나옹,Meowth Carregador de Tijolos,เนียสใช้แรงงาน,config/portrait/toptouxiang/icon_wy_tx.png,,2325,,,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
931,六一·顽皮熊猫,六一·頑皮熊貓,Children's Day - Pancham,1/6 - Pancham,어린이날·판짱,Dia das Crianças - Pancham,1 มิ.ย.·ยันชัม,config/portrait/toptouxiang/img_lyetj.png,,2326,,,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
932,粽叶童子,粽葉童子,Zongzi-leaf Lotad,Lá bánh chưng Lotad,쫑쯔잎 연꽃몬,Lotad Folha de Zongzi,ฮัซโบใบจ่าง,config/portrait/toptouxiang/icon_dwj2_tx.png,,2327,,,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
933,西域魔灵·惩戒胡帕,西域魔靈·懲戒胡帕,Western Regions Demon Spirit - Hoopa Confined,Linh hồn Ma quỷ Tây Vực - Hoopa Confined,서역 마령·굴레에 빠진 후파,Espírito Demoníaco das Regiões Ocidentais - Hoopa Confined,ภูตมารแดนตะวันตก·ฮูปาผนึก,config/portrait/speedranktouxiang/img_720_cjhppf@.png,,,,108,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
934,夏日·皮卡丘,夏日·皮卡丘,Summer - Pikachu,Mùa hè - Pikachu,여름·피카츄,Verão - Pikachu,ฤดูร้อน·พิคาชู,config/portrait/toptouxiang/img_xrj1@.png,,2328,,,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
935,夏日·杰尼龟,夏日·傑尼龜,Summer - Squirtle,Mùa hè - Squirtle,여름·꼬부기,Verão - Squirtle,ฤดูร้อน·เซนิกาเมะ,config/portrait/toptouxiang/img_xrj2@.png,,2329,,,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
936,火球鼠·中秋,火球鼠·中秋,Cyndaquil - Mid-Autumn,Cyndaquil - Trung thu,브케인·추석,Cyndaquil - Meio do Outono,ฮิโนอาราชิ·ไหว้พระจันทร์,config/portrait/toptouxiang/icon_zqj_tx.png,,2330,,,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
937,盛典·卡拉卡拉,盛典·卡拉卡拉,Festival - Cubone,Lễ hội - Cubone,축전·탕구리,Festival - Cubone,เทศกาล·คาระคาระ,config/portrait/toptouxiang/icon_21gq_tx.png,,2331,,,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
938,银霄战甲,銀霄戰甲,Silver Firmament Armor,Giáp bạc Ngân Tiêu,은소전갑,Armadura do Firmamento de Prata,เกราะรบเงินนภา,config/portrait/speedranktouxiang/img_384_cjlkzpf@.png,,,,111,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
939,街头滑板,街頭滑板,Street Skateboard,Ván trượt đường phố,스트리트 스케이트보드,Skate de Rua,สเก็ตบอร์ดข้างถนน,config/portrait/speedranktouxiang/img_448_lklopf@.png,,,,109,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
940,时间侠盗,時間俠盜,Time Thief,Đạo tặc thời gian,시간의 도적,Ladrão do Tempo,จอมโจรแห่งเวลา,config/portrait/speedranktouxiang/img_251_slbpf@.png,,,,110,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
941,幽灵船长,幽靈船長,Ghost Captain,Thuyền trưởng ma,유령 선장,Capitão Fantasma,กัปตันเรือผี,config/portrait/speedranktouxiang/img_94_ggpf@.png,,,,112,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
942,圣诞老人,聖誕老人,Santa Claus,Ông già Noel,산타클로스,Papai Noel,ซานตาคลอส,config/portrait/speedranktouxiang/img_65_cjhdpf@.png,,,,113,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
943,月下蔷薇,月下薔薇,Rose Under the Moon,Hồng dưới trăng,달빛 아래 장미,Rosa Sob o Luar,กุหลาบใต้แสงจันทร์,config/portrait/speedranktouxiang/img_475_cjalldpf@.png,,,,114,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
944,阿拉丁,阿拉丁,Aladdin,Aladdin,알라딘,Aladim,อะลาดิน,config/portrait/speedranktouxiang/img_477_hymlpf@.png,,,,115,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
945,大鱼海棠,大魚海棠,Big Fish & Begonia,Cá lớn và Hải đường,큰 물고기와 해당화,Big Fish & Begonia,ปลาใหญ่และดอกไห่ถัง,config/portrait/speedranktouxiang/img_382_ysgokpf@.png,,,,116,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
946,魔法星使,魔法星使,Magic Star Emissary,Sứ giả Sao phép thuật,마법의 별 사자,Emissário da Estrela Mágica,ทูตดวงดาวเวทมนตร์,config/portrait/speedranktouxiang/img_385_jlqpf@.png,,,,117,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
947,超级路卡利欧皮肤,超級路卡利歐 (皮膚),Mega Lucario Skin,Trang phục Mega Lucario,메가루카리오 스킨,Skin do Mega Lucario,สกินเมก้าลูคาริโอ,config/portrait/speedranktouxiang/img_448_cjlklopf@.png,,,,118,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
948,梦华秋月,夢華秋月,Dreamy Autumn Moon,Mộng hoa Thu nguyệt,꿈결 같은 가을 달,Lua de Outono dos Sonhos,จันทร์กระจ่างในฝัน,config/portrait/speedranktouxiang/img_488_klslypf@.png,,,,119,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
949,歌剧魅影,歌劇魅影,The Phantom of the Opera,Bóng ma nhà hát,오페라의 유령,O Fantasma da Ópera,แฟนธอมออฟดิโอเปร่า,config/portrait/speedranktouxiang/img_490_mnfpf@.png,,,,120,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
950,胜利武装,勝利武裝,Victory Armament,Vũ trang chiến thắng,승리의 무장,Armamento da Vitória,อาวุธแห่งชัยชนะ,config/portrait/speedranktouxiang/img_494_bktnpf@.png,,,,121,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
951,七彩神鹿,七彩神鹿,Seven-Colored Divine Deer,Thần lộc bảy màu,일곱 빛깔 신록,Cervo Divino das Sete Cores,กวางเทพเจ็ดสี,config/portrait/speedranktouxiang/img_716_zenyspf@.png,,,,122,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
952,乐动星使,樂動星使,Music Star Emissary,Sứ giả Sao âm nhạc,음악의 별 사자,Emissário da Estrela Musical,ทูตดวงดาวเริงระบำ,config/portrait/speedranktouxiang/img_801_mjynpf@.png,,,,123,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
953,夜幕影忍,夜幕影忍,Night's Shadow Ninja,Nhẫn giả bóng đêm,밤의 그림자 닌자,Ninja da Sombra Noturna,เงานินจายามราตรี,config/portrait/speedranktouxiang/img_802_mxdpf2@.png,,,,124,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
954,霓虹闪电,霓虹閃電,Neon Lightning,Sét Neon,네온 번개,Relâmpago de Neon,สายฟ้าสีนีออน,config/portrait/speedranktouxiang/img_807_jlalpf@.png,,,,125,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
955,美录坦皮肤,美錄坦 (皮膚),Meltan Skin,Trang phục Meltan,멜탄 스킨,Skin do Meltan,สกินเมลตัน,config/portrait/speedranktouxiang/img_808_mltpf@.png,,,,126,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
956,圣翼红莲,聖翼紅蓮,Sacred Wing Crimson Lotus,Sen đỏ Cánh thánh,성스러운 날개 홍련,Lótus Carmesim da Asa Sagrada,บัวแดงปีกศักดิ์สิทธิ์,config/portrait/speedranktouxiang/img_25_xzpkqpf@.png,,,,127,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
957,烈焰机甲,烈焰機甲,Flame Mech,Giáp lửa rực cháy,화염 메카,Mecha de Chamas,เกราะจักรกลเพลิง,config/portrait/speedranktouxiang/img_383_cjgldpf@.png,,,,128,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
958,月满花繁,月滿花繁,Moon Full and Flowers Bloom,Trăng tròn hoa nở,달 밝고 꽃 만발,Lua Cheia e Flores em Plenitude,จันทร์เต็มดวงดอกไม้บาน,config/portrait/speedranktouxiang/img_792_lnylpf@.png,,,,129,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
959,暗曜磁暴,暗曜磁暴,Dark-曜 Magnetic Storm,Từ bão hắc ám,어두운 자기 폭풍,Tempestade Magnética da Escuridão,พายุแม่เหล็กทมิฬ,config/portrait/speedranktouxiang/img_791_sejlopf@.png,,,,130,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
960,偶像歌姬·歌声,偶像歌姬·歌聲,Idol Diva - Aria,Ca sĩ thần tượng - Aria,아이돌 디바·보이스,Diva Ídolo - Ária,ไอดอลดีว่า·เสียงเพลง,config/portrait/speedranktouxiang/img_648_mlytpfgsxt@.png,,,,131,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
961,偶像歌姬·舞步,偶像歌姬·舞步,Idol Diva - Pirouette,Ca sĩ thần tượng - Pirouette,아이돌 디바·스텝,Diva Ídolo - Pirueta,ไอดอลดีว่า·สเต็ป,config/portrait/speedranktouxiang/img_648_mlytpfwbxt@.png,,,,132,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
962,玄音余韵,玄音餘韻,Mystic Sound's Echo,Dư âm huyền bí,현묘한 여운,Eco do Som Misterioso,เสียงสะท้อนทิพย์,config/portrait/speedranktouxiang/img_797_thhypf@.png,,,,133,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
963,煞行破邪,煞行破邪,Evil-Slaying Strike,Trừ tà diệt ác,악을 물리치다,Golpe que Extermina o Mal,ทำลายล้างปีศาจ,config/portrait/speedranktouxiang/img_248_sgcjbjlspf@.png,,,,134,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
964,誓约之剑,誓約之劍,Sacred Sword,Thánh kiếm,맹세의 검,Espada Sagrada,ดาบแห่งคำสัตย์,config/portrait/speedranktouxiang/img_719_cjdaxpf@.png,,,,135,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
965,星际追击,星際追擊,Interstellar Pursuit,Truy đuổi giữa các vì sao,인터스텔라 추격,Perseguição Interestelar,ไล่ล่าข้ามดวงดาว,config/portrait/speedranktouxiang/img_151_qymh_pf@.png,,,,136,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
966,沙漠死神,沙漠死神,Desert Grim Reaper,Tử thần sa mạc,사막의 사신,Ceifador do Deserto,ยมทูตทะเลทราย,config/portrait/speedranktouxiang/img_800_nklzmpf@.png,,,,137,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
967,太极如御,太極如御,Tai Chi as Defense,Thái Cực như Phòng ngự,태극 같은 방어,Tai Chi como Defesa,ไทเก็กคือการป้องกัน,config/portrait/speedranktouxiang/img_889_zmrtpf@.png,,,,138,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
968,魅惑女巫,魅惑女巫,Enchanting Witch,Phù thủy quyến rũ,매혹의 마녀,Bruxa Encantadora,แม่มดเจ้าเสน่ห์,config/portrait/speedranktouxiang/img_282_sgsnd@.png,,,,139,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
969,夏日清凉,夏日清涼,Summer Cool,Mát mẻ mùa hè,시원한 여름,Frescor de Verão,เย็นฉ่ำรับร้อน,config/portrait/speedranktouxiang/img_282_sgcjsndyz@.png,,,,140,,获得头像后可使用,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
