变量名,huodongID,level,needExp,normalAward,eliteAward,specialAward,texiao
2085,1003,85,100,{gold=1000000},{gold=2000000},0,<>
2086,1003,86,100,{2103=5},{2103=10;941=1},0,<>
2087,1003,87,100,{902=10},{602=10},0,<>
2088,1003,88,100,{850=300},{851=150;502=3},0,<>
2089,1003,89,100,{rmb=100},{rmb=200},0,<>
2090,1003,90,100,{6251=25},{6251=50;604=30},1,<1;2;3>
2091,1003,91,100,{503=2},{519=2},0,<>
2092,1003,92,100,{14=30},{500=1;talent_point=5},0,<>
2093,1003,93,100,{5000=50},{930=50},0,<>
2094,1003,94,100,{451=120},{502=3;452=60},0,<>
2095,1003,95,100,{gold=1000000},{gold=2000000},0,<>
2096,1003,96,100,{2103=5},{2103=10;941=1},0,<>
2097,1003,97,100,{902=10},{602=10},0,<>
2098,1003,98,100,{850=300},{851=150;502=3},0,<>
2099,1003,99,100,{rmb=100},{rmb=200},0,<>
2100,1003,100,100,{card={id=9002}},{521=2;card={id=4023}},1,<1;2;3>
2101,1003,101,100,{503=2},{519=2},0,<>
2102,1003,102,100,{14=30},{500=1;talent_point=5},0,<>
2103,1003,103,100,{5000=50},{930=50},0,<>
2104,1003,104,100,{451=120},{502=3;452=60},0,<>
2105,1003,105,100,{gold=1000000},{gold=2000000},0,<>
2106,1003,106,100,{2103=5},{2103=10;941=1},0,<>
2107,1003,107,100,{902=10},{602=10},0,<>
2108,1003,108,100,{850=300},{851=150;502=3},0,<>
2109,1003,109,100,{rmb=100},{rmb=200},0,<>
2110,1003,110,100,{502=2},{521=2},1,<1;2>
2111,1003,111,100,{503=2},{519=2},0,<>
2112,1003,112,100,{14=30},{500=1;talent_point=5},0,<>
2113,1003,113,100,{5000=50},{930=50},0,<>
2114,1003,114,100,{451=120},{502=3;452=60},0,<>
2115,1003,115,100,{gold=1000000},{gold=2000000},0,<>
2116,1003,116,100,{2103=5},{2103=10;941=1},0,<>
2117,1003,117,100,{902=10},{602=10},0,<>
2118,1003,118,100,{850=300},{851=150;502=3},0,<>
2119,1003,119,100,{rmb=100},{rmb=200},0,<>
2120,1003,120,100,{502=2},{521=2},1,<1;2>
2121,1003,121,100,{503=2},{519=2},0,<>
2122,1003,122,100,{14=30},{500=1;talent_point=5},0,<>
2123,1003,123,100,{5000=50},{930=50},0,<>
2124,1003,124,100,{451=120},{502=3;452=60},0,<>
2125,1003,125,100,{gold=1000000},{gold=2000000},0,<>
2126,1003,126,100,{2103=5},{2103=10;941=1},0,<>
2127,1003,127,100,{902=10},{602=10},0,<>
2128,1003,128,100,{850=300},{851=150;502=3},0,<>
2129,1003,129,100,{rmb=100},{rmb=200},0,<>
2130,1003,130,100,{502=2},{521=2},1,<1;2>
2131,1003,131,100,{503=2},{519=2},0,<>
2132,1003,132,100,{14=30},{500=1;talent_point=5},0,<>
2133,1003,133,100,{5000=50},{930=50},0,<>
2134,1003,134,100,{451=120},{502=3;452=60},0,<>
2135,1003,135,100,{gold=1000000},{gold=2000000},0,<>
2136,1003,136,100,{2103=5},{2103=10;941=1},0,<>
2137,1003,137,100,{902=10},{602=10},0,<>
2138,1003,138,100,{850=300},{851=150;502=3},0,<>
2139,1003,139,100,{rmb=100},{rmb=200},0,<>
2140,1003,140,100,{502=2},{521=2},1,<1;2>
2141,1003,141,100,{503=2},{519=2},0,<>
2142,1003,142,100,{14=30},{500=1;talent_point=5},0,<>
2143,1003,143,100,{5000=50},{930=50},0,<>
2144,1003,144,100,{451=120},{502=3;452=60},0,<>
2145,1003,145,100,{gold=1000000},{gold=2000000},0,<>
2146,1003,146,100,{2103=5},{2103=10;941=1},0,<>
2147,1003,147,100,{902=10},{602=10},0,<>
2148,1003,148,100,{850=300},{851=150;502=3},0,<>
2149,1003,149,100,{rmb=100},{rmb=200},0,<>
2150,1003,150,100,{502=2},{521=200;card={id=7111}},1,<1;2>
2501,1004,1,100,{2072=1},{521=888;539=888},0,<>
2502,1004,2,100,{14=15},{500=1;talent_point=5},0,<>
2503,1004,3,100,{5000=25},{930=50},0,<>
2504,1004,4,100,{451=60},{502=3;452=60},0,<>
2505,1004,5,100,{gold=500000},{gold=2000000},0,<>
2506,1004,6,100,{2103=2},{2103=10;941=1},0,<>
2507,1004,7,100,{902=5},{602=10},0,<>
2508,1004,8,100,{850=150},{851=150;502=3},0,<>
2509,1004,9,100,{520=1},{rmb=200},0,<>
2510,1004,10,100,{rmb=100},{6251=10;501=3},1,<1;2>
2511,1004,11,100,{503=1},{519=2},0,<>
2512,1004,12,100,{14=15},{500=1;talent_point=5},0,<>
2513,1004,13,100,{5000=25},{930=50},0,<>
2514,1004,14,100,{451=60},{502=3;452=60},0,<>
2515,1004,15,100,{gold=500000},{gold=2000000},0,<>
2516,1004,16,100,{2103=3},{2103=10;941=1},0,<>
2517,1004,17,100,{902=5},{602=10},0,<>
2518,1004,18,100,{850=150},{851=150;502=3},0,<>
2519,1004,19,100,{520=1},{rmb=200},0,<>
2520,1004,20,100,{6253=5},{2209=1;503=10},1,<1;2;3>
2521,1004,21,100,{503=1},{519=2},0,<>
2522,1004,22,100,{14=15},{500=1;talent_point=5},0,<>
2523,1004,23,100,{5000=25},{930=50},0,<>
2524,1004,24,100,{451=60},{502=3;452=60},0,<>
2525,1004,25,100,{gold=500000},{gold=2000000},0,<>
2526,1004,26,100,{2103=2},{2103=10;941=1},0,<>
2527,1004,27,100,{902=5},{602=10},0,<>
2528,1004,28,100,{850=150},{851=150;502=3},0,<>
2529,1004,29,100,{520=1},{rmb=200},0,<>
2530,1004,30,100,{rmb=100},{6251=20;502=5},1,<1;2>
2531,1004,31,100,{503=1},{519=2},0,<>
2532,1004,32,100,{14=15},{500=1;talent_point=5},0,<>
2533,1004,33,100,{5000=25},{930=50},0,<>
2534,1004,34,100,{451=60},{502=3;452=60},0,<>
2535,1004,35,100,{gold=500000},{gold=2000000},0,<>
2536,1004,36,100,{2103=3},{2103=10;941=1},0,<>
2537,1004,37,100,{902=5},{602=10},0,<>
2538,1004,38,100,{850=150},{851=150;502=3},0,<>
2539,1004,39,100,{520=1},{rmb=200},0,<>
2540,1004,40,100,{2472=1},{6050=1;527=10},1,<1;2;3>
2541,1004,41,100,{503=1},{519=2},0,<>
2542,1004,42,100,{14=15},{500=1;talent_point=5},0,<>
2543,1004,43,100,{5000=25},{930=50},0,<>
2544,1004,44,100,{451=60},{502=3;452=60},0,<>
2545,1004,45,100,{gold=500000},{gold=2000000},0,<>
2546,1004,46,100,{2103=2},{2103=10;941=1},0,<>
2547,1004,47,100,{902=5},{602=10},0,<>
2548,1004,48,100,{850=150},{851=150;502=3},0,<>
2549,1004,49,100,{520=1},{rmb=200},0,<>
2550,1004,50,100,{rmb=100},{521=2;card={id=3271}},1,<1;2>
2551,1004,51,100,{503=1},{519=2},0,<>
2552,1004,52,100,{14=15},{500=1;talent_point=5},0,<>
2553,1004,53,100,{5000=25},{930=50},0,<>
2554,1004,54,100,{451=60},{502=3;452=60},0,<>
2555,1004,55,100,{gold=500000},{gold=2000000},0,<>
2556,1004,56,100,{2103=3},{2103=10;941=1},0,<>
2557,1004,57,100,{902=5},{602=10},0,<>
2558,1004,58,100,{850=150},{851=150;502=3},0,<>
2559,1004,59,100,{520=1},{rmb=200},0,<>
2560,1004,60,100,{6253=10},{6050=1;527=10},1,<1;2;3>
2561,1004,61,100,{503=1},{519=2},0,<>
2562,1004,62,100,{14=15},{500=1;talent_point=5},0,<>
2563,1004,63,100,{5000=25},{930=50},0,<>
2564,1004,64,100,{451=60},{502=3;452=60},0,<>
2565,1004,65,100,{gold=500000},{gold=2000000},0,<>
2566,1004,66,100,{2103=2},{2103=10;941=1},0,<>
2567,1004,67,100,{902=5},{602=10},0,<>
2568,1004,68,100,{850=150},{851=150;502=3},0,<>
2569,1004,69,100,{520=1},{rmb=200},0,<>
2570,1004,70,100,{rmb=100},{6251=40;501=3},1,<1;2>
2571,1004,71,100,{503=1},{519=2},0,<>
2572,1004,72,100,{14=15},{500=1;talent_point=5},0,<>
2573,1004,73,100,{5000=25},{930=50},0,<>
2574,1004,74,100,{451=60},{502=3;452=60},0,<>
2575,1004,75,100,{gold=500000},{gold=2000000},0,<>
2576,1004,76,100,{2103=3},{2103=10;941=1},0,<>
2577,1004,77,100,{902=5},{602=10},0,<>
2578,1004,78,100,{850=150},{851=150;502=3},0,<>
2579,1004,79,100,{520=1},{rmb=200},0,<>
2580,1004,80,100,{527=5},{942=1;2103=50},1,<1;2;3>
2581,1004,81,100,{503=1},{519=2},0,<>
2582,1004,82,100,{14=15},{500=1;talent_point=5},0,<>
2583,1004,83,100,{5000=25},{930=50},0,<>
2584,1004,84,100,{451=60},{502=3;452=60},0,<>
2585,1004,85,100,{gold=500000},{gold=2000000},0,<>
2586,1004,86,100,{2103=2},{2103=10;941=1},0,<>
2587,1004,87,100,{902=5},{602=10},0,<>
2588,1004,88,100,{850=150},{851=150;502=3},0,<>
2589,1004,89,100,{520=1},{rmb=200},0,<>
2590,1004,90,100,{rmb=100},{6251=50;604=30},1,<1;2>
2591,1004,91,100,{503=1},{519=2},0,<>
2592,1004,92,100,{14=15},{500=1;talent_point=5},0,<>
2593,1004,93,100,{5000=25},{930=50},0,<>
2594,1004,94,100,{451=60},{502=3;452=60},0,<>
2595,1004,95,100,{gold=500000},{gold=2000000},0,<>
2596,1004,96,100,{2103=3},{2103=10;941=1},0,<>
2597,1004,97,100,{902=5},{602=10},0,<>
2598,1004,98,100,{850=150},{851=150;502=3},0,<>
2599,1004,99,100,{520=1},{rmb=200},0,<>
2600,1004,100,100,{6253=15},{521=2;card={id=4101}},1,<1;2;3>
2601,1004,101,100,{503=1},{519=2},0,<>
2602,1004,102,100,{14=15},{500=1;talent_point=5},0,<>
2603,1004,103,100,{5000=25},{930=50},0,<>
2604,1004,104,100,{451=60},{502=3;452=60},0,<>
2605,1004,105,100,{gold=500000},{gold=2000000},0,<>
2606,1004,106,100,{2103=2},{2103=10;941=1},0,<>
2607,1004,107,100,{902=5},{602=10},0,<>
2608,1004,108,100,{850=150},{851=150;502=3},0,<>
2609,1004,109,100,{520=1},{rmb=200},0,<>
2610,1004,110,100,{rmb=100},{521=2},1,<1;2>
2611,1004,111,100,{503=1},{519=2},0,<>
2612,1004,112,100,{14=15},{500=1;talent_point=5},0,<>
2613,1004,113,100,{5000=25},{930=50},0,<>
2614,1004,114,100,{451=60},{502=3;452=60},0,<>
2615,1004,115,100,{gold=500000},{gold=2000000},0,<>
2616,1004,116,100,{2103=3},{2103=10;941=1},0,<>
2617,1004,117,100,{902=5},{602=10},0,<>
2618,1004,118,100,{850=150},{851=150;502=3},0,<>
2619,1004,119,100,{520=1},{rmb=200},0,<>
2620,1004,120,100,{527=5},{521=2},1,<1;2;3>
2621,1004,121,100,{503=1},{519=2},0,<>
2622,1004,122,100,{14=15},{500=1;talent_point=5},0,<>
2623,1004,123,100,{5000=25},{930=50},0,<>
2624,1004,124,100,{451=60},{502=3;452=60},0,<>
2625,1004,125,100,{gold=500000},{gold=2000000},0,<>
2626,1004,126,100,{2103=2},{2103=10;941=1},0,<>
2627,1004,127,100,{902=5},{602=10},0,<>
2628,1004,128,100,{850=150},{851=150;502=3},0,<>
2629,1004,129,100,{520=1},{rmb=200},0,<>
2630,1004,130,100,{rmb=100},{521=2},1,<1;2>
2631,1004,131,100,{503=1},{519=2},0,<>
2632,1004,132,100,{14=15},{500=1;talent_point=5},0,<>
2633,1004,133,100,{5000=25},{930=50},0,<>
2634,1004,134,100,{451=60},{502=3;452=60},0,<>
2635,1004,135,100,{gold=500000},{gold=2000000},0,<>
2636,1004,136,100,{2103=3},{2103=10;941=1},0,<>
2637,1004,137,100,{902=5},{602=10},0,<>
2638,1004,138,100,{850=150},{851=150;502=3},0,<>
2639,1004,139,100,{520=1},{rmb=200},0,<>
2640,1004,140,100,{6253=20},{521=2},1,<1;2;3>
2641,1004,141,100,{503=1},{519=2},0,<>
2642,1004,142,100,{14=15},{500=1;talent_point=5},0,<>
2643,1004,143,100,{5000=25},{930=50},0,<>
2644,1004,144,100,{451=60},{502=3;452=60},0,<>
2645,1004,145,100,{gold=500000},{gold=2000000},0,<>
2646,1004,146,100,{2103=2},{2103=10;941=1},0,<>
2647,1004,147,100,{902=5},{602=10},0,<>
2648,1004,148,100,{850=150},{851=150;502=3},0,<>
2649,1004,149,100,{520=1},{rmb=200},0,<>
2650,1004,150,100,{rmb=100},{521=200;card={id=3601}},1,<1;2>
2651,1004,151,100,{503=1},{519=1},0,<>
2652,1004,152,100,{14=15},{talent_point=3;515=2},0,<>
2653,1004,153,100,{5000=25},{930=25},0,<>
2654,1004,154,100,{451=60},{502=2;452=30},0,<>
2655,1004,155,100,{gold=500000},{gold=1000000},0,<>
2656,1004,156,100,{2103=3},{2103=5;941=1},0,<>
2657,1004,157,100,{902=5},{602=5},0,<>
2658,1004,158,100,{850=150},{851=75;502=2},0,<>
2659,1004,159,100,{520=1},{4000=100},0,<>
2660,1004,160,100,{942=1},{942=1;2103=50},1,<1;2;3>
2661,1004,161,100,{503=1},{519=1},0,<>
2662,1004,162,100,{14=15},{talent_point=2;515=2},0,<>
2663,1004,163,100,{5000=25},{930=25},0,<>
2664,1004,164,100,{451=60},{502=1;452=30},0,<>
2665,1004,165,100,{gold=500000},{gold=1000000},0,<>
2666,1004,166,100,{2103=2},{2103=5;941=1},0,<>
2667,1004,167,100,{902=5},{602=5},0,<>
2668,1004,168,100,{850=150},{851=75;502=1},0,<>
2669,1004,169,100,{520=1},{520=1},0,<>
2670,1004,170,100,{rmb=100},{rmb=200},1,<1;2>
2671,1004,171,100,{503=1},{519=1},0,<>
2672,1004,172,100,{14=15},{talent_point=3;515=2},0,<>
2673,1004,173,100,{5000=25},{930=25},0,<>
2674,1004,174,100,{451=60},{502=2;452=30},0,<>
2675,1004,175,100,{gold=500000},{gold=1000000},0,<>
2676,1004,176,100,{2103=3},{2103=5;941=1},0,<>
2677,1004,177,100,{902=5},{602=5},0,<>
2678,1004,178,100,{850=150},{851=75;502=2},0,<>
2679,1004,179,100,{520=1},{4000=100},0,<>
2680,1004,180,100,{6253=25},{6253=50;604=30},1,<1;2;3>
2681,1004,181,100,{503=1},{519=1},0,<>
2682,1004,182,100,{14=15},{talent_point=2;515=2},0,<>
2683,1004,183,100,{5000=25},{930=25},0,<>
2684,1004,184,100,{451=60},{502=1;452=30},0,<>
2685,1004,185,100,{gold=500000},{gold=1000000},0,<>
2686,1004,186,100,{2103=2},{2103=5;941=1},0,<>
2687,1004,187,100,{902=5},{602=5},0,<>
2688,1004,188,100,{850=150},{851=75;502=1},0,<>
2689,1004,189,100,{520=1},{520=1},0,<>
2690,1004,190,100,{rmb=100},{rmb=200},1,<1;2>
2691,1004,191,100,{503=1},{519=1},0,<>
2692,1004,192,100,{14=15},{talent_point=3;515=2},0,<>
2693,1004,193,100,{5000=25},{930=25},0,<>
2694,1004,194,100,{451=60},{502=2;452=30},0,<>
2695,1004,195,100,{gold=500000},{gold=1000000},0,<>
2696,1004,196,100,{2103=3},{2103=5;941=1},0,<>
2697,1004,197,100,{902=5},{602=5},0,<>
2698,1004,198,100,{850=150},{851=75;502=2},0,<>
2699,1004,199,100,{520=1},{4000=100},0,<>
2700,1004,200,100,{card={id=9002}},{521=888;card={id=1254}},1,<1;2;3>
2701,1004,201,100,{503=1},{519=1},0,<>
2702,1004,202,100,{14=15},{talent_point=2;515=2},0,<>
2703,1004,203,100,{5000=25},{930=25},0,<>
2704,1004,204,100,{451=60},{502=1;452=30},0,<>
2705,1004,205,100,{gold=500000},{gold=1000000},0,<>
2706,1004,206,100,{2103=2},{2103=5;941=1},0,<>
2707,1004,207,100,{902=5},{602=5},0,<>
2708,1004,208,100,{850=150},{851=75;502=1},0,<>
2709,1004,209,100,{520=1},{520=1},0,<>
2710,1004,210,100,{rmb=100},{rmb=200},1,<1;2>
2711,1004,211,100,{503=1},{519=1},0,<>
2712,1004,212,100,{14=15},{talent_point=3;515=2},0,<>
2713,1004,213,100,{5000=25},{930=25},0,<>
2714,1004,214,100,{451=60},{502=2;452=30},0,<>
2715,1004,215,100,{gold=500000},{gold=1000000},0,<>
2716,1004,216,100,{2103=3},{2103=5;941=1},0,<>
2717,1004,217,100,{902=5},{602=5},0,<>
2718,1004,218,100,{850=150},{851=75;502=2},0,<>
2719,1004,219,100,{520=1},{4000=100},0,<>
2720,1004,220,100,{502=2},{521=2},1,<1;2>
2721,1004,221,100,{503=1},{519=1},0,<>
2722,1004,222,100,{14=15},{talent_point=2;515=2},0,<>
2723,1004,223,100,{5000=25},{930=25},0,<>
2724,1004,224,100,{451=60},{502=1;452=30},0,<>
2725,1004,225,100,{gold=500000},{gold=1000000},0,<>
2726,1004,226,100,{2103=2},{2103=5;941=1},0,<>
2727,1004,227,100,{902=5},{602=5},0,<>
2728,1004,228,100,{850=150},{851=75;502=1},0,<>
2729,1004,229,100,{520=1},{520=1},0,<>
2730,1004,230,100,{rmb=100},{rmb=200},1,<1;2>
2731,1004,231,100,{503=1},{519=1},0,<>
2732,1004,232,100,{14=15},{talent_point=3;515=2},0,<>
2733,1004,233,100,{5000=25},{930=25},0,<>
2734,1004,234,100,{451=60},{502=2;452=30},0,<>
2735,1004,235,100,{gold=500000},{gold=1000000},0,<>
2736,1004,236,100,{2103=3},{2103=5;941=1},0,<>
2737,1004,237,100,{902=5},{602=5},0,<>
2738,1004,238,100,{850=150},{851=75;502=2},0,<>
2739,1004,239,100,{520=1},{4000=100},0,<>
2740,1004,240,100,{502=2},{521=2},1,<1;2>
2741,1004,241,100,{503=1},{519=1},0,<>
2742,1004,242,100,{14=15},{talent_point=2;515=2},0,<>
2743,1004,243,100,{5000=25},{930=25},0,<>
2744,1004,244,100,{451=60},{502=1;452=30},0,<>
2745,1004,245,100,{gold=500000},{gold=1000000},0,<>
2746,1004,246,100,{2103=2},{2103=5;941=1},0,<>
2747,1004,247,100,{902=5},{602=5},0,<>
2748,1004,248,100,{850=150},{851=75;502=1},0,<>
2749,1004,249,100,{520=1},{520=1},0,<>
2750,1004,250,100,{rmb=100},{rmb=200},1,<1;2>
2751,1004,251,100,{503=1},{519=1},0,<>
2752,1004,252,100,{14=15},{talent_point=3;515=2},0,<>
2753,1004,253,100,{5000=25},{930=25},0,<>
2754,1004,254,100,{451=60},{502=2;452=30},0,<>
2755,1004,255,100,{gold=500000},{gold=1000000},0,<>
2756,1004,256,100,{2103=3},{2103=5;941=1},0,<>
2757,1004,257,100,{902=5},{602=5},0,<>
2758,1004,258,100,{850=150},{851=75;502=2},0,<>
2759,1004,259,100,{520=1},{4000=100},0,<>
2760,1004,260,100,{502=2},{521=2},1,<1;2>
2761,1004,261,100,{503=1},{519=1},0,<>
2762,1004,262,100,{14=15},{talent_point=2;515=2},0,<>
2763,1004,263,100,{5000=25},{930=25},0,<>
2764,1004,264,100,{451=60},{502=1;452=30},0,<>
2765,1004,265,100,{gold=500000},{gold=1000000},0,<>
2766,1004,266,100,{2103=2},{2103=5;941=1},0,<>
2767,1004,267,100,{902=5},{602=5},0,<>
2768,1004,268,100,{850=150},{851=75;502=1},0,<>
2769,1004,269,100,{520=1},{520=1},0,<>
2770,1004,270,100,{rmb=100},{rmb=200},1,<1;2>
2771,1004,271,100,{503=1},{519=1},0,<>
2772,1004,272,100,{14=15},{talent_point=3;515=2},0,<>
2773,1004,273,100,{5000=25},{930=25},0,<>
2774,1004,274,100,{451=60},{502=2;452=30},0,<>
2775,1004,275,100,{gold=500000},{gold=1000000},0,<>
2776,1004,276,100,{2103=3},{2103=5;941=1},0,<>
2777,1004,277,100,{902=5},{602=5},0,<>
2778,1004,278,100,{850=150},{851=75;502=2},0,<>
2779,1004,279,100,{520=1},{4000=100},0,<>
2780,1004,280,100,{502=2},{521=2},1,<1;2>
2781,1004,281,100,{503=1},{519=1},0,<>
2782,1004,282,100,{14=15},{talent_point=2;515=2},0,<>
2783,1004,283,100,{5000=25},{930=25},0,<>
2784,1004,284,100,{451=60},{502=1;452=30},0,<>
2785,1004,285,100,{gold=500000},{gold=1000000},0,<>
2786,1004,286,100,{2103=2},{2103=5;941=1},0,<>
2787,1004,287,100,{902=5},{602=5},0,<>
2788,1004,288,100,{850=150},{851=75;502=1},0,<>
2789,1004,289,100,{520=1},{520=1},0,<>
2790,1004,290,100,{rmb=100},{rmb=200},1,<1;2>
2791,1004,291,100,{503=1},{519=1},0,<>
2792,1004,292,100,{14=15},{talent_point=3;515=2},0,<>
2793,1004,293,100,{5000=25},{930=25},0,<>
2794,1004,294,100,{451=60},{502=2;452=30},0,<>
2795,1004,295,100,{gold=500000},{gold=1000000},0,<>
2796,1004,296,100,{2103=3},{2103=5;941=1},0,<>
2797,1004,297,100,{902=5},{602=5},0,<>
2798,1004,298,100,{850=150},{851=75;502=2},0,<>
2799,1004,299,100,{520=1},{4000=100},0,<>
2800,1004,300,100,{502=2},{521=888;card={id=7021}},1,<1;2>
2801,1004,301,100,{503=1},{519=1},0,<>
2802,1004,302,100,{14=15},{515=2},0,<>
2803,1004,303,100,{5000=25},{930=25},0,<>
2804,1004,304,100,{451=60},{452=30},0,<>
2805,1004,305,100,{gold=500000},{gold=1000000},0,<>
2806,1004,306,100,{2103=2},{2103=5},0,<>
2807,1004,307,100,{902=5},{602=5},0,<>
2808,1004,308,100,{850=150},{851=75},0,<>
2809,1004,309,100,{520=1},{520=1},0,<>
2810,1004,310,100,{rmb=100},{rmb=200},1,<1;2>
2811,1004,311,100,{503=1},{519=1},0,<>
2812,1004,312,100,{14=15},{515=2},0,<>
2813,1004,313,100,{5000=25},{930=25},0,<>
2814,1004,314,100,{451=60},{452=30},0,<>
2815,1004,315,100,{gold=500000},{gold=1000000},0,<>
2816,1004,316,100,{2103=3},{2103=5},0,<>
2817,1004,317,100,{902=5},{602=5},0,<>
2818,1004,318,100,{850=150},{851=75},0,<>
2819,1004,319,100,{520=1},{4000=100},0,<>
2820,1004,320,100,{502=2},{521=2},1,<1;2>
2821,1004,321,100,{503=1},{519=1},0,<>
2822,1004,322,100,{14=15},{515=2},0,<>
2823,1004,323,100,{5000=25},{930=25},0,<>
2824,1004,324,100,{451=60},{452=30},0,<>
2825,1004,325,100,{gold=500000},{gold=1000000},0,<>
2826,1004,326,100,{2103=2},{2103=5},0,<>
2827,1004,327,100,{902=5},{602=5},0,<>
2828,1004,328,100,{850=150},{851=75},0,<>
2829,1004,329,100,{520=1},{520=1},0,<>
2830,1004,330,100,{rmb=100},{rmb=200},1,<1;2>
2831,1004,331,100,{503=1},{519=1},0,<>
2832,1004,332,100,{14=15},{515=2},0,<>
2833,1004,333,100,{5000=25},{930=25},0,<>
2834,1004,334,100,{451=60},{452=30},0,<>
2835,1004,335,100,{gold=500000},{gold=1000000},0,<>
2836,1004,336,100,{2103=3},{2103=5},0,<>
2837,1004,337,100,{902=5},{602=5},0,<>
2838,1004,338,100,{850=150},{851=75},0,<>
2839,1004,339,100,{520=1},{4000=100},0,<>
2840,1004,340,100,{502=2},{521=2},1,<1;2>
2841,1004,341,100,{503=1},{519=1},0,<>
2842,1004,342,100,{14=15},{515=2},0,<>
2843,1004,343,100,{5000=25},{930=25},0,<>
2844,1004,344,100,{451=60},{452=30},0,<>
2845,1004,345,100,{gold=500000},{gold=1000000},0,<>
2846,1004,346,100,{2103=2},{2103=5},0,<>
2847,1004,347,100,{902=5},{602=5},0,<>
2848,1004,348,100,{850=150},{851=75},0,<>
2849,1004,349,100,{520=1},{520=1},0,<>
2850,1004,350,100,{rmb=100},{521=888;card={id=762}},1,<1;2>
2851,1004,351,100,{503=1},{519=1},0,<>
2852,1004,352,100,{14=15},{515=2},0,<>
2853,1004,353,100,{5000=25},{930=25},0,<>
2854,1004,354,100,{451=60},{452=30},0,<>
2855,1004,355,100,{gold=500000},{gold=1000000},0,<>
2856,1004,356,100,{2103=3},{2103=5},0,<>
2857,1004,357,100,{902=5},{602=5},0,<>
2858,1004,358,100,{850=150},{851=75},0,<>
2859,1004,359,100,{520=1},{4000=100},0,<>
2860,1004,360,100,{502=2},{521=2},1,<1;2>
2861,1004,361,100,{503=1},{519=1},0,<>
2862,1004,362,100,{14=15},{515=2},0,<>
2863,1004,363,100,{5000=25},{930=25},0,<>
2864,1004,364,100,{451=60},{452=30},0,<>
2865,1004,365,100,{gold=500000},{gold=1000000},0,<>
2866,1004,366,100,{2103=2},{2103=5},0,<>
2867,1004,367,100,{902=5},{602=5},0,<>
2868,1004,368,100,{850=150},{851=75},0,<>
2869,1004,369,100,{520=1},{520=1},0,<>
2870,1004,370,100,{rmb=100},{rmb=200},1,<1;2>
2871,1004,371,100,{503=1},{519=1},0,<>
2872,1004,372,100,{14=15},{515=2},0,<>
2873,1004,373,100,{5000=25},{930=25},0,<>
2874,1004,374,100,{451=60},{452=30},0,<>
2875,1004,375,100,{gold=500000},{gold=1000000},0,<>
2876,1004,376,100,{2103=3},{2103=5},0,<>
2877,1004,377,100,{902=5},{602=5},0,<>
2878,1004,378,100,{850=150},{851=75},0,<>
2879,1004,379,100,{520=1},{4000=100},0,<>
2880,1004,380,100,{502=2},{521=2},1,<1;2>
2881,1004,381,100,{503=1},{519=1},0,<>
2882,1004,382,100,{14=15},{515=2},0,<>
2883,1004,383,100,{5000=25},{930=25},0,<>
2884,1004,384,100,{451=60},{452=30},0,<>
2885,1004,385,100,{gold=500000},{gold=1000000},0,<>
2886,1004,386,100,{2103=2},{2103=5},0,<>
2887,1004,387,100,{902=5},{602=5},0,<>
2888,1004,388,100,{850=150},{851=75},0,<>
2889,1004,389,100,{520=1},{520=1},0,<>
2890,1004,390,100,{rmb=100},{rmb=200},1,<1;2>
2891,1004,391,100,{503=1},{519=1},0,<>
2892,1004,392,100,{14=15},{515=2},0,<>
2893,1004,393,100,{5000=25},{930=25},0,<>
2894,1004,394,100,{451=60},{452=30},0,<>
2895,1004,395,100,{gold=500000},{gold=1000000},0,<>
2896,1004,396,100,{2103=3},{2103=5},0,<>
2897,1004,397,100,{902=5},{602=5},0,<>
2898,1004,398,100,{850=150},{851=75},0,<>
2899,1004,399,100,{520=1},{4000=100},0,<>
2900,1004,400,100,{502=2},{521=888;card={id=7102}},1,<1;2>
3001,1005,1,100,{2073=1},{521=888;539=888},0,<>
3002,1005,2,100,{14=15},{talent_point=2;515=2},0,<>
3003,1005,3,100,{5000=25},{930=25},0,<>
3004,1005,4,100,{451=60},{502=1;452=30},0,<>
3005,1005,5,100,{gold=500000},{gold=1000000},0,<>
3006,1005,6,100,{2103=2},{2103=5;941=1},0,<>
3007,1005,7,100,{902=5},{602=5},0,<>
3008,1005,8,100,{850=150},{851=75;502=1},0,<>
3009,1005,9,100,{520=1},{520=1},0,<>
3010,1005,10,100,{rmb=100},{rmb=200},1,<1;2>
3011,1005,11,100,{503=1},{519=1},0,<>
3012,1005,12,100,{14=15},{talent_point=3;515=2},0,<>
3013,1005,13,100,{5000=25},{930=25},0,<>
3014,1005,14,100,{451=60},{502=2;452=30},0,<>
3015,1005,15,100,{gold=500000},{gold=1000000},0,<>
3016,1005,16,100,{2103=3},{2103=5;941=1},0,<>
3017,1005,17,100,{902=5},{602=5},0,<>
3018,1005,18,100,{850=150},{851=75;502=2},0,<>
3019,1005,19,100,{520=1},{4000=100},0,<>
3020,1005,20,100,{6254=5},{6254=10;501=3},1,<1;2;3>
3021,1005,21,100,{503=1},{519=1},0,<>
3022,1005,22,100,{14=15},{talent_point=2;515=2},0,<>
3023,1005,23,100,{5000=25},{930=25},0,<>
3024,1005,24,100,{451=60},{502=1;452=30},0,<>
3025,1005,25,100,{gold=500000},{gold=1000000},0,<>
3026,1005,26,100,{2103=2},{2103=5;941=1},0,<>
3027,1005,27,100,{902=5},{602=5},0,<>
