变量名,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder ,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control
5321,18002,,,,<1>,,<1>,{disy=25;endT=150;beginT=0;interval=100;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
5331,18003,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;200;200;200;200;200;200;200;200;200>,{disy=20;endT=120;beginT=0;interval=200;count=10;disx=10},,,,,,,,,,TRUE,,
5411,1,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,{bones=<hitman1>},TRUE,,{lifeBar={show=true}}
5421,1,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,{bones=<hitman1>},TRUE,,{lifeBar={show=true}}
5431,1,,,,<0.5;0.5>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;383092;383093>,{bones=<hitman_move>},TRUE,,
6111,19001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
6121,19002,,,,<0.5;0.5>,,<0;633.33>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
6131,19004,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
6211,20001,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;466.67;133.33;166.67;166.67;166.67>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
6221,20007,,,,<0.5;0.3;0.2>,,<0;500;400>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
6231,20008,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;466.67;233.33;166.67;166.67;133.3;166.67;266.6;333.3;200>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
7111,21001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
7121,21002,,,,<0.2;0.2;0.3;0.3>,,<0;200;200;733.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
7131,21006,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;333.3;333.3;266.6;266.6;233.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
7211,22001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
7221,22002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
7231,22003,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;180;400;80;80;80;80;80;80;80>,{isRepeat=true;disy=50;endT=100;beginT=0;interval=0;count=1;disx=50},,,,,,,,,,TRUE,,
8111,23001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
8121,23002,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.67;166.67;166.67;166.67>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
8131,23007,,,,<0.5;0.5>,,<0;1233.3>,{disy=15;endT=887;beginT=17;interval=100;count=2;disx=15},,,,,,,,,,TRUE,,
8132,23091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=966.6;lastTime=1533.3}>,,,,,,TRUE,,
8211,24001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
8221,24002,,,,<0.2;0.2;0.2;0.1;0.1;0.1;0.1>,,<0;233.33;233.33;200;233.33;200;233.33>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
8231,24009,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
9111,172001,,,,<0.3;0.3;0.4>,,<0;200;166.6>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
9121,172004,,,,<0.25;0.25;0.25;0.25>,,<0;200;233.3;200>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
9131,172008,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;200;200;200;200;200;566.6;200;200;233.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
9211,25001,,,,<0.3;0.3;0.4>,,<0;133.33;133.33>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
9221,25004,,,,<0.3;0.3;0.4>,,<0;133.33;133.33>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
9231,25007,,,,<0.075;0.075;0.075;0.075;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05>,,<0;5;5;5;1666.67;133.33;100;133.33;133.33;166.67;133.33;2300;100;100;100;100;100;100>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
9232,25091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{t=0;scale=2.5;delay=0;teamClose=3;absX=2700;absY=600};{t=270;scale=2.5;delay=4660;teamClose=3;absX=1200;absY=600};{absY=1500;scale=1.5;delay=4980;absX=200;t=340};{t=0;scale=0.4;delay=5380;teamClose=1.3;absX=400;absY=650};{t=400;scale=0.4;delay=5410;teamClose=1.3;absX=400;absY=750};{t=500;scale=0.4;delay=5810;teamClose=1.3;absX=400;absY=850};{t=0;scale=1.3;delay=6350;teamClose=2;absX=700;absY=1300};{t=900;scale=0.8;delay=6380;teamClose=2;absX=600;absY=1000};{t=150;scale=3;delay=7460;teamClose=2;absX=2700;absY=500};{absY=200;scale=1;delay=9500;absX=2000;t=0};{t=10;scale=4.3;delay=9500;teamClose=3;absX=2700;absY=200};{t=320;scale=1.3;delay=9610;teamClose=2;absX=1650;absY=350}>,<{hide=true;delay=0;lastTime=4653};{hide=true;delay=7590;lastTime=2046}>,,,,<90;25092>,,TRUE,,
9233,25092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/moren_bj.skel,{scale=0.78;screenPos=0;offsetY=-420;addTolayer=-1;aniLoop=false;zorder=1;offsetX=-400;lastTime=10766.6;delay=0;aniName=pikaqiu_skill2},,,TRUE,,
9311,26001,,,,<0.3;0.3;0.4>,,<0;133.3;133.3>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
9321,26004,,,,<0.5;0.5>,,<0;133.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
9331,26006,,,,<0.25;0.25;0.25;0.25>,,<0;166.6;233.3;300>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
9332,26091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{t=0;x=-150;delay=0;absY=600}>,<{hide=true;delay=0;lastTime=3700}>,,,,<90;26092>,,TRUE,,
9333,26092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;offsetY=-500;addTolayer=-1;aniLoop=false;zorder=1;offsetX=-500;lastTime=4933.3;delay=0;aniName=leiqiu_skill2},,,TRUE,,
9411,25101,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
9421,25102,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;170;170;170;170>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,FALSE,,{lifeBar={show=true}}
9431,25103,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;7200;250;250;250>,{isRepeat=true;disy=40;endT=100;beginT=0;interval=0;count=1;disx=30},,,,,,,,,,TRUE,,
9432,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;25191;25192>,{bones=<hitman_move>},TRUE,,
9433,25191,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/huangtu.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-4;offsetX=0;lastTime=13165;delay=0;aniName=xiaozhibanpikaqiu_skill2},,,TRUE,,
9434,25192,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/jitan.skel,{scale=0.78;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-5;offsetX=0;lastTime=13165;delay=0;aniName=xiaozhipikaqiu_skill2},,,TRUE,,
9511,25201,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
9521,25202,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;170;170;170;170>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=25},,,,,,,,,,FALSE,,{lifeBar={show=true}}
9531,25203,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;7200;250;250;250>,{isRepeat=true;disy=40;endT=100;beginT=0;interval=0;count=1;disx=30},,,,,,,,,,TRUE,,
9532,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;25291;25292>,{bones=<hitman_move>},TRUE,,
9533,25291,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/huangtu.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-4;offsetX=0;lastTime=13165;delay=0;aniName=xiaozhibanpikaqiu_skill2},,,TRUE,,
9534,25292,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/jitan.skel,{scale=0.78;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-5;offsetX=0;lastTime=13165;delay=0;aniName=xiaozhipikaqiu_skill2},,,TRUE,,
10111,27001,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
10121,27005,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
10131,27006,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;300;300;300;300;300;300;300;300;300>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
10211,28001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
10221,28002,,,,<0.25;0.25;0.25;0.25>,,<0;566.6;300;233.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
10231,28006,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;366.6;433.3;366.6;433.3;366.6;433.3;366.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
11111,29001,,,,<0.3;0.3;0.4>,,<0;100;66.6>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
11121,29004,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
11131,29005,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
11211,30001,,,,<0.15;0.15;0.15;0.15;0.2;0.2>,,<0;133.3;133.3;133.3;133.3;133.3>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
11221,30007,,,,<0.3;0.3;0.4>,,<0;66.6;66.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
11231,30010,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;66.6;100;300;66.6;100>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
11311,31001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
11321,31002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
11331,31003,,,,<0.3;0.3;0.4>,,<0;66.6;100>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
12111,32001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
12121,32002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
12131,32003,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
12211,33001,,,,<0.25;0.25;0.25;0.25>,,<0;266.6;333.3;300>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
12221,33005,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
12231,33006,,,,<0.5;0.5>,,<0;900>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
12311,34001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
12321,34002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
12331,34003,,,,<0.1;0.1;0.2;0.2;0.4>,,<0;150;1419;363;1188>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
13111,173001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
13121,173002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
13131,173003,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
13132,173091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,<{zorder=-999;delay=0;lastTime=6000}>,,<{hide=true;delay=0;lastTime=5900}>,,,,<90;173092>,,TRUE,,
13133,173092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/yewan.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=100;offsetX=-100;lastTime=7800;delay=0;aniName=pibaobao_skill2},,,TRUE,,
13211,35001,,,,<0.3;0.3;0.4>,,<0;200;200>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
13221,35004,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
13231,35005,,,,<0.1;0.2;0.1;0.2;0.1;0.2;0.1>,,<0;333.3;200;200;200;200;200>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
13232,35091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,<{zorder=-999;delay=0;lastTime=10966.67}>,<{t=0;x=800;delay=0};{t=800;x=0;delay=4000}>,<{hide=true;delay=0;lastTime=4000}>,,,,<90;35092;35093>,,TRUE,,
13233,35092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/yewan.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=100;offsetX=0;lastTime=10966.67;delay=0;aniName=pipi_skill2},,,TRUE,,
13234,35093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/moren_bj.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=10;offsetX=0;lastTime=10966.67;delay=0;aniName=pipi_skill2},,,TRUE,,
13311,36001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
13321,36002,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
13331,36006,,,,<0.5;0.5>,,<0;2133.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
13332,36091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,<{zorder=-999;delay=0;lastTime=14566.67}>,<{t=0;x=-600;delay=0}>,<{hide=true;delay=0;lastTime=300};{hide=true;delay=12700;lastTime=5600}>,,,,<90;36092;36093>,,TRUE,,
13333,36092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/yinghua.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=999;offsetX=0;lastTime=9566.6;delay=0;aniName=pikexi_skill2},,,TRUE,,
13334,36093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_pikexi/hero_pikexi.skel,{scale=0.75;screenPos=0;offsetY=-250;addTolayer=-1;aniLoop=false;zorder=99;offsetX=0;lastTime=9566.6;delay=0;aniName=skill2_bottom},,,TRUE,,
15111,174001,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;266.6;266.6;266.6;266.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
15121,174006,,,,<0.5;0.5>,,<0;500>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
15131,174008,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;366.6;400;400;400;400;400;400;233.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
15211,39001,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
15221,39006,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;533.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
15231,39011,,,,<0.05;0.05;0.05;0.05;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;400;333.3;333.3;333.3;333.3;333.3;333.3;333.3;333.3;333.3;366.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
15232,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;39091>,,TRUE,,
15233,39091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/wutai3.skel,{scale=0.64;screenPos=0;offsetY=-50;addTolayer=-1;aniLoop=false;zorder=2;offsetX=0;lastTime=9466.6;delay=0;aniName=pangding_skill2},,,TRUE,,
15311,40001,,,,<0.3;0.3;0.4>,,<0;266.6;266.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
15321,40004,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;933.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
15331,40009,,,,<0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;300;300;300;300;300;300;300;300;300;300;300;300;300>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
15611,169001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
15621,169002,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;133;133;133;133;133;133;133;133>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
15631,169011,,,,<0.25;0.25;0.25;0.25>,,<0;166.5;166.5;166.5>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
15632,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{t=499.5;delay=4995;y=500;rot=80};{t=499.5;delay=4828.5;y=0;rot=0}>,,,,,<90;169091;169092>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5>},TRUE,,
15633,169091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/dizhen.skel,{scale=0.7;screenPos=0;offsetY=200;addTolayer=-1;aniLoop=false;zorder=2;offsetX=0;lastTime=5328;delay=0;aniName=chazifu_skill2},,,TRUE,,
15634,169092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/yewan.skel,{scale=0.7;screenPos=0;offsetY=-50;addTolayer=-1;aniLoop=false;zorder=1;offsetX=0;lastTime=5328;delay=0;aniName=chazifu_skill2},,,TRUE,,
16111,41001,,,,<0.5;0.5>,,<0;133.2>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
16121,41003,,,,<0.25;0.25;0.25;0.25>,,<0;166.6;233.1;366.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
16131,41007,,,,<0.3;0.3;0.4>,,<0;1198.8;699.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
16211,42001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
16221,42002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
16231,42003,,,,<0.5;0.5>,,<0;466.2>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
17111,43001,,,,<0.5;0.5>,,<30;115>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
17121,43002,,,,<0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;120;420;125;125;125;125;125>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{y=100;t=60;delay=0};{y=130;t=440;delay=60};{y=0;t=100;delay=1550}>,,,,,,,FALSE,,{lifeBar={show=true}}
17131,43003,,,,<0.5;0.5>,,<140;150>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,FALSE,,
17211,44001,,,,<0.25;0.25;0.5>,,<0;100;100>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
17221,44002,,,,<0.25;0.25;0.25;0.25>,,<0;100;100;100>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
17231,44003,,,,<0.5;0.5>,,<0;250>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,FALSE,,
17311,45001,,,,<0.25;0.25;0.5>,,<0;100;100>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
17321,45002,,,,<0.1;0.1;0.1;0.2;0.2;0.3>,,<0;160;160;495;120;75>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
17331,45003,,,,<0.5;0.5>,,<100;550>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,FALSE,,
