变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
706,411,,,,,9,0,0%,0,
707,411,,,,,10,0,0%,0,
708,411,,,,,11,0,0%,0,
709,411,,,,,12,0,0%,0,
710,421,,,,,1,0,0%,0,
711,421,,,,,2,0,0%,0,
712,421,,,,,3,0,0%,0,
713,421,,,,,4,0,0%,0,
714,421,,,,,5,0,0%,0,
715,421,,,,,6,0,0%,0,
716,421,,,,,7,0,0%,0,
717,421,,,,,8,0,0%,0,
718,421,,,,,9,0,0%,0,
719,421,,,,,10,0,0%,0,
720,421,,,,,11,0,0%,0,
721,421,,,,,12,0,0%,0,
722,431,,,,,1,0,0%,0,
723,431,,,,,2,0,0%,0,
724,431,,,,,3,0,0%,0,
725,431,,,,,4,0,0%,0,
726,431,,,,,5,0,0%,0,
727,431,,,,,6,0,0%,0,
728,431,,,,,7,0,0%,0,
729,431,,,,,8,0,0%,0,
730,431,,,,,9,0,0%,0,
731,431,,,,,10,0,0%,0,
732,431,,,,,11,0,0%,0,
733,431,,,,,12,0,0%,0,
734,441,,,,,1,7,0%,0,
735,441,,,,,2,7,0.08%,0,
736,441,,,,,3,7,0.16%,0,
737,441,,,,,4,7,0.24%,0,
738,441,,,,,5,7,0.40%,0,
739,441,,,,,6,7,0.56%,0,
740,441,,,,,7,7,0.80%,0,
741,441,,,,,8,7,1.04%,0,
742,441,,,,,9,7,1.36%,0,
743,441,,,,,10,7,1.68%,0,
744,441,,,,,11,7,2%,0,
745,441,,,,,12,7,2.40%,0,
746,441,,,,,13,7,2.80%,0,
747,441,,,,,14,7,3.20%,0,
748,441,,,,,15,7,3.60%,0,
749,441,,,,,16,7,4.00%,0,
750,441,,,,,17,7,4.50%,0,
751,441,,,,,18,7,5.00%,0,
752,451,,,,,1,7,0%,0,
753,451,,,,,2,7,0.04%,0,
754,451,,,,,3,7,0.06%,0,
755,451,,,,,4,7,0.08%,0,
756,451,,,,,5,7,0.12%,0,
757,451,,,,,6,7,0.18%,0,
758,451,,,,,7,7,0.24%,0,
759,451,,,,,8,7,0.32%,0,
760,451,,,,,9,7,0.40%,0,
761,451,,,,,10,7,0.50%,0,
762,451,,,,,11,7,0.60%,0,
763,451,,,,,12,7,0.72%,0,
764,451,,,,,13,9,0.80%,0,
765,451,,,,,14,9,0.90%,0,
766,451,,,,,15,9,1.00%,0,
767,451,,,,,16,9,1.10%,0,
768,451,,,,,17,9,1.30%,0,
769,451,,,,,18,9,1.60%,0,
770,461,,,,,1,7,0%,0,
771,461,,,,,2,7,0.08%,0,
772,461,,,,,3,7,0.16%,0,
773,461,,,,,4,7,0.24%,0,
774,461,,,,,5,7,0.40%,0,
775,461,,,,,6,7,0.56%,0,
776,461,,,,,7,7,0.80%,0,
777,461,,,,,8,7,1.04%,0,
778,461,,,,,9,7,1.36%,0,
779,461,,,,,10,7,1.68%,0,
780,461,,,,,11,7,2%,0,
781,461,,,,,12,7,2.40%,0,
782,461,,,,,13,7,2.80%,0,
783,461,,,,,14,7,3.20%,0,
784,461,,,,,15,7,3.60%,0,
785,461,,,,,16,7,4.00%,0,
786,461,,,,,17,7,4.50%,0,
787,461,,,,,18,7,5.00%,0,
788,471,,,,,1,10,0%,0,
789,471,,,,,2,10,0.08%,0,
790,471,,,,,3,10,0.16%,0,
791,471,,,,,4,10,0.24%,0,
792,471,,,,,5,10,0.40%,0,
793,471,,,,,6,10,0.56%,0,
794,471,,,,,7,10,0.80%,0,
795,471,,,,,8,10,1.04%,0,
796,471,,,,,9,10,1.36%,0,
797,471,,,,,10,10,1.68%,0,
798,471,,,,,11,10,2%,0,
799,471,,,,,12,10,2.40%,0,
800,471,,,,,13,10,2.80%,0,
801,471,,,,,14,10,3.20%,0,
802,471,,,,,15,10,3.60%,0,
803,471,,,,,16,10,4.00%,0,
804,471,,,,,17,10,4.50%,0,
805,471,,,,,18,10,5.00%,0,
806,481,,,,,1,8,0%,0,
807,481,,,,,2,8,0.08%,0,
808,481,,,,,3,8,0.16%,0,
809,481,,,,,4,8,0.24%,0,
810,481,,,,,5,8,0.40%,0,
811,481,,,,,6,8,0.56%,0,
812,481,,,,,7,8,0.80%,0,
813,481,,,,,8,8,1.04%,0,
814,481,,,,,9,8,1.36%,0,
815,481,,,,,10,8,1.68%,0,
816,481,,,,,11,8,2%,0,
817,481,,,,,12,8,2.40%,0,
818,481,,,,,13,8,2.80%,0,
819,481,,,,,14,8,3.20%,0,
820,481,,,,,15,8,3.60%,0,
821,481,,,,,16,8,4.00%,0,
822,481,,,,,17,8,4.50%,0,
823,481,,,,,18,8,5.00%,0,
824,491,,,,,1,9,0%,0,
825,491,,,,,2,9,0%,0,
826,491,,,,,3,9,0.10%,0,
827,491,,,,,4,9,0.25%,0,
828,491,,,,,5,9,0.40%,0,
829,491,,,,,6,9,0.70%,0,
830,491,,,,,7,9,1%,0,
831,491,,,,,8,9,1.30%,0,
832,491,,,,,9,9,1.75%,0,
833,491,,,,,10,9,2.20%,0,
834,491,,,,,11,9,2.65%,0,
835,491,,,,,12,9,3.25%,0,
836,491,,,,,13,9,3.85%,0,
837,491,,,,,14,9,4.45%,0,
838,491,,,,,15,9,5.05%,0,
839,491,,,,,16,9,5.65%,0,
840,491,,,,,17,9,6.25%,0,
841,491,,,,,18,9,6.85%,0,
842,501,,,,,1,1,0%,0,
843,501,,,,,2,1,0%,0,
844,501,,,,,3,1,0.07%,0,
845,501,,,,,4,1,0.18%,0,
846,501,,,,,5,1,0.28%,0,
847,501,,,,,6,1,0.49%,0,
848,501,,,,,7,1,0.70%,0,
849,501,,,,,8,1,0.91%,0,
850,501,,,,,9,1,1.23%,0,
851,501,,,,,10,1,1.54%,0,
852,501,,,,,11,1,1.86%,0,
853,501,,,,,12,1,2.28%,0,
854,501,,,,,13,1,2.70%,0,
855,501,,,,,14,1,3.12%,0,
856,501,,,,,15,1,3.54%,0,
857,501,,,,,16,1,3.96%,0,
858,501,,,,,17,1,4.38%,0,
859,501,,,,,18,1,4.80%,0,
860,511,,,,,1,0,0%,0,
861,511,,,,,2,0,0%,0,
862,511,,,,,3,0,0%,0,
863,511,,,,,4,0,0%,0,
864,511,,,,,5,0,0%,0,
865,511,,,,,6,0,0%,0,
866,511,,,,,7,0,0%,0,
867,511,,,,,8,0,0%,0,
868,511,,,,,9,0,0%,0,
869,511,,,,,10,0,0%,0,
870,511,,,,,11,0,0%,0,
871,511,,,,,12,0,0%,0,
872,521,,,,,1,0,0%,0,
873,521,,,,,2,0,0%,0,
874,521,,,,,3,0,0%,0,
875,521,,,,,4,0,0%,0,
876,521,,,,,5,0,0%,0,
877,521,,,,,6,0,0%,0,
878,521,,,,,7,0,0%,0,
879,521,,,,,8,0,0%,0,
880,521,,,,,9,0,0%,0,
881,521,,,,,10,0,0%,0,
882,521,,,,,11,0,0%,0,
883,521,,,,,12,0,0%,0,
884,531,,,,,1,0,0%,0,
885,531,,,,,2,0,0%,0,
886,531,,,,,3,0,0%,0,
887,531,,,,,4,0,0%,0,
888,531,,,,,5,0,0%,0,
889,531,,,,,6,0,0%,0,
890,531,,,,,7,0,0%,0,
891,531,,,,,8,0,0%,0,
892,531,,,,,9,0,0%,0,
893,531,,,,,10,0,0%,0,
894,531,,,,,11,0,0%,0,
895,531,,,,,12,0,0%,0,
896,541,,,,,1,1,0%,0,
897,541,,,,,2,1,0.03%,0,
898,541,,,,,3,1,0.04%,0,
899,541,,,,,4,1,0.06%,0,
900,541,,,,,5,1,0.08%,0,
901,541,,,,,6,1,0.13%,0,
902,541,,,,,7,1,0.17%,0,
903,541,,,,,8,1,0.22%,0,
904,541,,,,,9,1,0.28%,0,
905,541,,,,,10,1,0.35%,0,
906,541,,,,,11,1,0.42%,0,
907,541,,,,,12,1,0.50%,0,
908,541,,,,,13,1,0.60%,0,
909,541,,,,,14,1,0.70%,0,
910,541,,,,,15,1,0.80%,0,
911,541,,,,,16,1,1.00%,0,
912,541,,,,,17,1,1.20%,0,
913,541,,,,,18,1,1.40%,0,
914,551,,,,,1,8,0%,0,
915,551,,,,,2,8,0.08%,0,
916,551,,,,,3,8,0.16%,0,
917,551,,,,,4,8,0.24%,0,
918,551,,,,,5,8,0.40%,0,
919,551,,,,,6,8,0.56%,0,
920,551,,,,,7,8,0.80%,0,
921,551,,,,,8,8,1.04%,0,
922,551,,,,,9,8,1.36%,0,
923,551,,,,,10,8,1.68%,0,
924,551,,,,,11,8,2%,0,
925,551,,,,,12,8,2.40%,0,
926,551,,,,,13,8,2.80%,0,
927,551,,,,,14,8,3.20%,0,
928,551,,,,,15,8,3.60%,0,
929,551,,,,,16,8,4.00%,0,
930,551,,,,,17,8,4.50%,0,
931,551,,,,,18,8,5.00%,0,
932,561,,,,,1,7,0%,0,
933,561,,,,,2,7,0%,0,
934,561,,,,,3,7,0.10%,0,
935,561,,,,,4,7,0.25%,0,
936,561,,,,,5,7,0.40%,0,
937,561,,,,,6,7,0.70%,0,
938,561,,,,,7,7,1%,0,
939,561,,,,,8,7,1.30%,0,
940,561,,,,,9,7,1.75%,0,
941,561,,,,,10,7,2.20%,0,
942,561,,,,,11,7,2.65%,0,
943,561,,,,,12,7,3.25%,0,
944,561,,,,,13,7,3.85%,0,
945,561,,,,,14,7,4.45%,0,
946,561,,,,,15,7,5.05%,0,
947,561,,,,,16,7,5.65%,0,
948,561,,,,,17,7,6.25%,0,
949,561,,,,,18,7,6.85%,0,
950,571,,,,,1,7,0%,0,
951,571,,,,,2,7,0%,0,
952,571,,,,,3,7,0.10%,0,
953,571,,,,,4,7,0.25%,0,
954,571,,,,,5,7,0.40%,0,
955,571,,,,,6,7,0.70%,0,
956,571,,,,,7,7,1%,0,
957,571,,,,,8,7,1.30%,0,
958,571,,,,,9,7,1.75%,0,
959,571,,,,,10,7,2.20%,0,
960,571,,,,,11,7,2.65%,0,
961,571,,,,,12,7,3.25%,0,
962,571,,,,,13,7,3.85%,0,
963,571,,,,,14,7,4.45%,0,
964,571,,,,,15,7,5.05%,0,
965,571,,,,,16,7,5.65%,0,
966,571,,,,,17,7,6.25%,0,
967,571,,,,,18,7,6.85%,0,
968,581,,,,,1,0,0%,0,
969,581,,,,,2,0,0%,0,
970,581,,,,,3,0,0%,0,
971,581,,,,,4,0,0%,0,
972,581,,,,,5,0,0%,0,
973,581,,,,,6,0,0%,0,
974,581,,,,,7,0,0%,0,
975,581,,,,,8,0,0%,0,
976,581,,,,,9,0,0%,0,
977,581,,,,,10,0,0%,0,
978,581,,,,,11,0,0%,0,
979,581,,,,,12,0,0%,0,
980,591,,,,,1,8,0%,0,
981,591,,,,,2,8,0%,0,
982,591,,,,,3,8,0.10%,0,
983,591,,,,,4,8,0.25%,0,
984,591,,,,,5,8,0.40%,0,
985,591,,,,,6,8,0.70%,0,
986,591,,,,,7,8,1%,0,
987,591,,,,,8,8,1.30%,0,
988,591,,,,,9,8,1.75%,0,
989,591,,,,,10,8,2.20%,0,
990,591,,,,,11,8,2.65%,0,
991,591,,,,,12,8,3.25%,0,
992,591,,,,,13,8,3.85%,0,
993,591,,,,,14,8,4.45%,0,
994,591,,,,,15,8,5.05%,0,
995,591,,,,,16,8,5.65%,0,
996,591,,,,,17,8,6.25%,0,
997,591,,,,,18,8,6.85%,0,
998,601,,,,,1,10,0%,0,
999,601,,,,,2,10,0%,0,
1000,601,,,,,3,10,0.10%,0,
1001,601,,,,,4,10,0.25%,0,
1002,601,,,,,5,10,0.40%,0,
1003,601,,,,,6,10,0.70%,0,
1004,601,,,,,7,10,1%,0,
1005,601,,,,,8,10,1.30%,0,
1006,601,,,,,9,10,1.75%,0,
1007,601,,,,,10,10,2.20%,0,
1008,601,,,,,11,10,2.65%,0,
1009,601,,,,,12,10,3.25%,0,
1010,601,,,,,13,10,3.85%,0,
1011,601,,,,,14,10,4.45%,0,
1012,601,,,,,15,10,5.05%,0,
1013,601,,,,,16,10,5.65%,0,
1014,601,,,,,17,10,6.25%,0,
1015,601,,,,,18,10,6.85%,0,
1016,611,,,,,1,7,0%,0,
1017,611,,,,,2,7,0%,0,
1018,611,,,,,3,7,0.10%,0,
1019,611,,,,,4,7,0.25%,0,
1020,611,,,,,5,7,0.40%,0,
1021,611,,,,,6,7,0.70%,0,
1022,611,,,,,7,7,1%,0,
1023,611,,,,,8,7,1.30%,0,
1024,611,,,,,9,7,1.75%,0,
1025,611,,,,,10,7,2.20%,0,
1026,611,,,,,11,7,2.65%,0,
1027,611,,,,,12,7,3.25%,0,
1028,611,,,,,13,7,3.85%,0,
1029,611,,,,,14,7,4.45%,0,
1030,611,,,,,15,7,5.05%,0,
1031,611,,,,,16,7,5.65%,0,
1032,611,,,,,17,7,6.25%,0,
1033,611,,,,,18,7,6.85%,0,
1034,621,,,,,1,0,0%,0,
1035,621,,,,,2,0,0%,0,
1036,621,,,,,3,0,0%,0,
1037,621,,,,,4,0,0%,0,
1038,621,,,,,5,0,0%,0,
1039,621,,,,,6,0,0%,0,
1040,621,,,,,7,0,0%,0,
1041,621,,,,,8,0,0%,0,
1042,621,,,,,9,0,0%,0,
1043,621,,,,,10,0,0%,0,
1044,621,,,,,11,0,0%,0,
1045,621,,,,,12,0,0%,0,
1046,631,,,,,1,7,0%,0,
1047,631,,,,,2,7,0%,0,
1048,631,,,,,3,7,0.10%,0,
1049,631,,,,,4,7,0.25%,0,
1050,631,,,,,5,7,0.40%,0,
1051,631,,,,,6,7,0.70%,0,
1052,631,,,,,7,7,1%,0,
1053,631,,,,,8,7,1.30%,0,
1054,631,,,,,9,7,1.75%,0,
1055,631,,,,,10,7,2.20%,0,
1056,631,,,,,11,7,2.65%,0,
1057,631,,,,,12,7,3.25%,0,
1058,631,,,,,13,7,3.85%,0,
1059,631,,,,,14,7,4.45%,0,
1060,631,,,,,15,7,5.05%,0,
1061,631,,,,,16,7,5.65%,0,
1062,631,,,,,17,7,6.25%,0,
1063,631,,,,,18,7,6.85%,0,
1064,641,,,,,1,1,0%,0,
1065,641,,,,,2,1,0%,0,
1066,641,,,,,3,1,0.07%,0,
1067,641,,,,,4,1,0.18%,0,
1068,641,,,,,5,1,0.28%,0,
1069,641,,,,,6,1,0.49%,0,
1070,641,,,,,7,1,0.70%,0,
1071,641,,,,,8,1,0.91%,0,
1072,641,,,,,9,1,1.23%,0,
1073,641,,,,,10,1,1.54%,0,
1074,641,,,,,11,1,1.86%,0,
1075,641,,,,,12,1,2.28%,0,
1076,641,,,,,13,1,2.70%,0,
1077,641,,,,,14,1,3.12%,0,
1078,641,,,,,15,1,3.54%,0,
1079,641,,,,,16,1,3.96%,0,
1080,641,,,,,17,1,4.38%,0,
1081,641,,,,,18,1,4.80%,0,
1082,651,,,,,1,0,0%,0,
1083,651,,,,,2,0,0%,0,
1084,651,,,,,3,0,0%,0,
1085,651,,,,,4,0,0%,0,
1086,651,,,,,5,0,0%,0,
1087,651,,,,,6,0,0%,0,
1088,651,,,,,7,0,0%,0,
1089,651,,,,,8,0,0%,0,
1090,651,,,,,9,0,0%,0,
1091,651,,,,,10,0,0%,0,
1092,651,,,,,11,0,0%,0,
1093,651,,,,,12,0,0%,0,
1094,661,,,,,1,0,0%,0,
1095,661,,,,,2,0,0%,0,
1096,661,,,,,3,0,0%,0,
1097,661,,,,,4,0,0%,0,
1098,661,,,,,5,0,0%,0,
1099,661,,,,,6,0,0%,0,
1100,661,,,,,7,0,0%,0,
1101,661,,,,,8,0,0%,0,
1102,661,,,,,9,0,0%,0,
1103,661,,,,,10,0,0%,0,
1104,661,,,,,11,0,0%,0,
1105,661,,,,,12,0,0%,0,
1106,671,,,,,1,0,0%,0,
1107,671,,,,,2,0,0%,0,
1108,671,,,,,3,0,0%,0,
1109,671,,,,,4,0,0%,0,
1110,671,,,,,5,0,0%,0,
1111,671,,,,,6,0,0%,0,
1112,671,,,,,7,0,0%,0,
1113,671,,,,,8,0,0%,0,
1114,671,,,,,9,0,0%,0,
1115,671,,,,,10,0,0%,0,
1116,671,,,,,11,0,0%,0,
1117,671,,,,,12,0,0%,0,
1118,681,,,,,1,0,0%,0,
1119,681,,,,,2,0,0%,0,
1120,681,,,,,3,0,0%,0,
1121,681,,,,,4,0,0%,0,
1122,681,,,,,5,0,0%,0,
1123,681,,,,,6,0,0%,0,
1124,681,,,,,7,0,0%,0,
1125,681,,,,,8,0,0%,0,
1126,681,,,,,9,0,0%,0,
1127,681,,,,,10,0,0%,0,
1128,681,,,,,11,0,0%,0,
1129,681,,,,,12,0,0%,0,
1130,691,,,,,1,9,0%,0,
1131,691,,,,,2,9,0.08%,0,
1132,691,,,,,3,9,0.16%,0,
1133,691,,,,,4,9,0.24%,0,
1134,691,,,,,5,9,0.40%,0,
1135,691,,,,,6,9,0.56%,0,
1136,691,,,,,7,9,0.80%,0,
1137,691,,,,,8,9,1.04%,0,
1138,691,,,,,9,9,1.36%,0,
1139,691,,,,,10,9,1.68%,0,
1140,691,,,,,11,9,2%,0,
1141,691,,,,,12,9,2.40%,0,
1142,691,,,,,13,9,2.80%,0,
1143,691,,,,,14,9,3.20%,0,
1144,691,,,,,15,9,3.60%,0,
1145,691,,,,,16,9,4.00%,0,
1146,691,,,,,17,9,4.50%,0,
1147,691,,,,,18,9,5.00%,0,
1148,701,,,,,1,13,0%,0,
1149,701,,,,,2,13,0%,0,
1150,701,,,,,3,13,0.10%,0,
1151,701,,,,,4,13,0.25%,0,
1152,701,,,,,5,13,0.40%,0,
1153,701,,,,,6,13,0.70%,0,
1154,701,,,,,7,13,1%,0,
1155,701,,,,,8,13,1.30%,0,
1156,701,,,,,9,13,1.75%,0,
1157,701,,,,,10,13,2.20%,0,
1158,701,,,,,11,13,2.65%,0,
1159,701,,,,,12,13,3.25%,0,
1160,701,,,,,13,13,3.85%,0,
1161,701,,,,,14,13,4.45%,0,
1162,701,,,,,15,13,5.05%,0,
1163,701,,,,,16,13,5.65%,0,
1164,701,,,,,17,13,6.25%,0,
1165,701,,,,,18,13,6.85%,0,
1166,711,,,,,1,1,0%,0,
1167,711,,,,,2,1,0.06%,0,
1168,711,,,,,3,1,0.11%,0,
1169,711,,,,,4,1,0.17%,0,
1170,711,,,,,5,1,0.28%,0,
1171,711,,,,,6,1,0.39%,0,
1172,711,,,,,7,1,0.56%,0,
1173,711,,,,,8,1,0.73%,0,
1174,711,,,,,9,1,0.95%,0,
1175,711,,,,,10,1,1.18%,0,
1176,711,,,,,11,1,1.40%,0,
1177,711,,,,,12,1,1.68%,0,
1178,711,,,,,13,1,1.96%,0,
1179,711,,,,,14,1,2.24%,0,
1180,711,,,,,15,1,2.52%,0,
1181,711,,,,,16,1,2.80%,0,
1182,711,,,,,17,1,3.08%,0,
1183,711,,,,,18,1,3.36%,0,
1184,721,,,,,1,13,0%,0,
1185,721,,,,,2,13,0%,0,
1186,721,,,,,3,13,0.10%,0,
1187,721,,,,,4,13,0.25%,0,
1188,721,,,,,5,13,0.40%,0,
1189,721,,,,,6,13,0.70%,0,
1190,721,,,,,7,13,1%,0,
1191,721,,,,,8,13,1.30%,0,
1192,721,,,,,9,13,1.75%,0,
1193,721,,,,,10,13,2.20%,0,
1194,721,,,,,11,13,2.65%,0,
1195,721,,,,,12,13,3.25%,0,
1196,721,,,,,13,13,3.85%,0,
1197,721,,,,,14,13,4.45%,0,
1198,721,,,,,15,13,5.05%,0,
1199,721,,,,,16,13,5.65%,0,
1200,721,,,,,17,13,6.25%,0,
1201,721,,,,,18,13,6.85%,0,
1202,731,,,,,1,8,0%,0,
1203,731,,,,,2,8,0%,0,
1204,731,,,,,3,8,0.10%,0,
1205,731,,,,,4,8,0.25%,0,
1206,731,,,,,5,8,0.40%,0,
1207,731,,,,,6,8,0.70%,0,
1208,731,,,,,7,8,1%,0,
1209,731,,,,,8,8,1.30%,0,
1210,731,,,,,9,8,1.75%,0,
1211,731,,,,,10,8,2.20%,0,
1212,731,,,,,11,8,2.65%,0,
1213,731,,,,,12,8,3.25%,0,
1214,731,,,,,13,8,3.85%,0,
1215,731,,,,,14,8,4.45%,0,
1216,731,,,,,15,8,5.05%,0,
1217,731,,,,,16,8,5.65%,0,
1218,731,,,,,17,8,6.25%,0,
1219,731,,,,,18,8,6.85%,0,
1220,741,,,,,1,8,0%,0,
1221,741,,,,,2,8,0%,0,
1222,741,,,,,3,8,0.10%,0,
1223,741,,,,,4,8,0.25%,0,
1224,741,,,,,5,8,0.40%,0,
1225,741,,,,,6,8,0.70%,0,
1226,741,,,,,7,8,1%,0,
1227,741,,,,,8,8,1.30%,0,
1228,741,,,,,9,8,1.75%,0,
1229,741,,,,,10,8,2.20%,0,
1230,741,,,,,11,8,2.65%,0,
1231,741,,,,,12,8,3.25%,0,
1232,741,,,,,13,8,3.85%,0,
1233,741,,,,,14,8,4.45%,0,
1234,741,,,,,15,8,5.05%,0,
1235,741,,,,,16,8,5.65%,0,
1236,741,,,,,17,8,6.25%,0,
1237,741,,,,,18,8,6.85%,0,
1238,751,,,,,1,7,0%,0,
1239,751,,,,,2,7,0%,0,
1240,751,,,,,3,7,0.10%,0,
1241,751,,,,,4,7,0.25%,0,
1242,751,,,,,5,7,0.40%,0,
1243,751,,,,,6,7,0.70%,0,
1244,751,,,,,7,7,1%,0,
1245,751,,,,,8,7,1.30%,0,
1246,751,,,,,9,7,1.75%,0,
1247,751,,,,,10,7,2.20%,0,
1248,751,,,,,11,7,2.65%,0,
1249,751,,,,,12,7,3.25%,0,
1250,751,,,,,13,7,3.85%,0,
1251,751,,,,,14,7,4.45%,0,
1252,751,,,,,15,7,5.05%,0,
1253,751,,,,,16,7,5.65%,0,
1254,751,,,,,17,7,6.25%,0,
1255,751,,,,,18,7,6.85%,0,
1256,761,,,,,1,8,0%,0,
1257,761,,,,,2,8,0%,0,
1258,761,,,,,3,8,0%,0,
1259,761,,,,,4,8,0.16%,0,
1260,761,,,,,5,8,0.48%,0,
1261,761,,,,,6,8,0.80%,0,
1262,761,,,,,7,8,1.44%,0,
1263,761,,,,,8,8,2.08%,0,
1264,761,,,,,9,8,2.72%,0,
1265,761,,,,,10,8,3.68%,0,
1266,761,,,,,11,8,4.64%,0,
1267,761,,,,,12,8,5.60%,0,
1268,761,,,,,13,8,6.56%,0,
1269,761,,,,,14,8,7.52%,0,
1270,761,,,,,15,8,8.48%,0,
1271,761,,,,,16,8,9.44%,0,
1272,761,,,,,17,8,10.40%,0,
1273,761,,,,,18,8,11.36%,0,
1274,771,,,,,1,13,0%,0,
1275,771,,,,,2,13,0%,0,
1276,771,,,,,3,13,0.10%,0,
1277,771,,,,,4,13,0.25%,0,
1278,771,,,,,5,13,0.40%,0,
1279,771,,,,,6,13,0.70%,0,
1280,771,,,,,7,13,1%,0,
1281,771,,,,,8,13,1.30%,0,
1282,771,,,,,9,13,1.75%,0,
1283,771,,,,,10,13,2.20%,0,
1284,771,,,,,11,13,2.65%,0,
1285,771,,,,,12,13,3.25%,0,
1286,771,,,,,13,13,3.85%,0,
1287,771,,,,,14,13,4.45%,0,
1288,771,,,,,15,13,5.05%,0,
1289,771,,,,,16,13,5.65%,0,
1290,771,,,,,17,13,6.25%,0,
1291,771,,,,,18,13,6.85%,0,
1292,781,,,,,1,1,0%,0,
1293,781,,,,,2,1,0.06%,0,
1294,781,,,,,3,1,0.11%,0,
1295,781,,,,,4,1,0.17%,0,
1296,781,,,,,5,1,0.28%,0,
1297,781,,,,,6,1,0.39%,0,
1298,781,,,,,7,1,0.56%,0,
1299,781,,,,,8,1,0.73%,0,
1300,781,,,,,9,1,0.95%,0,
1301,781,,,,,10,1,1.18%,0,
1302,781,,,,,11,1,1.40%,0,
1303,781,,,,,12,1,1.68%,0,
1304,781,,,,,13,1,2.00%,0,
1305,781,,,,,14,1,2.40%,0,
1306,781,,,,,15,1,2.80%,0,
1307,781,,,,,16,1,3.20%,0,
1308,781,,,,,17,1,3.80%,0,
1309,781,,,,,18,1,4.20%,0,
1310,791,,,,,1,8,0%,0,
1311,791,,,,,2,8,0.08%,0,
1312,791,,,,,3,8,0.16%,0,
1313,791,,,,,4,8,0.24%,0,
1314,791,,,,,5,8,0.40%,0,
1315,791,,,,,6,8,0.56%,0,
1316,791,,,,,7,8,0.80%,0,
1317,791,,,,,8,8,1.04%,0,
1318,791,,,,,9,8,1.36%,0,
1319,791,,,,,10,8,1.68%,0,
1320,791,,,,,11,8,2%,0,
1321,791,,,,,12,8,2.40%,0,
1322,791,,,,,13,8,2.80%,0,
1323,791,,,,,14,8,3.20%,0,
1324,791,,,,,15,8,3.60%,0,
1325,791,,,,,16,8,4.00%,0,
1326,791,,,,,17,8,4.50%,0,
1327,791,,,,,18,8,5.00%,0,
1328,801,,,,,1,7,0%,0,
1329,801,,,,,2,7,0.08%,0,
1330,801,,,,,3,7,0.16%,0,
1331,801,,,,,4,7,0.24%,0,
1332,801,,,,,5,7,0.40%,0,
1333,801,,,,,6,7,0.56%,0,
1334,801,,,,,7,7,0.80%,0,
1335,801,,,,,8,7,1.04%,0,
1336,801,,,,,9,7,1.36%,0,
1337,801,,,,,10,7,1.68%,0,
1338,801,,,,,11,7,2%,0,
1339,801,,,,,12,7,2.40%,0,
1340,801,,,,,13,7,2.80%,0,
1341,801,,,,,14,7,3.20%,0,
1342,801,,,,,15,7,3.60%,0,
1343,801,,,,,16,7,4.00%,0,
1344,801,,,,,17,7,4.50%,0,
1345,801,,,,,18,7,5.00%,0,
1346,811,,,,,1,0,0%,0,
1347,811,,,,,2,0,0%,0,
1348,811,,,,,3,0,0%,0,
1349,811,,,,,4,0,0%,0,
1350,811,,,,,5,0,0%,0,
1351,811,,,,,6,0,0%,0,
1352,811,,,,,7,0,0%,0,
1353,811,,,,,8,0,0%,0,
1354,811,,,,,9,0,0%,0,
1355,811,,,,,10,0,0%,0,
1356,811,,,,,11,0,0%,0,
1357,811,,,,,12,0,0%,0,
1358,821,,,,,1,0,0%,0,
1359,821,,,,,2,0,0%,0,
1360,821,,,,,3,0,0%,0,
1361,821,,,,,4,0,0%,0,
1362,821,,,,,5,0,0%,0,
1363,821,,,,,6,0,0%,0,
1364,821,,,,,7,0,0%,0,
1365,821,,,,,8,0,0%,0,
1366,821,,,,,9,0,0%,0,
1367,821,,,,,10,0,0%,0,
1368,821,,,,,11,0,0%,0,
1369,821,,,,,12,0,0%,0,
1370,831,,,,,1,0,0%,0,
1371,831,,,,,2,0,0%,0,
1372,831,,,,,3,0,0%,0,
1373,831,,,,,4,0,0%,0,
1374,831,,,,,5,0,0%,0,
1375,831,,,,,6,0,0%,0,
1376,831,,,,,7,0,0%,0,
1377,831,,,,,8,0,0%,0,
1378,831,,,,,9,0,0%,0,
1379,831,,,,,10,0,0%,0,
1380,831,,,,,11,0,0%,0,
1381,831,,,,,12,0,0%,0,
1382,841,,,,,1,0,0%,0,
1383,841,,,,,2,0,0%,0,
1384,841,,,,,3,0,0%,0,
1385,841,,,,,4,0,0%,0,
1386,841,,,,,5,0,0%,0,
1387,841,,,,,6,0,0%,0,
1388,841,,,,,7,0,0%,0,
1389,841,,,,,8,0,0%,0,
1390,841,,,,,9,0,0%,0,
1391,841,,,,,10,0,0%,0,
1392,841,,,,,11,0,0%,0,
1393,841,,,,,12,0,0%,0,
1394,851,,,,,1,0,0%,0,
1395,851,,,,,2,0,0%,0,
1396,851,,,,,3,0,0%,0,
1397,851,,,,,4,0,0%,0,
1398,851,,,,,5,0,0%,0,
1399,851,,,,,6,0,0%,0,
1400,851,,,,,7,0,0%,0,
1401,851,,,,,8,0,0%,0,
1402,851,,,,,9,0,0%,0,
1403,851,,,,,10,0,0%,0,
1404,851,,,,,11,0,0%,0,
1405,851,,,,,12,0,0%,0,
1406,861,,,,,1,10,0%,0,
1407,861,,,,,2,10,0%,0,
1408,861,,,,,3,10,0.10%,0,
