变量名,room,_roomType,_beizhu,icon,weight,group,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,monsterType,type,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,monster,fightC,pointC,drops,buff,event,boxType,gold,coin,randomLibs,randomLibs2
64,13,,,city/adventure/random_tower/icon/icon_sj.png,0,1,事件,事件,Event,Event,사건,Event,Event,1,4,你的选择也许会带来幸运，也可能会招致灾祸,你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.","Sua escolha pode trazer sorte, ou pode trazer desastre.",การเลือกของคุณอาจนำโชคลาภมาให้ หรืออาจนำความหายนะมาสู่คุณ,1,1,1,{},<>,<<2;100>;<3;10>>,1,0,0,{},{}
65,13,,,city/adventure/random_tower/icon_bx.png,-1,1,宝箱,寶箱,Chest,Bảo rương,보물상자,Baú do tesouro,หีบสมบัติ,1,3,不经意间发现的宝箱,不經意間發現的寶箱,Surprise Chest,Chiếc rương báu được tìm thấy tình cờ,갑자기 보물상자를 발견했습니다.,Um baú do tesouro encontrado por acaso,หีบสมบัติที่พบโดยบังเอิญ,1,1,1,{},<>,<>,1,12000,20,{libs=<504;504>},{}
66,13,,,city/adventure/random_tower/icon/img_jddr@.png,100,1,简单的敌人,簡單的敵人,Simple enemy,Kẻ địch dễ,쉬운 적,Inimigo fácil,ศัตรูง่าย,1,1,似乎是可以轻松击败的对手,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,Dường như là một đối thủ dễ dàng đánh bại.,쉽게 쓰러트릴 수 있는 상대 같습니다.,Parece ser um oponente facilmente derrotado.,ดูเหมือนจะเป็นฝ่ายตรงข้ามที่เอาชนะได้ง่าย,1,1,0.6,{},<>,<>,1,0,0,{},{}
67,13,,,city/adventure/random_tower/icon/img_ptdr@.png,100,1,普通的敌人,普通的敵人,Ordinary Enemy,Kẻ địch thông thường,평범한 적,Inimigo comum,ศัตรูทั่วไป,2,1,小有实力，但是不足为惧的对手,小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of","Một đối thủ khá yếu, không đáng sợ.",조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,"Um oponente relativamente fraco, nada a temer.",คู่ต่อสู้ที่ค่อนข้างอ่อนแอ ไม่น่ากลัว,2,1,0.6,{},<>,<>,1,0,0,{},{}
68,13,,,city/adventure/random_tower/icon/img_kndr@.png,100,1,困难的敌人,困難的敵人,Difficult enemy,Kẻ địch khó nhằn,어려운 적,Inimigo difícil,ศัตรูที่แข็งแกร่ง,3,1,请谨慎挑选对手,請謹慎挑選對手,Please select your opponent wisely,Hãy chọn đối thủ của bạn cẩn thận.,신중하게 상대를 선택하세요.,Escolha seu oponente com cuidado.,เลือกคู่ต่อสู้ของคุณอย่างระมัดระวัง,3,1,0.6,{},<>,<>,1,0,0,{},{}
69,14,,,city/adventure/random_tower/icon/icon_wz.png,100,1,属性加成,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,Bônus de atributo,โบนัสค่าสถานะ,1,2,,,,,,,,1,1,1,{},<<1;100>>,<>,1,0,0,{},{}
70,14,,,city/adventure/random_tower/icon/icon_wz.png,100,1,战斗补给,戰鬥補給,Combat supplies,Tiếp tế chiến đấu,전투 보급,Suprimento de batalha,เสบียงการต่อสู้,1,2,,,,,,,,1,1,1,{},<<5;100>>,<>,1,0,0,{},{}
71,14,,,city/adventure/random_tower/icon/icon_wz.png,100,1,属性加成,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,Bônus de atributo,โบนัสค่าสถานะ,1,2,,,,,,,,1,1,1,{},<<1;100>;<2;20>>,<>,1,0,0,{},{}
72,14,,,city/adventure/random_tower/icon/icon_wz.png,100,1,属性加成,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,Bônus de atributo,โบนัสค่าสถานะ,1,2,,,,,,,,1,1,1,{},<<1;100>;<2;20>>,<>,1,0,0,{},{}
73,14,,,city/adventure/random_tower/icon/icon_sj.png,100,1,事件,事件,Event,Event,사건,Event,Event,1,4,谁也不知道会发生什么,誰也不知道會發生什麼,Nobody knows what may happen next,Không ai biết chuyện gì sẽ xảy ra.,무슨 일이 일어날지 아무도 모릅니다.,Ninguém sabe o que vai acontecer.,ไม่มีใครรู้ว่าอะไรจะเกิดขึ้น,1,1,1,{},<>,<<1;100>;<2;10>>,1,0,0,{},{}
74,14,,,city/adventure/random_tower/icon/icon_sj.png,0,1,事件,事件,Event,Event,사건,Event,Event,1,4,你的选择也许会带来幸运，也可能会招致灾祸,你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.","Sua escolha pode trazer boa sorte, ou pode atrair um desastre.",การเลือกของคุณอาจนำโชคดีมาให้ หรืออาจนำความหายนะมาสู่คุณก็ได้,1,1,1,{},<>,<<2;100>;<3;10>>,1,0,0,{},{}
75,14,,,city/adventure/random_tower/icon_bx.png,100,1,宝箱,寶箱,Chest,Bảo rương,보물상자,Baú do tesouro,หีบสมบัติ,1,3,不经意间发现的宝箱,不經意間發現的寶箱,Surprise Chest,Chiếc rương báu được tìm thấy tình cờ,갑자기 보물상자를 발견했습니다.,Um baú do tesouro descoberto por acaso,หีบสมบัติที่ค้นพบโดยบังเอิญ,1,1,1,{},<>,<>,1,12000,20,{libs=<504;504>},{}
76,14,,,city/adventure/random_tower/icon/img_jddr@.png,100,1,简单的敌人,簡單的敵人,Simple enemy,Kẻ địch dễ,쉬운 적,Inimigo fácil,ศัตรูง่าย,1,1,似乎是可以轻松击败的对手,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,Dường như là một đối thủ dễ dàng đánh bại.,쉽게 쓰러트릴 수 있는 상대 같습니다.,Parece ser um oponente facilmente derrotável.,ดูเหมือนจะเป็นคู่ต่อสู้ที่เอาชนะได้ง่าย,1,1,0.6,{},<>,<>,1,0,0,{},{}
77,14,,,city/adventure/random_tower/icon/img_ptdr@.png,-1,1,普通的敌人,普通的敵人,Ordinary Enemy,Kẻ địch thông thường,평범한 적,Inimigo comum,ศัตรูทั่วไป,2,1,小有实力，但是不足为惧的对手,小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of","Một đối thủ khá yếu, không đáng sợ.",조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,"Um oponente relativamente fraco, não a ser temido.",คู่ต่อสู้ที่ค่อนข้างอ่อนแอ ไม่น่ากลัว,2,1,0.6,{},<>,<>,1,0,0,{},{}
78,14,,,city/adventure/random_tower/icon/img_kndr@.png,100,1,困难的敌人,困難的敵人,Difficult enemy,Kẻ địch khó nhằn,어려운 적,Inimigo difícil,ศัตรูที่แข็งแกร่ง,3,1,请谨慎挑选对手,請謹慎挑選對手,Please select your opponent wisely,Hãy chọn đối thủ cẩn thận.,신중하게 상대를 선택하세요.,Escolha seu oponente com cuidado.,เลือกคู่ต่อสู้ของคุณอย่างระมัดระวัง,3,1,0.6,{},<>,<>,1,0,0,{},{}
79,15,,,city/adventure/random_tower/icon/icon_wz.png,-1,1,属性加成,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,Bônus de atributo,โบนัสค่าสถานะ,1,2,,,,,,,,1,1,1,{},<<1;100>>,<>,1,0,0,{},{}
80,15,,,city/adventure/random_tower/icon/icon_wz.png,-1,1,战斗补给,戰鬥補給,Combat supplies,Tiếp tế chiến đấu,전투 보급,Suprimento de batalha,เสบียงการต่อสู้,1,2,,,,,,,,1,1,1,{},<<5;100>>,<>,1,0,0,{},{}
81,15,,,city/adventure/random_tower/icon/icon_wz.png,0,1,属性加成,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,Bônus de atributo,โบนัสค่าสถานะ,1,2,,,,,,,,1,1,1,{},<<1;100>;<2;20>>,<>,1,0,0,{},{}
82,15,,,city/adventure/random_tower/icon/icon_wz.png,100,1,属性加成,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,Bônus de atributo,โบนัสค่าสถานะ,1,2,,,,,,,,1,1,1,{},<<1;100>;<2;40>>,<>,1,0,0,{},{}
83,15,,,city/adventure/random_tower/icon/icon_sj.png,0,1,事件,事件,Event,Event,사건,Event,Event,1,4,谁也不知道会发生什么,誰也不知道會發生什麼,Nobody knows what may happen next,Không ai biết chuyện gì sẽ xảy ra.,무슨 일이 일어날지 아무도 모릅니다.,Ninguém sabe o que vai acontecer.,ไม่มีใครรู้ว่าจะเกิดอะไรขึ้น,1,1,1,{},<>,<<1;100>;<2;10>>,1,0,0,{},{}
84,15,,,city/adventure/random_tower/icon/icon_sj.png,0,1,事件,事件,Event,Event,사건,Event,Event,1,4,你的选择也许会带来幸运，也可能会招致灾祸,你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.","Sua escolha pode trazer sorte, ou pode atrair desastre.",การเลือกของคุณอาจนำโชคลาภมาให้ หรืออาจก่อให้เกิดภัยพิบัติ,1,1,1,{},<>,<<2;100>;<3;10>>,1,0,0,{},{}
85,15,,,city/adventure/random_tower/icon_bx.png,100,1,宝箱,寶箱,Chest,Bảo rương,보물상자,Baú do tesouro,หีบสมบัติ,1,3,不经意间发现的宝箱,不經意間發現的寶箱,Surprise Chest,Chiếc rương báu được tìm thấy tình cờ,갑자기 보물상자를 발견했습니다.,Um baú do tesouro descoberto por acaso,หีบสมบัติที่ค้นพบโดยบังเอิญ,1,1,1,{},<>,<>,1,12000,20,{libs=<504;504>},{}
86,15,,,city/adventure/random_tower/icon/img_jddr@.png,100,1,简单的敌人,簡單的敵人,Simple enemy,Kẻ địch dễ,쉬운 적,Inimigo fácil,ศัตรูง่าย,1,1,似乎是可以轻松击败的对手,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,Dường như là một đối thủ dễ dàng đánh bại.,쉽게 쓰러트릴 수 있는 상대 같습니다.,Parece ser um oponente facilmente derrotado.,ดูเหมือนจะเป็นคู่ต่อสู้ที่เอาชนะได้ง่าย,1,1,0.6,{},<>,<>,1,0,0,{},{}
87,15,,,city/adventure/random_tower/icon/img_ptdr@.png,100,1,普通的敌人,普通的敵人,Ordinary Enemy,Kẻ địch thông thường,평범한 적,Inimigo comum,ศัตรูทั่วไป,2,1,小有实力，但是不足为惧的对手,小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of","Một đối thủ khá yếu, không đáng sợ.",조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,"Um oponente relativamente fraco, não a ser temido.",คู่ต่อสู้ที่ค่อนข้างอ่อนแอ ไม่น่ากลัว,2,1,0.6,{},<>,<>,1,0,0,{},{}
88,15,,,city/adventure/random_tower/icon/img_kndr@.png,100,1,困难的敌人,困難的敵人,Difficult enemy,Kẻ địch khó nhằn,어려운 적,Inimigo difícil,ศัตรูที่แข็งแกร่ง,3,1,请谨慎挑选对手,請謹慎挑選對手,Please select your opponent wisely,Hãy chọn đối thủ của bạn một cách thận trọng.,신중하게 상대를 선택하세요.,Escolha seu oponente com cuidado.,เลือกคู่ต่อสู้ของคุณอย่างระมัดระวัง,3,1,0.6,{},<>,<>,1,0,0,{},{}
89,16,,,city/adventure/random_tower/icon/icon_wz.png,100,1,属性加成,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,Bônus de atributo,โบนัสค่าสถานะ,1,2,,,,,,,,1,1,1,{},<<1;100>>,<>,1,0,0,{},{}
90,16,,,city/adventure/random_tower/icon/icon_wz.png,100,1,战斗补给,戰鬥補給,Combat supplies,Tiếp tế chiến đấu,전투 보급,Suprimento de batalha,เสบียงการต่อสู้,1,2,,,,,,,,1,1,1,{},<<5;100>>,<>,1,0,0,{},{}
91,16,,,city/adventure/random_tower/icon/icon_wz.png,100,1,属性加成,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,Bônus de atributo,โบนัสค่าสถานะ,1,2,,,,,,,,1,1,1,{},<<1;100>;<2;20>>,<>,1,0,0,{},{}
92,16,,,city/adventure/random_tower/icon/icon_wz.png,100,1,属性加成,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,Bônus de atributo,โบนัสค่าสถานะ,1,2,,,,,,,,1,1,1,{},<<1;100>;<2;20>>,<>,1,0,0,{},{}
93,16,,,city/adventure/random_tower/icon/icon_sj.png,-1,1,事件,事件,Event,Event,사건,Event,Event,1,4,谁也不知道会发生什么,誰也不知道會發生什麼,Nobody knows what may happen next,Không ai biết chuyện gì sẽ xảy ra.,무슨 일이 일어날지 아무도 모릅니다.,Ninguém sabe o que vai acontecer.,ไม่มีใครรู้ว่าอะไรจะเกิดขึ้น,1,1,1,{},<>,<<1;100>;<2;10>>,1,0,0,{},{}
94,16,,,city/adventure/random_tower/icon/icon_sj.png,100,1,事件,事件,Event,Event,사건,Event,Event,1,4,你的选择也许会带来幸运，也可能会招致灾祸,你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.","Sua escolha pode trazer sorte, ou pode atrair desastre.",การเลือกของคุณอาจนำโชคลาภมาให้ หรืออาจนำความหายนะมาสู่คุณ,1,1,1,{},<>,<<2;100>;<3;10>>,1,0,0,{},{}
95,16,,,city/adventure/random_tower/icon_bx.png,100,1,宝箱,寶箱,Chest,Bảo rương,보물상자,Baú do tesouro,หีบสมบัติ,1,3,不经意间发现的宝箱,不經意間發現的寶箱,Surprise Chest,Chiếc rương báu được tìm thấy bất ngờ,갑자기 보물상자를 발견했습니다.,Um baú do tesouro encontrado inesperadamente,หีบสมบัติที่พบโดยบังเอิญ,1,1,1,{},<>,<>,1,12000,20,{libs=<504;504>},{}
96,16,,,city/adventure/random_tower/icon/img_jddr@.png,100,1,简单的敌人,簡單的敵人,Simple enemy,Kẻ địch dễ,쉬운 적,Inimigo fácil,ศัตรูง่าย,1,1,似乎是可以轻松击败的对手,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,Dường như là một đối thủ dễ dàng đánh bại.,쉽게 쓰러트릴 수 있는 상대 같습니다.,Parece ser um oponente facilmente derrotado.,ดูเหมือนจะเป็นคู่ต่อสู้ที่เอาชนะได้ง่าย,1,1,0.6,{},<>,<>,1,0,0,{},{}
97,16,,,city/adventure/random_tower/icon/img_ptdr@.png,100,1,普通的敌人,普通的敵人,Ordinary Enemy,Kẻ địch thông thường,평범한 적,Inimigo comum,ศัตรูทั่วไป,2,1,小有实力，但是不足为惧的对手,小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of","Một đối thủ khá yếu, không đáng sợ.",조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,"Um oponente relativamente fraco, nada a temer.",คู่ต่อสู้ที่ค่อนข้างอ่อนแอ ไม่น่ากลัว,2,1,0.6,{},<>,<>,1,0,0,{},{}
98,16,,,city/adventure/random_tower/icon/img_kndr@.png,100,1,困难的敌人,困難的敵人,Difficult enemy,Kẻ địch khó nhằn,어려운 적,Inimigo difícil,ศัตรูที่แข็งแกร่ง,3,1,请谨慎挑选对手,請謹慎挑選對手,Please select your opponent wisely,Hãy chọn đối thủ của bạn một cách thận trọng.,신중하게 상대를 선택하세요.,Escolha seu oponente com cuidado.,เลือกคู่ต่อสู้ของคุณอย่างระมัดระวัง,3,1,0.6,{},<>,<>,1,0,0,{},{}
